file_path,CameraDataPostProcess,CameraDataPreProcess,CameraDataProcessCommon,CameraServiceCommon,ChannelSink,ChannelSource,DistributedCameraSinkMgr,DistributedCameraSourceMgr,VirtualCameraHdf,utils,best_module,best_likelihood
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\dstream_operator_callback.cpp,3.326737403869629,3.5804247856140137,1.9032459259033203,6.411111831665039,1.1633687019348145,1.1957577466964722,2.8814809322357178,11.858930587768555,11.842713356018066,7.913922309875488,DistributedCameraSourceMgr,11.858930587768555
distributed_camera\camera_hdf\hdi_impl\include\dstream_operator\doffline_stream_operator.h,3.341463088989258,1.183187484741211,0.0,3.3165512084960938,1.170731544494629,1.195643424987793,1.441459059715271,8.935967445373535,10.905728340148926,6.68399715423584,VirtualCameraHdf,10.905728340148926
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\interface\icamera_sink_access_control.h,3.9110116958618164,3.273796319961548,6.188366889953613,7.462027072906494,1.1658623218536377,4.4901509284973145,10.032721519470215,4.819802761077881,5.503580570220947,3.262660503387451,DistributedCameraSinkMgr,10.032721519470215
distributed_camera\services\data_process\src\pipeline\dcamera_pipeline_sink.cpp,23.35955810546875,16.201696395874023,25.050203323364258,10.329065322875977,3.0019798278808594,1.0254979133605957,14.14782428741455,17.14438819885254,5.126266956329346,13.070834159851074,CameraDataProcessCommon,25.050203323364258
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\callback\dcamera_sink_output_result_callback.cpp,10.739252090454102,5.201132774353027,5.010517120361328,7.7526021003723145,1.8847604990005493,1.2241053581237793,10.637093544006348,7.796109676361084,4.705480575561523,7.8946332931518555,CameraDataPostProcess,10.739252090454102
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\include\idistributed_camera_source.h,8.328659057617188,1.6210827827453613,4.867068290710449,12.869906425476074,1.204648494720459,1.237949013710022,3.196559429168701,10.583065032958984,14.316080093383789,7.714565277099609,VirtualCameraHdf,14.316080093383789
distributed_camera\services\channel\include\dcamera_softbus_adapter.h,11.517181396484375,6.2368669509887695,10.047279357910156,12.352922439575195,7.975553512573242,7.600663661956787,8.734410285949707,8.413653373718262,4.7653093338012695,7.831859111785889,CameraServiceCommon,12.352922439575195
distributed_camera\services\channel\include\dcamera_channel_source_impl.h,7.012719631195068,2.968095302581787,5.652132511138916,8.827153205871582,5.07176399230957,4.402425765991211,4.512329578399658,6.686296463012695,5.218947887420654,6.432064056396484,CameraServiceCommon,8.827153205871582
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_video_callback.h,4.330333232879639,1.1984368562698364,0.6468170881271362,6.400928974151611,1.1651666164398193,1.2317070960998535,2.5436410903930664,9.996346473693848,4.504340648651123,6.998542308807373,DistributedCameraSourceMgr,9.996346473693848
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\provider\dcamera_provider_callback_proxy.h,3.5486392974853516,1.2912013530731201,3.665283203125,10.593685150146484,1.2743196487426758,1.308082938194275,5.996931552886963,9.09427261352539,10.517849922180176,9.941825866699219,CameraServiceCommon,10.593685150146484
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\dstream_operator_callback_stub.h,9.311981201171875,4.882091522216797,8.101161003112793,5.267282009124756,1.1958824396133423,1.2309101819992065,6.590869426727295,9.584827423095703,9.946785926818848,9.577468872070312,VirtualCameraHdf,9.946785926818848
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcameradata\dcamera_source_data_process.h,11.369935035705566,4.324857711791992,6.642472267150879,7.598241806030273,1.1357448101043701,1.1695646047592163,5.964597225189209,10.525184631347656,6.321845531463623,7.764668941497803,CameraDataPostProcess,11.369935035705566
distributed_camera\camera_hdf\hdi_impl\include\dcamera_provider\dcamera_provider.h,3.524627685546875,1.2793922424316406,1.6071839332580566,8.92990779876709,1.2623138427734375,1.2964706420898438,5.809599876403809,8.06274127960205,9.365453720092773,11.29910659790039,utils,11.29910659790039
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\include\callback\idcamera_source_callback.h,11.199434280395508,4.746575355529785,10.025160789489746,8.320392608642578,1.263819694519043,1.296913981437683,4.993544101715088,10.110257148742676,5.618484020233154,7.019601345062256,CameraDataPostProcess,11.199434280395508
distributed_camera\services\data_process\include\pipeline_node\fpscontroller\fps_controller_process.h,21.409229278564453,7.635825157165527,11.213581085205078,8.629348754882812,8.589598655700684,6.226312637329102,17.755786895751953,20.647377014160156,2.3739449977874756,4.298060417175293,CameraDataPostProcess,21.409229278564453
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\listener\dcamera_sink_controller_channel_listener.cpp,11.512663841247559,5.139033794403076,6.653911590576172,13.329005241394043,16.94489860534668,12.45232105255127,24.669538497924805,21.029813766479492,4.668814659118652,7.172364234924316,DistributedCameraSinkMgr,24.669538497924805
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\listener\dcamera_sink_data_process_listener.h,10.09330940246582,6.573762893676758,7.023075103759766,7.828398704528809,1.1657108068466187,1.2339072227478027,7.919124126434326,7.469671249389648,4.50415563583374,6.745414733886719,CameraDataPostProcess,10.09330940246582
distributed_camera\services\cameraservice\base\include\dcamera_protocol.h,4.584403991699219,1.210952639579773,1.4157679080963135,14.272558212280273,4.359622955322266,3.820186138153076,2.840952157974243,10.01276969909668,8.822649002075195,8.53146743774414,CameraServiceCommon,14.272558212280273
distributed_camera\services\data_process\include\interfaces\idata_process_pipeline.h,12.330256462097168,6.812745094299316,11.878127098083496,6.452898025512695,0.01542692631483078,0.04628078266978264,5.618407249450684,6.648984909057617,2.2399370670318604,3.1310982704162598,CameraDataPostProcess,12.330256462097168
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcameradata\dcamera_source_input_channel_listener.h,8.540791511535645,5.242567539215088,5.557537078857422,9.882025718688965,3.354074001312256,3.3862390518188477,5.474618911743164,12.807573318481445,5.486571311950684,7.256649017333984,DistributedCameraSourceMgr,12.807573318481445
distributed_camera\services\cameraservice\base\src\dcamera_channel_info_cmd.cpp,9.729816436767578,4.680919647216797,8.833236694335938,13.131364822387695,8.521394729614258,5.713202476501465,8.567084312438965,8.437596321105957,5.681365966796875,7.100378036499023,CameraServiceCommon,13.131364822387695
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_preview_callback.h,4.292965412139893,1.1610689163208008,0.0,5.7541117668151855,1.1464825868606567,1.1756553649902344,2.487589120864868,10.88895320892334,4.504340648651123,6.998542308807373,DistributedCameraSourceMgr,10.88895320892334
distributed_camera\interfaces\inner_kits\native_cpp\camera_sink\src\dcamera_sink_handler.cpp,4.562024116516113,4.005758285522461,3.956164836883545,8.9160795211792,1.8044062852859497,1.396604299545288,4.908535957336426,5.860018253326416,7.642261028289795,3.9424898624420166,CameraServiceCommon,8.9160795211792
distributed_camera\common\include\utils\dcamera_index.h,1.292771339416504,0.16228124499320984,4.753209114074707,1.2609803676605225,0.14638569951057434,0.17817679047584534,0.17817679047584534,1.292771339416504,3.3189444541931152,118.27013397216797,utils,118.27013397216797
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcamerastate\dcamera_source_init_state.cpp,6.398297309875488,2.0929453372955322,3.002781629562378,9.078429222106934,2.398939609527588,1.567781925201416,5.964240550994873,9.520548820495605,4.745678901672363,3.895521402359009,DistributedCameraSourceMgr,9.520548820495605
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\device\dcamera_device_callback_stub.cpp,9.653168678283691,6.627620220184326,8.979499816894531,7.871149063110352,1.3334985971450806,1.399054765701294,6.749838352203369,9.560748100280762,11.159900665283203,12.186575889587402,utils,12.186575889587402
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\src\distributed_camera_source_proxy.cpp,13.42601490020752,5.335660457611084,9.153290748596191,11.86827278137207,1.8832517862319946,1.3623628616333008,7.500362396240234,12.362696647644043,12.169206619262695,9.256422996520996,CameraDataPostProcess,13.42601490020752
distributed_camera\services\cameraservice\sourceservice\src\distributedcamera\distributed_camera_source_service.cpp,7.840806007385254,2.623549699783325,3.2422101497650146,11.422320365905762,2.0718963146209717,2.1038331985473633,5.993310451507568,13.441742897033691,14.795793533325195,6.366470813751221,VirtualCameraHdf,14.795793533325195
distributed_camera\camera_hdf\hdi_impl\include\dstream_operator\dcamera_steam.h,4.1710405349731445,1.922995686531067,0.3093424439430237,5.126138210296631,1.8494144678115845,1.3150335550308228,2.533733606338501,8.037711143493652,10.260570526123047,8.675228118896484,VirtualCameraHdf,10.260570526123047
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\device\dcamera_device_proxy.h,4.905066013336182,2.263195514678955,2.697319507598877,10.851407051086426,3.081831693649292,2.2980871200561523,4.505997657775879,11.098167419433594,13.638617515563965,11.44178295135498,VirtualCameraHdf,13.638617515563965
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcameradata\dcamera_stream_data_process_producer.cpp,13.74575424194336,5.030067443847656,10.65286922454834,7.97803258895874,2.928962469100952,2.0149126052856445,9.146334648132324,13.47726058959961,10.950468063354492,13.547243118286133,CameraDataPostProcess,13.74575424194336
distributed_camera\camera_hdf\hdi_impl\include\dcamera_host\dcamera_host.h,3.8149948120117188,1.424466609954834,0.0,6.840243816375732,1.4074972867965698,1.4414360523223877,1.6411889791488647,5.9924468994140625,7.63231086730957,6.577696800231934,VirtualCameraHdf,7.63231086730957
distributed_camera\services\cameraservice\base\include\dcamera_capture_info_cmd.h,8.104365348815918,3.154087543487549,5.301044940948486,8.705327987670898,3.211799144744873,2.654268980026245,6.28692626953125,10.225839614868164,5.464906692504883,6.0903730392456055,DistributedCameraSourceMgr,10.225839614868164
distributed_camera\services\cameraservice\cameraoperator\client\src\dcamera_client.cpp,14.591861724853516,6.161549091339111,6.201330661773682,12.785130500793457,2.3623528480529785,2.005199432373047,9.026483535766602,19.852537155151367,9.386019706726074,9.054774284362793,DistributedCameraSourceMgr,19.852537155151367
distributed_camera\interfaces\inner_kits\native_cpp\camera_sink\include\dcamera_sink_handler.h,5.21604585647583,3.5901832580566406,4.172942161560059,9.322315216064453,1.939949631690979,1.3914729356765747,4.230441093444824,4.237276554107666,4.81576681137085,3.55983304977417,CameraServiceCommon,9.322315216064453
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\host\dcamera_host_proxy.h,4.348823547363281,1.4855659008026123,1.8488141298294067,8.87201976776123,1.4696098566055298,1.5015219449996948,3.82094407081604,8.276803970336914,9.605012893676758,7.99550724029541,VirtualCameraHdf,9.605012893676758
distributed_camera\services\cameraservice\sourceservice\src\distributedcamera\dcamera_service_state_listener.cpp,11.384849548339844,4.678919792175293,6.6861677169799805,5.7458415031433105,1.591147780418396,1.2120752334594727,6.290403842926025,12.123610496520996,6.338251113891602,6.740555286407471,DistributedCameraSourceMgr,12.123610496520996
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\device\dcamera_device_callback.h,3.6604883670806885,1.3427270650863647,2.6339309215545654,7.0436248779296875,1.3302441835403442,1.3552099466323853,3.0942494869232178,7.65240478515625,10.16660213470459,7.176445960998535,VirtualCameraHdf,10.16660213470459
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\eventbus\dcamera_frame_trigger_event.cpp,6.509640216827393,2.1620380878448486,1.0,8.239595413208008,2.141618490219116,2.1709020137786865,6.011484146118164,5.035579681396484,4.754998207092285,3.2655091285705566,CameraServiceCommon,8.239595413208008
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcameracontrol\dcamera_source_controller_channel_listener.h,11.827532768249512,3.1600027084350586,6.57054328918457,13.179424285888672,15.23416519165039,11.764921188354492,20.393835067749023,21.615310668945312,4.490536212921143,6.2671427726745605,DistributedCameraSourceMgr,21.615310668945312
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\provider\dcamera_provider_callback.h,3.5486392974853516,1.2912013530731201,3.665283203125,10.593685150146484,1.2743196487426758,1.308082938194275,5.729019641876221,8.826359748840332,10.249937057495117,9.941825866699219,CameraServiceCommon,10.593685150146484
distributed_camera\services\cameraservice\sourceservice\include\distributedcamera\dcamera_source_callback_proxy.h,10.810562133789062,4.639449119567871,7.155890464782715,6.4410810470581055,1.1422618627548218,1.1754510402679443,6.232985496520996,11.104429244995117,5.644686222076416,6.661181449890137,DistributedCameraSourceMgr,11.104429244995117
distributed_camera\services\data_process\src\pipeline_node\multimedia_codec\encode_video_callback.cpp,11.236913681030273,8.195371627807617,9.762619018554688,4.018786430358887,0.8495438694953918,0.1902545839548111,5.616186618804932,9.787757873535156,6.507331371307373,11.284540176391602,utils,11.284540176391602
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_session_callback.h,3.2972657680511475,1.1633491516113281,0.0,5.76423454284668,1.1486328840255737,1.178065538406372,2.494777202606201,7.699209690093994,4.511971950531006,7.019737720489502,DistributedCameraSourceMgr,7.699209690093994
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\interface\icamera_sink_output.h,6.398819923400879,3.675513744354248,2.888563632965088,8.624601364135742,1.1617673635482788,1.2286986112594604,7.090137004852295,6.23198938369751,4.491697788238525,5.256603240966797,CameraServiceCommon,8.624601364135742
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\host\dcamera_host_stub.cpp,11.955557823181152,9.117717742919922,7.8699517250061035,10.375540733337402,1.8092831373214722,2.633150100708008,8.227187156677246,14.666372299194336,14.251601219177246,14.855083465576172,utils,14.855083465576172
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\operator\doffline_stream_operator_stub.h,9.275752067565918,4.861384868621826,8.10454273223877,5.2951788902282715,1.1989552974700928,1.2348532676696777,6.587771892547607,9.169126510620117,11.229001998901367,9.186429023742676,VirtualCameraHdf,11.229001998901367
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamera_source_dev.h,7.457771301269531,2.772963285446167,2.6440577507019043,15.548209190368652,8.923276901245117,6.617802143096924,15.754693031311035,18.893857955932617,6.335898399353027,6.312602519989014,DistributedCameraSourceMgr,18.893857955932617
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\src\dcamera_source_handler.cpp,6.286765098571777,1.7992528676986694,3.463050365447998,9.494306564331055,2.680215835571289,1.7774723768234253,2.5002682209014893,10.09907054901123,8.0822172164917,6.481217861175537,DistributedCameraSourceMgr,10.09907054901123
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcamerastate\dcamera_source_capture_state.cpp,6.417258262634277,1.9160487651824951,2.672727108001709,12.385116577148438,4.166065216064453,3.2735836505889893,5.906996250152588,12.850839614868164,6.222945690155029,8.966567993164062,DistributedCameraSourceMgr,12.850839614868164
distributed_camera\services\channel\src\dcamera_softbus_adapter.cpp,12.751237869262695,7.5874505043029785,11.717841148376465,12.610296249389648,8.826488494873047,7.618852138519287,10.531466484069824,9.987698554992676,5.461572170257568,11.098036766052246,CameraDataPostProcess,12.751237869262695
distributed_camera\camera_hdf\hdi_impl\test\dcamera_hdi_sample.cpp,11.485994338989258,2.4847843647003174,3.139882802963257,10.525032997131348,4.84858512878418,3.125560760498047,3.7959022521972656,21.294822692871094,11.985206604003906,12.159080505371094,DistributedCameraSourceMgr,21.294822692871094
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\operator\dstream_operator_callback_proxy.cpp,12.474586486816406,5.683623790740967,9.41223430633545,7.45192813873291,1.1703964471817017,1.312432885169983,8.052591323852539,16.568744659423828,12.208409309387207,14.475868225097656,DistributedCameraSourceMgr,16.568744659423828
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\device\dcamera_device_callback_proxy.cpp,10.339875221252441,5.071471214294434,8.918547630310059,9.084710121154785,1.322103500366211,1.3821825981140137,7.532864570617676,9.491333961486816,12.344970703125,11.635313034057617,VirtualCameraHdf,12.344970703125
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\dcamera_sink_access_control_test.cpp,7.932186126708984,4.12177848815918,12.011402130126953,8.549483299255371,1.74135422706604,5.636229991912842,13.120107650756836,7.43241024017334,8.518729209899902,5.7250213623046875,DistributedCameraSinkMgr,13.120107650756836
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_photo_callback.h,4.283029556274414,1.1557948589324951,0.0,5.73065710067749,1.141514778137207,1.1700748205184937,2.4709842205047607,12.613870620727539,4.486725330352783,6.143924236297607,DistributedCameraSourceMgr,12.613870620727539
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\listener\dcamera_sink_output_channel_listener.cpp,11.072854042053223,5.12225866317749,6.344598770141602,9.74736499786377,4.006131649017334,3.3145389556884766,11.559905052185059,9.090307235717773,5.658931255340576,8.15285587310791,DistributedCameraSinkMgr,11.559905052185059
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\callback\dcamera_sink_controller_state_callback.cpp,8.488500595092773,3.2197892665863037,3.63685941696167,12.23836612701416,14.776994705200195,10.321699142456055,23.88412857055664,21.718589782714844,4.716532230377197,5.822893142700195,DistributedCameraSinkMgr,23.88412857055664
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\mock_camera_channel.h,6.672842979431152,4.352122783660889,8.651450157165527,9.314179420471191,4.15293025970459,3.5691587924957275,5.6650261878967285,6.1398749351501465,4.875434875488281,9.796326637268066,utils,9.796326637268066
distributed_camera\common\src\utils\data_buffer.cpp,9.26560115814209,4.601499080657959,11.203461647033691,2.690316677093506,0.5227345824241638,0.24668624997138977,6.323108673095703,4.87194299697876,2.4744768142700195,105.36966705322266,utils,105.36966705322266
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\device\dcamera_device_callback_proxy.h,3.649740695953369,1.3370893001556396,2.5993876457214355,7.005748748779297,1.3248703479766846,1.3493082523345947,3.3573496341705322,7.888925075531006,10.390439987182617,7.133648872375488,VirtualCameraHdf,10.390439987182617
distributed_camera\camera_hdf\interfaces\hdi_ipc\ipc_data_utils.h,10.26878833770752,4.4739274978637695,7.500179767608643,8.456706047058105,1.5854220390319824,1.6151458024978638,7.175719261169434,8.28780460357666,7.843479633331299,94.81831359863281,utils,94.81831359863281
distributed_camera\services\cameraservice\cameraoperator\client\src\listener\dcamera_photo_surface_listener_common.cpp,9.593279838562012,5.995578765869141,11.32878303527832,7.085046291351318,2.1569018363952637,2.2596826553344727,7.506643772125244,10.806673049926758,4.624901294708252,9.88454818725586,CameraDataProcessCommon,11.32878303527832
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\doffline_stream_operator_proxy.h,3.3859446048736572,1.204938292503357,1.93316650390625,6.102701187133789,2.0004944801330566,2.0244264602661133,3.206460952758789,12.303839683532715,12.947541236877441,7.0280046463012695,VirtualCameraHdf,12.947541236877441
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\mock_dcamera_sink_output.h,6.431489944458008,3.6794302463531494,6.648599147796631,7.850325107574463,1.8178510665893555,1.2750239372253418,7.054874897003174,6.297928810119629,4.580567359924316,7.662966251373291,CameraServiceCommon,7.850325107574463
distributed_camera\services\cameraservice\base\include\dcamera_channel_info_cmd.h,8.188495635986328,3.159238576889038,6.395541667938232,12.003180503845215,5.5033769607543945,4.921774387359619,6.379077911376953,8.113373756408691,5.483410358428955,6.135150909423828,CameraServiceCommon,12.003180503845215
distributed_camera\services\cameraservice\cameraoperator\client\include\icamera_operator.h,6.270772933959961,3.5517218112945557,3.0,8.642096519470215,1.135386347770691,1.1684892177581787,6.370954990386963,9.885371208190918,6.966033458709717,6.968329429626465,DistributedCameraSourceMgr,9.885371208190918
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\mock_dcamera_sink_data_process.h,9.902032852172852,6.443748950958252,11.40478801727295,11.914525032043457,3.9710569381713867,3.4373040199279785,10.602248191833496,8.45715618133545,4.558816909790039,9.004878044128418,CameraServiceCommon,11.914525032043457
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamerahdf\dcamera_provider_callback_impl.h,4.261186122894287,1.1476426124572754,2.4244918823242188,10.261080741882324,1.130593180656433,1.1646919250488281,5.040255069732666,9.49973201751709,9.107133865356445,9.256536483764648,CameraServiceCommon,10.261080741882324
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\eventbus\dcamera_frame_trigger_event.h,6.5222392082214355,2.164407968521118,1.0,8.190347671508789,2.0619490146636963,2.0930240154266357,5.700493335723877,4.793262481689453,4.510626792907715,3.2666659355163574,CameraServiceCommon,8.190347671508789
distributed_camera\services\cameraservice\sourceservice\include\distributedcamera\distributed_camera_source_stub.h,12.544429779052734,4.911689281463623,8.14424991607666,7.744210720062256,1.1747294664382935,1.2321804761886597,6.228163242340088,9.861313819885254,7.112541198730469,8.138020515441895,CameraDataPostProcess,12.544429779052734
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\include\callback\dcamera_source_callback_stub.h,11.599076271057129,4.9758195877075195,10.20116901397705,7.595216751098633,1.306137204170227,1.3654756546020508,5.2396955490112305,9.582987785339355,4.802012920379639,8.919833183288574,CameraDataPostProcess,11.599076271057129
distributed_camera\services\data_process\include\eventbus\dcamera_codec_event.h,6.96156120300293,3.2488555908203125,5.899492263793945,6.268149375915527,1.0669807195663452,1.1003236770629883,6.768803596496582,5.224728584289551,2.4321136474609375,4.019629001617432,CameraDataPostProcess,6.96156120300293
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\listener\dcamera_sink_data_process_listener.cpp,10.646675109863281,6.439521789550781,6.862997531890869,7.760043144226074,1.8891448974609375,1.2245891094207764,8.767986297607422,7.626192569732666,4.710780620574951,7.644481182098389,CameraDataPostProcess,10.646675109863281
distributed_camera\services\cameraservice\base\include\dcamera_event_cmd.h,4.222218036651611,1.1624969244003296,2.4664440155029297,9.716960906982422,3.369450092315674,2.7691783905029297,6.45054817199707,5.144872665405273,4.49699068069458,4.16874885559082,CameraServiceCommon,9.716960906982422
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcamerastate\dcamera_source_opened_state.cpp,6.502649784088135,1.9664405584335327,2.757169246673584,12.542197227478027,4.278659820556641,3.348419189453125,5.995532512664795,11.192317008972168,7.0969719886779785,10.495340347290039,CameraServiceCommon,12.542197227478027
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\eventbus\dcamera_photo_output_event.cpp,8.840667724609375,4.160748481750488,4.0,9.448127746582031,2.1376609802246094,2.166796922683716,10.54905891418457,8.812756538391113,4.748556137084961,4.263225078582764,DistributedCameraSinkMgr,10.54905891418457
distributed_camera\services\data_process\include\pipeline_node\multimedia_codec\encode_data_process.h,18.5802001953125,7.5626139640808105,10.315386772155762,6.960180759429932,0.08042502403259277,0.24127505719661713,7.509342670440674,9.819769859313965,5.634645938873291,6.671537399291992,CameraDataPostProcess,18.5802001953125
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\host\dcamera_host_stub.h,10.170252799987793,5.480299472808838,7.321708679199219,6.786574840545654,1.4219549894332886,1.450568437576294,7.138646125793457,9.653943061828613,7.470730304718018,9.44939136505127,CameraDataPostProcess,10.170252799987793
distributed_camera\services\cameraservice\sinkservice\src\distributedcamera\distributed_camera_sink_service.cpp,6.3233537673950195,4.771321773529053,3.4629504680633545,11.300922393798828,3.3393161296844482,3.211629629135132,6.72639274597168,10.359782218933105,13.511052131652832,6.792783737182617,VirtualCameraHdf,13.511052131652832
distributed_camera\services\data_process\include\interfaces\data_process_listener.h,12.998881340026855,6.444216251373291,10.149467468261719,6.106391906738281,0.012429174967110157,0.037287525832653046,5.870193958282471,5.274807453155518,2.2379050254821777,4.593889236450195,CameraDataPostProcess,12.998881340026855
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\doffline_stream_operator_proxy.cpp,9.960724830627441,4.890440940856934,8.099885940551758,5.616427421569824,1.7913684844970703,1.8570011854171753,7.3349080085754395,13.15742301940918,11.79092025756836,11.218977928161621,DistributedCameraSourceMgr,13.15742301940918
distributed_camera\services\data_process\src\pipeline_node\multimedia_codec\encode_data_process.cpp,28.503873825073242,14.329427719116211,18.941801071166992,9.998360633850098,4.754673480987549,2.2389371395111084,16.492252349853516,17.778188705444336,9.14598560333252,14.963509559631348,CameraDataPostProcess,28.503873825073242
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_state_factory.h,5.627420902252197,1.1636804342269897,2.6497573852539062,7.764267444610596,1.1489453315734863,1.1784155368804932,2.495821714401245,8.880558013916016,4.5130815505981445,3.268420457839966,DistributedCameraSourceMgr,8.880558013916016
