Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
celery,app,loaders/default.py,loaders,loaders,163.20,loaders,95.00,loaders,loaders,non
celery,app,utils/__init__.py,utils,utils,88.16,utils,95.00,utils,utils,non
celery,app,worker/__init__.py,worker,worker,68.60,worker,100.00,worker,worker,non
celery,app,loaders/__init__.py,loaders,loaders,171.36,loaders,100.00,loaders,loaders,non
celery,app,backends/filesystem.py,backends,backends,120.85,backends,100.00,backends,backends,non
celery,app,states.py,bin,non,12.87,worker,85.00,worker,utils,non
celery,app,_state.py,bin,fixups,119.56,non,30.00,utils,utils,non
celery,app,utils/iso8601.py,utils,utils,80.60,utils,95.00,utils,utils,non
celery,app,worker/components.py,worker,events,185.04,worker,95.00,worker,worker,non
celery,app,worker/consumer/events.py,worker,events,204.75,non,80.00,worker,events,non
celery,app,worker/consumer/agent.py,worker,worker,75.33,contrib,100.00,worker,worker,non
celery,app,app/annotations.py,non,non,6.21,non,80.00,non,non,non
celery,app,worker/request.py,worker,events,204.51,worker,95.00,worker,worker,non
celery,app,bin/result.py,bin,bin,122.28,bin,100.00,bin,bin,non
celery,app,events/dispatcher.py,events,events,164.56,non,0.00,events,events,non
celery,app,contrib/sphinx.py,contrib,contrib,122.24,contrib,100.00,contrib,contrib,non
celery,app,backends/dynamodb.py,backends,backends,90.07,backends,95.00,backends,backends,non
celery,app,worker/consumer/heart.py,worker,events,143.53,worker,95.00,worker,worker,non
celery,app,bin/control.py,bin,bin,124.90,bin,95.00,bin,bin,non
celery,app,contrib/rdb.py,contrib,contrib,92.22,contrib,95.00,contrib,contrib,non
celery,app,utils/annotations.py,utils,utils,84.20,utils,95.00,utils,utils,non
celery,app,bin/worker.py,bin,bin,181.28,bin,90.00,bin,bin,non
celery,app,utils/graph.py,utils,bin,88.73,utils,95.00,utils,utils,non
celery,app,security/utils.py,security,security,135.53,security,95.00,security,security,non
celery,app,utils/timer2.py,utils,utils,87.58,non,70.00,worker,utils,non
celery,app,bin/shell.py,bin,bin,171.28,bin,100.00,bin,bin,non
celery,app,app/events.py,non,events,116.51,events,95.00,events,events,non
celery,app,events/state.py,events,events,182.51,events,85.00,events,events,non
celery,app,contrib/testing/mocks.py,contrib,contrib,90.63,contrib,90.00,contrib,contrib,non
celery,app,backends/database/session.py,backends,backends,85.41,utils,85.00,backends,backends,non
celery,app,backends/asynchronous.py,backends,events,217.06,non,80.00,concurrency,backends,non
celery,app,__init__.py,bin,concurrency,138.76,concurrency,90.00,concurrency,non,non
celery,app,apps/beat.py,non,worker,75.72,bin,100.00,bin,bin,non
celery,app,bootsteps.py,bin,worker,94.12,non,80.00,worker,worker,non
celery,app,backends/gcs.py,backends,backends,140.40,backends,95.00,backends,backends,non
celery,app,concurrency/eventlet.py,concurrency,concurrency,122.68,concurrency,95.00,concurrency,concurrency,non
celery,app,backends/mongodb.py,backends,backends,135.87,backends,100.00,backends,backends,non
celery,app,schedules.py,bin,events,150.14,worker,95.00,non,utils,non
celery,app,utils/serialization.py,utils,utils,92.76,utils,90.00,utils,utils,non
celery,app,utils/static/__init__.py,utils,utils,91.69,non,5.00,utils,utils,non
celery,app,bin/call.py,bin,bin,114.69,bin,100.00,bin,bin,non
celery,app,app/control.py,non,events,105.72,worker,100.00,worker,worker,non
celery,app,bin/migrate.py,bin,bin,129.59,bin,95.00,bin,bin,non
celery,app,app/defaults.py,non,events,140.93,loaders,90.00,utils,loaders,non
celery,app,worker/autoscale.py,worker,concurrency,135.49,worker,95.00,worker,worker,non
celery,app,bin/__init__.py,bin,bin,99.44,non,0.00,non,bin,non
celery,app,events/dumper.py,events,events,166.17,events,95.00,events,events,non
celery,app,utils/imports.py,utils,utils,104.40,non,70.00,utils,utils,non
celery,app,backends/azureblockblob.py,backends,backends,106.66,backends,100.00,backends,backends,non
celery,app,bin/list.py,bin,bin,118.36,bin,95.00,bin,bin,non
celery,app,utils/debug.py,utils,utils,114.72,utils,95.00,utils,utils,non
celery,app,app/utils.py,non,events,98.48,utils,95.00,utils,utils,non
celery,app,backends/database/__init__.py,backends,backends,136.49,backends,100.00,backends,backends,non
celery,app,utils/deprecated.py,utils,utils,89.09,utils,95.00,utils,utils,non
celery,app,bin/beat.py,bin,bin,145.12,bin,95.00,bin,bin,non
celery,app,backends/couchdb.py,backends,backends,91.28,backends,100.00,backends,backends,non
celery,app,utils/functional.py,utils,utils,85.32,utils,100.00,utils,utils,non
celery,app,bin/logtool.py,bin,bin,123.40,bin,95.00,bin,bin,non
celery,app,contrib/migrate.py,contrib,worker,83.61,contrib,95.00,contrib,contrib,non
celery,app,canvas.py,bin,loaders,69.52,non,5.00,utils,non,non
celery,app,contrib/pytest.py,contrib,worker,113.50,contrib,95.00,contrib,contrib,non
celery,app,worker/consumer/control.py,worker,worker,86.21,worker,100.00,worker,worker,non
celery,app,concurrency/asynpool.py,concurrency,events,145.24,concurrency,85.00,concurrency,concurrency,non
celery,app,concurrency/thread.py,concurrency,concurrency,123.14,concurrency,90.00,concurrency,concurrency,non
celery,app,backends/database/models.py,backends,backends,97.09,backends,95.00,backends,backends,non
celery,app,utils/abstract.py,utils,utils,86.59,worker,85.00,non,utils,non
celery,app,utils/collections.py,utils,bin,104.52,utils,95.00,utils,utils,non
celery,app,utils/threads.py,utils,utils,87.11,utils,85.00,utils,utils,non
celery,app,fixups/__init__.py,fixups,fixups,141.26,fixups,100.00,fixups,fixups,non
celery,app,contrib/django/__init__.py,contrib,contrib,103.01,non,0.00,non,contrib,non
celery,app,backends/rpc.py,backends,backends,150.78,backends,95.00,backends,backends,non
celery,app,backends/arangodb.py,backends,backends,134.05,backends,100.00,backends,backends,non
