Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
celery,app,loaders/default.py,non-None,non-None,163.2,non-None,95.0,non-None,non-None,non
celery,app,utils/__init__.py,non-None,non-None,88.16,non-None,95.0,non-None,non-None,non
celery,app,worker/__init__.py,non-None,non-None,68.6,non-None,100.0,non-None,non-None,non
celery,app,loaders/__init__.py,non-None,non-None,171.36,non-None,100.0,non-None,non-None,non
celery,app,backends/filesystem.py,non-None,non-None,120.85,non-None,100.0,non-None,non-None,non
celery,app,states.py,non-None,non,12.87,non-None,85.0,non-None,non-None,non
celery,app,_state.py,non-None,non-None,119.56,non,30.0,non-None,non-None,non
celery,app,utils/iso8601.py,non-None,non-None,80.6,non-None,95.0,non-None,non-None,non
celery,app,worker/components.py,non-None,non-None,185.04,non-None,95.0,non-None,non-None,non
celery,app,worker/consumer/events.py,non-None,non-None,204.75,non,80.0,non-None,non-None,non
celery,app,worker/consumer/agent.py,non-None,non-None,75.33,non-None,100.0,non-None,non-None,non
celery,app,app/annotations.py,non,non,6.21,non,80.0,non,non,non
celery,app,worker/request.py,non-None,non-None,204.51,non-None,95.0,non-None,non-None,non
celery,app,bin/result.py,non-None,non-None,122.28,non-None,100.0,non-None,non-None,non
celery,app,events/dispatcher.py,non-None,non-None,164.56,non,0.0,non-None,non-None,non
celery,app,contrib/sphinx.py,non-None,non-None,122.24,non-None,100.0,non-None,non-None,non
celery,app,backends/dynamodb.py,non-None,non-None,90.07,non-None,95.0,non-None,non-None,non
celery,app,worker/consumer/heart.py,non-None,non-None,143.53,non-None,95.0,non-None,non-None,non
celery,app,bin/control.py,non-None,non-None,124.9,non-None,95.0,non-None,non-None,non
celery,app,contrib/rdb.py,non-None,non-None,92.22,non-None,95.0,non-None,non-None,non
celery,app,utils/annotations.py,non-None,non-None,84.2,non-None,95.0,non-None,non-None,non
celery,app,bin/worker.py,non-None,non-None,181.28,non-None,90.0,non-None,non-None,non
celery,app,utils/graph.py,non-None,non-None,88.73,non-None,95.0,non-None,non-None,non
celery,app,security/utils.py,non-None,non-None,135.53,non-None,95.0,non-None,non-None,non
celery,app,utils/timer2.py,non-None,non-None,87.58,non,70.0,non-None,non-None,non
celery,app,bin/shell.py,non-None,non-None,171.28,non-None,100.0,non-None,non-None,non
celery,app,app/events.py,non,non-None,116.51,non-None,95.0,non-None,non-None,non
celery,app,events/state.py,non-None,non-None,182.51,non-None,85.0,non-None,non-None,non
celery,app,contrib/testing/mocks.py,non-None,non-None,90.63,non-None,90.0,non-None,non-None,non
celery,app,backends/database/session.py,non-None,non-None,85.41,non-None,85.0,non-None,non-None,non
celery,app,backends/asynchronous.py,non-None,non-None,217.06,non,80.0,non-None,non-None,non
celery,app,__init__.py,non-None,non-None,138.76,non-None,90.0,non-None,non,non
celery,app,apps/beat.py,non,non-None,75.72,non-None,100.0,non-None,non-None,non
celery,app,bootsteps.py,non-None,non-None,94.12,non,80.0,non-None,non-None,non
celery,app,backends/gcs.py,non-None,non-None,140.4,non-None,95.0,non-None,non-None,non
celery,app,concurrency/eventlet.py,non-None,non-None,122.68,non-None,95.0,non-None,non-None,non
celery,app,backends/mongodb.py,non-None,non-None,135.87,non-None,100.0,non-None,non-None,non
celery,app,schedules.py,non-None,non-None,150.14,non-None,95.0,non,non-None,non
celery,app,utils/serialization.py,non-None,non-None,92.76,non-None,90.0,non-None,non-None,non
celery,app,utils/static/__init__.py,non-None,non-None,91.69,non,5.0,non-None,non-None,non
celery,app,bin/call.py,non-None,non-None,114.69,non-None,100.0,non-None,non-None,non
celery,app,app/control.py,non,non-None,105.72,non-None,100.0,non-None,non-None,non
celery,app,bin/migrate.py,non-None,non-None,129.59,non-None,95.0,non-None,non-None,non
celery,app,app/defaults.py,non,non-None,140.93,non-None,90.0,non-None,non-None,non
celery,app,worker/autoscale.py,non-None,non-None,135.49,non-None,95.0,non-None,non-None,non
celery,app,bin/__init__.py,non-None,non-None,99.44,non,0.0,non,non-None,non
celery,app,events/dumper.py,non-None,non-None,166.17,non-None,95.0,non-None,non-None,non
celery,app,utils/imports.py,non-None,non-None,104.4,non,70.0,non-None,non-None,non
celery,app,backends/azureblockblob.py,non-None,non-None,106.66,non-None,100.0,non-None,non-None,non
celery,app,bin/list.py,non-None,non-None,118.36,non-None,95.0,non-None,non-None,non
celery,app,utils/debug.py,non-None,non-None,114.72,non-None,95.0,non-None,non-None,non
celery,app,app/utils.py,non,non-None,98.48,non-None,95.0,non-None,non-None,non
celery,app,backends/database/__init__.py,non-None,non-None,136.49,non-None,100.0,non-None,non-None,non
celery,app,utils/deprecated.py,non-None,non-None,89.09,non-None,95.0,non-None,non-None,non
celery,app,bin/beat.py,non-None,non-None,145.12,non-None,95.0,non-None,non-None,non
celery,app,backends/couchdb.py,non-None,non-None,91.28,non-None,100.0,non-None,non-None,non
celery,app,utils/functional.py,non-None,non-None,85.32,non-None,100.0,non-None,non-None,non
celery,app,bin/logtool.py,non-None,non-None,123.4,non-None,95.0,non-None,non-None,non
celery,app,contrib/migrate.py,non-None,non-None,83.61,non-None,95.0,non-None,non-None,non
celery,app,canvas.py,non-None,non-None,69.52,non,5.0,non-None,non,non
celery,app,contrib/pytest.py,non-None,non-None,113.5,non-None,95.0,non-None,non-None,non
celery,app,worker/consumer/control.py,non-None,non-None,86.21,non-None,100.0,non-None,non-None,non
