file_path,cli,client,resources,server,tools,utilities,best_module,best_likelihood
fastmcp\fastmcp_slim\fastmcp\utilities\mcp_server_config\v1\sources\filesystem.py,35.39350128173828,21.42241096496582,60.27198028564453,69.62605285644531,21.4132137298584,113.66876983642578,utilities,113.66876983642578
fastmcp\tests\deprecated\test_elicitation.py,67.69652557373047,70.53519439697266,11.748963356018066,4.262580871582031,35.12981414794922,13.051270484924316,client,70.53519439697266
fastmcp\tests\server\tasks\test_resource_task_meta_parameter.py,72.13737487792969,69.2806625366211,66.07227325439453,59.19888687133789,36.22622299194336,30.564193725585938,cli,72.13737487792969
fastmcp\fastmcp_slim\fastmcp\utilities\mcp_server_config\v1\mcp_server_config.py,125.36614990234375,38.325008392333984,36.5647087097168,75.3932876586914,22.783143997192383,125.5126953125,utilities,125.5126953125
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\supabase.py,71.92130279541016,73.6623764038086,55.43278121948242,71.61190032958984,8.424837112426758,42.50266647338867,client,73.6623764038086
fastmcp\fastmcp_slim\fastmcp\_install_hints.py,101.92958068847656,68.22840118408203,2.562009572982788,58.15584182739258,2.909723997116089,23.311777114868164,cli,101.92958068847656
fastmcp\examples\testing_demo\server.py,15.3953275680542,21.378198623657227,45.93579864501953,59.736968994140625,33.680599212646484,16.846376419067383,server,59.736968994140625
fastmcp\fastmcp_slim\fastmcp\server\transforms\visibility.py,75.1875,14.839456558227539,141.82711791992188,67.59619903564453,119.0096664428711,47.400123596191406,resources,141.82711791992188
fastmcp\examples\desktop.py,9.781805992126465,10.167545318603516,47.28310775756836,5.739769458770752,30.74404525756836,7.84272575378418,resources,47.28310775756836
fastmcp\tests\cli\test_mcp_server_config_integration.py,132.41152954101562,77.80223846435547,76.59552001953125,67.82105255126953,38.51210403442383,39.576934814453125,cli,132.41152954101562
fastmcp\tests\server\middleware\test_rate_limiting.py,79.78445434570312,78.9182357788086,15.147528648376465,68.95042419433594,44.66941452026367,17.016386032104492,cli,79.78445434570312
fastmcp\tests\tools\tool_transform\test_args.py,77.86629486083984,79.68103790283203,26.596298217773438,13.299392700195312,161.24415588378906,34.357234954833984,tools,161.24415588378906
fastmcp\tests\server\test_dependencies_advanced.py,79.12088012695312,76.09852600097656,68.04000854492188,61.89103317260742,116.79312133789062,30.394187927246094,tools,116.79312133789062
fastmcp\examples\diagnostics\client_with_tracing.py,77.06815338134766,73.29009246826172,146.2700958251953,66.49237823486328,111.00271606445312,32.43624496459961,resources,146.2700958251953
fastmcp\fastmcp_slim\fastmcp\server\providers\filesystem_discovery.py,46.55277633666992,18.15251350402832,86.42696380615234,66.69403839111328,66.33624267578125,49.42470932006836,resources,86.42696380615234
fastmcp\examples\atproto_mcp\demo.py,111.19766235351562,92.51824188232422,133.01890563964844,70.44681549072266,112.62957000732422,47.857078552246094,resources,133.01890563964844
fastmcp\fastmcp_slim\fastmcp\cli\cli.py,149.570556640625,105.38119506835938,120.12572479248047,95.18104553222656,113.69344329833984,76.70465850830078,cli,149.570556640625
fastmcp\tests\server\test_logging.py,22.644779205322266,10.742188453674316,9.861104965209961,71.59115600585938,10.92781925201416,15.043108940124512,server,71.59115600585938
fastmcp\tests\client\client\test_mode_negotiation.py,63.852622985839844,87.25497436523438,17.086326599121094,64.45710754394531,39.769927978515625,23.80261993408203,client,87.25497436523438
fastmcp\fastmcp_slim\fastmcp\cli\install\claude_code.py,127.92680358886719,20.9630184173584,25.94597053527832,72.49400329589844,40.71644973754883,26.332563400268555,cli,127.92680358886719
fastmcp\tests\tools\tool\test_output_schema.py,20.437646865844727,32.7322998046875,28.76473617553711,9.589037895202637,101.95584869384766,29.68031883239746,tools,101.95584869384766
fastmcp\examples\skills\server.py,8.799388885498047,11.154227256774902,10.555864334106445,58.975399017333984,21.272201538085938,11.185403823852539,server,58.975399017333984
fastmcp\tests\server\test_context.py,78.77558898925781,141.3894500732422,38.79340744018555,66.8811264038086,46.13794708251953,29.042085647583008,client,141.3894500732422
fastmcp\tests\client\telemetry\__init__.py,39.325008392333984,57.98096466064453,0.6049631237983704,0.7960411310195923,0.4973069131374359,5.121048450469971,client,57.98096466064453
fastmcp\docs\apps\demos\hitchhikers.py,105.05095672607422,29.195446014404297,44.58154296875,25.785545349121094,54.4299201965332,34.53746795654297,cli,105.05095672607422
fastmcp\fastmcp_slim\fastmcp\server\auth\handlers\authorize.py,67.93336486816406,101.65211486816406,26.657630920410156,69.76299285888672,41.369476318359375,34.22124481201172,client,101.65211486816406
fastmcp\tests\utilities\json_schema_type\test_real_world_schemas.py,49.788692474365234,16.164400100708008,43.2891960144043,10.864728927612305,27.41337013244629,128.68060302734375,utilities,128.68060302734375
fastmcp\fastmcp_slim\fastmcp\client\__init__.py,57.21589660644531,61.5666618347168,1.7214967012405396,2.0958826541900635,0.5503910183906555,19.390941619873047,client,61.5666618347168
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\huggingface.py,82.11009216308594,79.89761352539062,66.21642303466797,58.3922119140625,24.169239044189453,26.73381805419922,cli,82.11009216308594
fastmcp\fastmcp_slim\fastmcp\client\transports\stdio.py,90.75511932373047,70.06061553955078,23.656089782714844,65.56449890136719,56.503692626953125,27.45755958557129,cli,90.75511932373047
fastmcp\examples\auth\propelauth_oauth\client.py,59.4870491027832,68.73585510253906,4.4144158363342285,59.58863830566406,106.35909271240234,13.272894859313965,tools,106.35909271240234
fastmcp\fastmcp_slim\fastmcp\utilities\versions.py,21.01740837097168,7.298683166503906,10.333755493164062,5.90721321105957,21.915220260620117,108.36809539794922,utilities,108.36809539794922
fastmcp\fastmcp_slim\fastmcp\server\providers\openapi\__init__.py,16.901033401489258,7.1121978759765625,2.969119071960449,55.630859375,2.327040672302246,19.60359764099121,server,55.630859375
fastmcp\fastmcp_slim\fastmcp\cli\install\stdio.py,105.6355209350586,17.02887535095215,18.037322998046875,69.64543914794922,40.09821319580078,26.355392456054688,cli,105.6355209350586
fastmcp\fastmcp_slim\fastmcp\utilities\openapi\json_schema_converter.py,17.369617462158203,11.078024864196777,9.667826652526855,8.269579887390137,32.83841323852539,110.49431610107422,utilities,110.49431610107422
fastmcp\tests\resources\test_file_resources.py,22.83033561706543,9.553078651428223,150.29298400878906,6.885517597198486,7.519248008728027,15.308314323425293,resources,150.29298400878906
fastmcp\fastmcp_slim\fastmcp\server\auth\oauth_proxy\__init__.py,16.003334045410156,2.8459055423736572,0.9381401538848877,54.73997116088867,1.3296805620193481,4.400632381439209,server,54.73997116088867
fastmcp\tests\server\telemetry\test_provider_tracing.py,25.35457420349121,7.679980278015137,55.84632110595703,59.733497619628906,97.74014282226562,22.019386291503906,tools,97.74014282226562
fastmcp\tests\utilities\openapi\test_circular_references.py,21.622163772583008,25.26346778869629,9.548169136047363,61.820621490478516,110.08756256103516,120.14672088623047,utilities,120.14672088623047
fastmcp\tests\server\providers\local_provider_tools\__init__.py,4.769456386566162,4.036042213439941,4.119193077087402,54.549198150634766,71.58528137207031,14.960641860961914,tools,71.58528137207031
fastmcp\tests\server\http\test_http_auth_middleware.py,64.57369995117188,84.67926025390625,48.37253189086914,64.12213134765625,8.912110328674316,36.61205291748047,client,84.67926025390625
fastmcp\tests\server\providers\local_provider_tools\test_parameters.py,25.919986724853516,19.64664649963379,26.71587562561035,60.92903137207031,116.7813949584961,25.377334594726562,tools,116.7813949584961
fastmcp\tests\server\http\test_http_middleware.py,56.92875289916992,67.11827087402344,14.651150703430176,58.54591751098633,4.049261093139648,10.923213958740234,client,67.11827087402344
fastmcp\fastmcp_slim\fastmcp\server\providers\aggregate.py,38.136714935302734,15.30148983001709,137.77784729003906,63.34404754638672,103.48056030273438,41.624874114990234,resources,137.77784729003906
fastmcp\tests\utilities\test_components.py,23.83335304260254,19.03887939453125,73.21289825439453,70.4090805053711,51.51540756225586,101.99828338623047,utilities,101.99828338623047
fastmcp\examples\atproto_mcp\src\atproto_mcp\_atproto\_client.py,39.23819351196289,65.74455261230469,0.378133624792099,2.6960558891296387,3.974912405014038,6.686871528625488,client,65.74455261230469
fastmcp\fastmcp_slim\fastmcp\server\auth\oauth_proxy\proxy.py,94.44123840332031,117.02346801757812,79.76959228515625,71.01600646972656,56.479042053222656,57.348873138427734,client,117.02346801757812
fastmcp\fastmcp_slim\fastmcp\server\auth\oauth_proxy\models.py,79.66346740722656,70.87016296386719,57.542991638183594,59.84514617919922,22.192781448364258,23.518171310424805,cli,79.66346740722656
fastmcp\tests\cli\test_cimd_cli.py,116.65345764160156,73.21754455566406,31.628210067749023,8.907608985900879,9.675972938537598,25.51079750061035,cli,116.65345764160156
fastmcp\fastmcp_slim\fastmcp\client\sampling\handlers\anthropic.py,86.32704162597656,77.03543853759766,24.83189582824707,14.265120506286621,119.62763977050781,37.621952056884766,tools,119.62763977050781
fastmcp\tests\server\tasks\test_task_protocol.py,61.96048355102539,78.77408599853516,7.472864151000977,61.159156799316406,41.611602783203125,17.03990936279297,client,78.77408599853516
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\oci.py,79.87127685546875,72.73027038574219,54.8151969909668,57.01655960083008,23.0496768951416,25.405488967895508,cli,79.87127685546875
fastmcp\tests\utilities\test_tests.py,19.881397247314453,9.961174964904785,6.057908535003662,4.97650146484375,4.73899507522583,98.95873260498047,utilities,98.95873260498047
fastmcp\fastmcp_slim\fastmcp\server\auth\auth.py,68.25230407714844,83.63846588134766,106.99100494384766,85.02127838134766,31.110843658447266,46.248104095458984,resources,106.99100494384766
fastmcp\examples\versioning\version_filters.py,72.38373565673828,72.89079284667969,16.90781593322754,61.07103729248047,105.06846618652344,23.3507080078125,tools,105.06846618652344
fastmcp\examples\apps\choice\choice_server.py,7.556613922119141,10.693730354309082,2.42376971244812,55.92705535888672,5.501299858093262,9.596723556518555,server,55.92705535888672
fastmcp\tests\server\tasks\test_task_resources.py,58.029422760009766,74.509033203125,144.6871795654297,69.16271209716797,13.049773216247559,38.62176513671875,resources,144.6871795654297
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\google.py,90.89529418945312,77.18756103515625,67.35501098632812,59.08234786987305,23.613868713378906,30.11229133605957,cli,90.89529418945312
fastmcp\tests\cli\test_cli.py,130.01791381835938,19.369787216186523,45.31086730957031,68.56521606445312,77.4472427368164,30.897266387939453,cli,130.01791381835938
fastmcp\tests\server\providers\openapi\test_comprehensive.py,94.7518539428711,102.07925415039062,62.79619216918945,74.9081802368164,115.2957763671875,56.33515930175781,tools,115.2957763671875
fastmcp\tests\fs\test_discovery.py,39.95487594604492,19.466588973999023,152.4922637939453,23.967918395996094,119.47239685058594,53.19898986816406,resources,152.4922637939453
fastmcp\examples\auth\aws_oauth\server.py,47.76997375488281,69.93080139160156,5.923290252685547,60.11504364013672,55.36626052856445,12.23318862915039,client,69.93080139160156
fastmcp\fastmcp_slim\fastmcp\apps\file_upload.py,112.63697052001953,26.562145233154297,44.85761260986328,74.76148223876953,117.00688171386719,38.711734771728516,tools,117.00688171386719
fastmcp\examples\filesystem-provider\components\resources\config.py,10.544745445251465,8.534159660339355,146.09226989746094,10.121147155761719,73.95549011230469,27.648014068603516,resources,146.09226989746094
fastmcp\fastmcp_slim\fastmcp\client\transports\memory.py,66.6319580078125,76.5727767944336,9.395979881286621,67.30790710449219,25.51803970336914,26.37075424194336,client,76.5727767944336
fastmcp\fastmcp_slim\fastmcp\server\auth\oidc_proxy.py,97.63758850097656,96.29472351074219,62.301692962646484,57.860267639160156,52.000762939453125,44.41035842895508,cli,97.63758850097656
fastmcp\tests\tools\test_tool_future_annotations.py,75.44368743896484,79.1855239868164,20.969148635864258,63.420738220214844,94.906494140625,23.831857681274414,tools,94.906494140625
fastmcp\examples\atproto_mcp\src\atproto_mcp\types.py,30.126432418823242,7.136232376098633,11.697643280029297,4.391420364379883,21.97479248046875,9.930278778076172,cli,30.126432418823242
fastmcp\tests\server\test_auth_integration.py,81.54408264160156,92.42378234863281,33.80438995361328,57.12282180786133,31.383089065551758,40.72221755981445,client,92.42378234863281
fastmcp\tests\cli\test_shared.py,82.83672332763672,2.5145492553710938,13.417786598205566,2.3205807209014893,1.0150375366210938,11.325690269470215,cli,82.83672332763672
fastmcp\tests\server\auth\test_oidc_proxy.py,92.17675018310547,79.34856414794922,22.7872371673584,60.37556838989258,19.699542999267578,33.642032623291016,cli,92.17675018310547
fastmcp\examples\apps\quiz\quiz_server.py,84.2518310546875,14.342545509338379,21.032472610473633,71.01123809814453,50.34131622314453,25.325698852539062,cli,84.2518310546875
fastmcp\tests\server\auth\test_remote_auth_provider.py,76.88790893554688,79.97528076171875,69.76720428466797,74.64937591552734,10.122840881347656,37.406314849853516,client,79.97528076171875
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\introspection.py,55.858245849609375,75.82513427734375,23.101364135742188,57.42131805419922,8.772308349609375,21.151418685913086,client,75.82513427734375
fastmcp\tests\server\test_file_server.py,39.91905212402344,14.369179725646973,145.8653564453125,66.87281036376953,104.58999633789062,24.824750900268555,resources,145.8653564453125
fastmcp\fastmcp_slim\fastmcp\client\tasks.py,96.97940063476562,77.88375854492188,28.4525089263916,12.592123031616211,56.41535568237305,26.437849044799805,cli,96.97940063476562
fastmcp\tests\deprecated\server\__init__.py,3.3083388805389404,1.5801000595092773,0.6049631237983704,52.95546340942383,1.316418170928955,3.6070733070373535,server,52.95546340942383
fastmcp\fastmcp_slim\fastmcp\utilities\http.py,15.330490112304688,1.5454916954040527,2.366053342819214,2.750105857849121,0.0,107.61849212646484,utilities,107.61849212646484
