file_path,cli,gui,model,preferences,best_module,best_likelihood
src/main/java/org/jabref/logic/bibtex/comparator/CrossRefEntryComparator.java,1.6993794997688383E-4,1.57245934009552,2.5726633071899414,0.0,model,2.5726633071899414
src/test/java/org/jabref/cli/AuxCommandLineTest.java,127.95513916015625,18.782045364379883,1.5632710456848145,3.4861507415771484,cli,127.95513916015625
src/main/java/org/jabref/logic/formatter/bibtexfields/EscapeDollarSignFormatter.java,0.602652907371521,1.5647085905075073,2.5649096965789795,0.0,model,2.5649096965789795
src/test/java/org/jabref/model/entry/AuthorTest.java,1.362715265713632E-4,2.0820088386535645,80.92598724365234,0.0,model,80.92598724365234
src/test/java/org/jabref/model/entry/field/StandardFieldTest.java,1.756641431711614E-4,2.4914743900299072,93.91294860839844,0.0,model,93.91294860839844
src/test/java/org/jabref/logic/journals/AbbreviationsTest.java,1.7081713303923607E-4,15.437067985534668,2.5756258964538574,0.0,gui,15.437067985534668
src/test/java/org/jabref/logic/crawler/CrawlerTest.java,28.66509246826172,12.911956787109375,5.352195739746094,37.886783599853516,preferences,37.886783599853516
src/main/java/org/jabref/model/openoffice/rangesort/RangeOverlap.java,0.6815395951271057,1.9214460849761963,93.00311279296875,0.0,model,93.00311279296875
src/main/java/org/jabref/model/entry/types/EntryTypeFactory.java,27.884477615356445,3.7140934467315674,85.47283172607422,0.0,model,85.47283172607422
src/main/java/org/jabref/gui/mergeentries/newmergedialog/FieldRowView.java,0.273596853017807,66.87236022949219,1.5277655124664307,0.0,gui,66.87236022949219
src/test/java/org/jabref/model/groups/WordKeywordGroupTest.java,23.65351104736328,2.0053696632385254,77.2904052734375,0.0,model,77.2904052734375
src/main/java/org/jabref/gui/fieldeditors/DateEditorViewModel.java,1.6321736620739102E-4,62.946678161621094,2.211869478225708,0.0,gui,62.946678161621094
src/test/java/org/jabref/logic/layout/format/RemoveWhitespaceTest.java,1.6539770876988769E-4,2.148474931716919,2.557363271713257,0.0,model,2.557363271713257
src/main/java/org/jabref/logic/formatter/bibtexfields/RemoveDigitsFormatter.java,0.6067605018615723,1.5685575008392334,2.5687599182128906,0.0,model,2.5687599182128906
src/main/java/org/jabref/gui/desktop/os/Linux.java,0.8506797552108765,63.23402404785156,2.8763246536254883,63.472496032714844,preferences,63.472496032714844
src/main/java/org/jabref/logic/remote/server/RemoteListenerServer.java,1.5125398931559175E-4,8.258320808410645,3.886920213699341,0.0,gui,8.258320808410645
src/main/java/org/jabref/gui/shared/ConnectToSharedDatabaseCommand.java,1.7320674669463187E-4,64.65709686279297,1.0002079010009766,0.0,gui,64.65709686279297
src/main/java/org/jabref/gui/util/OnlyIntegerFormatter.java,1.7081713303923607E-4,64.24794006347656,2.0002050399780273,0.0,gui,64.24794006347656
src/main/java/org/jabref/gui/cleanup/CleanupSingleAction.java,1.02029550075531,70.29310607910156,2.00016713142395,107.93699645996094,preferences,107.93699645996094
src/test/java/org/jabref/logic/importer/fetcher/CompositeSearchBasedFetcherTest.java,26.03767204284668,7.683371543884277,2.9697225093841553,0.5556492805480957,cli,26.03767204284668
src/main/java/org/jabref/model/database/BibDatabaseMode.java,1.7081713303923607E-4,1.898250937461853,94.75537872314453,0.0,model,94.75537872314453
