file_path,Client,Common,E2E,Storage,best_module,best_likelihood
teammates\src\e2e\java\teammates\e2e\cases\StudentHomePageE2ETest.java,0.03883583886282785,0.03149048941476004,4241.88907623291,0.01589679207120623,E2E,4241.88907623291
teammates\src\main\java\teammates\logic\external\EmptyAuthService.java,0.0,0.0,0.0,0.06022333417619977,Storage,0.06022333417619977
teammates\src\main\java\teammates\ui\webapi\DatastoreBackupAction.java,3.349863106863839,0.23678278241838727,0.09395053046090263,0.09612090247017997,Client,3.349863106863839
teammates\src\test\java\teammates\ui\webapi\UpdateNotificationActionTest.java,0.07349049023219517,0.13832454681396483,0.9926803588867188,0.09084676333836146,E2E,0.9926803588867188
teammates\src\main\java\teammates\ui\output\InstructorData.java,0.009369571719850813,0.0,0.0,0.0,Client,0.009369571719850813
teammates\src\main\java\teammates\ui\webapi\CreateNotificationAction.java,0.02857142857142857,0.0657238483428955,0.0711860179901123,0.05989811761038644,E2E,0.0711860179901123
teammates\src\main\java\teammates\logic\api\package-info.java,0.0,0.0,0.0,0.060387189047677176,Storage,0.060387189047677176
teammates\src\main\java\teammates\storage\entity\BaseEntity.java,0.11882547651018416,0.2637889317103795,0.03485276699066162,4143.384819030762,Storage,4143.384819030762
teammates\src\test\java\teammates\common\datatransfer\SessionResultsBundleTest.java,0.03821568489074707,2626.6061782836914,0.20967460359845844,0.15557516642979213,Common,2626.6061782836914
teammates\src\main\java\teammates\ui\webapi\CreateCourseAction.java,0.03454127311706543,0.22477425166538784,0.8368919372558594,0.05881349018641881,E2E,0.8368919372558594
teammates\src\e2e\java\teammates\e2e\cases\AdminHomePageE2ETest.java,0.12419805526733399,0.13154562541416714,3984.9029541015625,0.08072906902858189,E2E,3984.9029541015625
teammates\src\test\java\teammates\ui\webapi\GetFeedbackQuestionRecipientsActionTest.java,0.05690585545131138,0.22753572463989258,0.2231649126325335,0.12108470371791295,Common,0.22753572463989258
teammates\src\main\java\teammates\common\datatransfer\FeedbackQuestionRecipient.java,0.02857142857142857,3237.494125366211,0.013076817989349366,0.05714285714285714,Common,3237.494125366211
teammates\src\main\java\teammates\common\util\package-info.java,0.0,3147.1694946289062,0.0,0.0,Common,3147.1694946289062
teammates\src\main\java\teammates\common\datatransfer\QueryLogsResults.java,0.02857142857142857,3187.775230407715,0.012410005501338413,0.05714285714285714,Common,3187.775230407715
teammates\src\e2e\java\teammates\e2e\pageobjects\AdminSessionsPage.java,0.12813874653407506,0.1624345506940569,3814.1123962402344,0.10484170232500349,E2E,3814.1123962402344
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorCourseJoinConfirmationPageAxeTest.java,0.06985509736197336,0.03246703488486154,4342.448654174805,0.008816632202693395,E2E,4342.448654174805
teammates\src\test\java\teammates\logic\api\LogicExtension.java,0.0,0.0,0.0878591673714774,0.058834293910435265,E2E,0.0878591673714774
teammates\src\main\java\teammates\common\datatransfer\ErrorLogEntry.java,0.07165099552699498,3139.7241973876953,0.11245243208748953,0.1344433103288923,Common,3139.7241973876953
teammates\src\main\java\teammates\logic\external\MailjetService.java,1.0,0.0,0.17805241176060269,0.0568192720413208,Client,1.0
teammates\src\main\java\teammates\common\util\TimeHelper.java,0.05968596594674247,2998.0440521240234,0.02510336467197963,0.08430149895804269,Common,2998.0440521240234
teammates\src\main\java\teammates\ui\webapi\DeleteStudentAction.java,0.0,0.03253188473837716,0.0,0.05936693464006696,Storage,0.05936693464006696
teammates\src\main\java\teammates\ui\webapi\ActionFactory.java,0.13019958223615374,0.13136989048549108,0.2717881338936942,0.12184546334402901,E2E,0.2717881338936942
teammates\src\lnp\java\teammates\lnp\util\JMeterElements.java,0.10432759012494769,0.2133507456098284,0.14674318858555385,0.21287412643432618,Common,0.2133507456098284
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorCoursesPageAxeTest.java,0.04131572587149484,0.033240137781415664,4345.485572814941,0.017102161475590297,E2E,4345.485572814941
teammates\src\lnp\java\teammates\lnp\cases\InstructorStudentCascadingUpdateLNPTest.java,0.09126628467014858,0.9439183916364398,0.6293456486293247,0.06423393658229283,Common,0.9439183916364398
teammates\src\test\java\teammates\ui\webapi\DeleteFeedbackQuestionActionTest.java,0.021627896172659738,0.05660454205104283,0.514184079851423,0.06620967728751047,E2E,0.514184079851423
teammates\src\client\java\teammates\client\util\ClientProperties.java,4729.440155029297,0.0,0.14662212644304548,0.01682750838143485,Client,4729.440155029297
teammates\src\main\java\teammates\common\datatransfer\questions\FeedbackRankOptionsResponseDetails.java,0.02857142857142857,3129.7891235351562,0.07685042790004186,0.05714285714285714,Common,3129.7891235351562
teammates\src\main\java\teammates\common\datatransfer\questions\FeedbackConstantSumResponseDetails.java,0.02857142857142857,3163.0181884765625,0.07839061873299735,0.05714285714285714,Common,3163.0181884765625
teammates\src\test\java\teammates\ui\webapi\ResetAccountActionTest.java,0.023653820582798548,0.017728212901524137,0.6481244223458427,0.06547869954790388,E2E,0.6481244223458427
teammates\src\test\java\teammates\ui\webapi\AccountRequestSearchIndexingWorkerActionTest.java,0.016383862495422362,0.028347751072474888,0.11505350385393415,0.06443406513759069,E2E,0.11505350385393415
teammates\src\main\java\teammates\storage\api\FeedbackResponseCommentsDb.java,0.04714744091033936,1.073952157156808,0.40016419546944754,3255.166358947754,Storage,3255.166358947754
teammates\src\e2e\java\teammates\e2e\util\TestProperties.java,0.26463794708251953,0.24128199986049106,4277.261848449707,0.2560055596487863,E2E,4277.261848449707
teammates\src\main\java\teammates\common\exception\SearchServiceException.java,0.0,3148.932418823242,0.035658104079110284,0.0,Common,3148.932418823242
teammates\src\client\java\teammates\client\scripts\DataMigrationForSanitizedDataInInstructorAttributes.java,4636.630554199219,0.09985062735421317,0.08941538674490793,0.05714285714285714,Client,4636.630554199219
teammates\src\main\java\teammates\ui\request\FeedbackSessionRespondentRemindRequest.java,0.0,0.03157357147761754,0.011391615016119822,0.0,Common,0.03157357147761754
teammates\src\main\java\teammates\common\util\HttpRequest.java,0.0,3255.1535415649414,0.06449903079441616,0.0,Common,3255.1535415649414
teammates\src\e2e\java\teammates\e2e\cases\InstructorSessionIndividualExtensionPageE2ETest.java,0.12990902491978237,0.1897759028843471,3204.782829284668,0.15877463476998466,E2E,3204.782829284668
teammates\src\main\java\teammates\logic\api\RecaptchaVerifier.java,0.0,0.0,0.011306965351104736,0.059836905343191964,Storage,0.059836905343191964
teammates\src\test\java\teammates\ui\webapi\QueryLogsActionTest.java,0.025108056409018382,0.06659160341535296,0.7482679639543806,0.028526127338409424,E2E,0.7482679639543806
teammates\src\test\java\teammates\test\MockFilterChain.java,0.0,0.0,0.09016743387494769,0.0,E2E,0.09016743387494769
teammates\src\main\java\teammates\ui\webapi\SendLoginEmailAction.java,0.008641631262642996,0.016734113012041363,0.5623638698032924,0.0626122202192034,E2E,0.5623638698032924
teammates\src\client\java\teammates\client\scripts\DataMigrationForSanitizedDataInStudentAttributes.java,4489.765243530273,0.10280489240373884,0.08356102534702846,0.05714285714285714,Client,4489.765243530273
teammates\src\main\java\teammates\ui\webapi\GetFeedbackSessionSubmittedGiverSetAction.java,0.0,0.0,0.0,0.05695781026567732,Storage,0.05695781026567732
teammates\src\test\java\teammates\common\datatransfer\attributes\FeedbackResponseCommentAttributesTest.java,0.07159125464303152,3139.968795776367,0.16488226481846402,0.05714285714285714,Common,3139.968795776367
teammates\src\test\java\teammates\logic\api\MockRecaptchaVerifier.java,0.0,0.0,0.07997877938406808,0.05821749823434012,E2E,0.07997877938406808
teammates\src\main\java\teammates\common\exception\InstructorUpdateException.java,0.0,3188.2919311523438,0.0,0.0,Common,3188.2919311523438
teammates\src\main\java\teammates\main\Application.java,0.13737457820347376,0.19604221071515765,0.047554881232125416,0.010446751117706298,Common,0.19604221071515765
teammates\src\test\java\teammates\logic\api\EmailGeneratorTest.java,0.11373413630894252,0.19713741030011858,0.6748721531459263,0.12308416366577149,E2E,0.6748721531459263
teammates\src\main\java\teammates\common\datatransfer\questions\FeedbackRankQuestionDetails.java,0.02857142857142857,3151.808853149414,0.0,0.05714285714285714,Common,3151.808853149414
teammates\src\e2e\java\teammates\e2e\pageobjects\Browser.java,0.28500510624476844,0.38171190534319194,4155.197906494141,0.11679127556937081,E2E,4155.197906494141
