file_path,BBB web,FSESL,FreeSWITCH,Presentation Conversion,Redis DB,Redis PubSub,best_module,best_likelihood
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java,0.00,95.00,20.00,0.00,0.00,5.00,FSESL,95.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/XMLResponseConferenceListParser.java,0.00,20.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMember.java,10.00,80.00,30.00,0.00,5.00,15.00,FSESL,80.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/BroadcastConferenceCommand.java,5.00,80.00,30.00,0.00,0.00,10.00,FSESL,80.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/EjectAllUsersCommand.java,0.00,30.00,90.00,0.00,0.00,10.00,FreeSWITCH,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetUsersStatusCommand.java,5.00,90.00,10.00,0.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/CheckFreeswitchStatusCommand.java,5.00,95.00,30.00,0.00,0.00,10.00,FSESL,95.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/TransferUserToMeetingCommand.java,5.00,85.00,75.00,0.00,0.00,10.00,FSESL,85.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/HoldUserCommand.java,0.00,20.00,80.00,0.00,0.00,0.00,FreeSWITCH,80.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/DeafUserCommand.java,5.00,90.00,80.00,0.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetAllUsersCommand.java,0.00,90.00,20.00,0.00,0.00,0.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/RecordConferenceCommand.java,5.00,95.00,20.00,0.00,0.00,10.00,FSESL,95.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/PlaySoundCommand.java,5.00,40.00,90.00,0.00,0.00,5.00,FreeSWITCH,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/MuteUserCommand.java,0.00,0.00,0.00,0.00,0.00,0.00,BBB web,0.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/FreeswitchCommand.java,5.00,80.00,90.00,0.00,0.00,10.00,FreeSWITCH,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/StopSoundCommand.java,5.00,90.00,30.00,0.00,0.00,15.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ConferenceCheckRecordCommand.java,0.00,90.00,70.00,0.00,0.00,10.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/DelayedCommand.java,0.00,40.00,55.00,0.00,0.00,5.00,FreeSWITCH,55.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ForceEjectUserCommand.java,5.00,90.00,20.00,0.00,5.00,10.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/CheckIfConfIsRunningCommand.java,5.00,80.00,70.00,0.00,0.00,20.00,FSESL,80.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/EjectUserCommand.java,5.00,90.00,30.00,0.00,0.00,10.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/DelayedCommandSenderService.java,5.00,85.00,95.00,0.00,0.00,10.00,FreeSWITCH,95.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/IDelayedCommandListener.java,5.00,30.00,90.00,0.00,0.00,5.00,FreeSWITCH,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/FreeswitchApplication.java,5.00,40.00,90.00,0.00,0.00,5.00,FreeSWITCH,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ConnectionManager.java,0.00,40.00,90.00,0.00,0.00,5.00,FreeSWITCH,90.00
