file_path,Apps,Presentation Conversion,Redis DB,Redis PubSub,best_module,best_likelihood
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupPipelineFactory.java,5.1822285652160645,1.0100500583648682,0.0,0.0,Apps,5.1822285652160645
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\MeetingEndedConstraint.java,23.134305953979492,9.060603141784668,9.276853561401367,14.11835765838623,Apps,23.134305953979492
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\Enter.java,19.67886734008789,8.230682373046875,4.023321151733398,4.443910598754883,Apps,19.67886734008789
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DelayedCommand.java,6.972836971282959,1.3995991945266724,0.3907333016395569,1.457760214805603,Apps,6.972836971282959
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\commands\ConferenceCommandResult.java,4.4005279541015625,1.0093040466308594,4.355208873748779,5.828766822814941,Redis PubSub,5.828766822814941
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\list\NotEmptyList.java,15.629136085510254,7.805054664611816,4.1716156005859375,7.323349952697754,Apps,15.629136085510254
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\RecordChapterBreak.java,19.062602996826172,3.6795425415039062,4.856406211853027,12.092875480651855,Apps,19.062602996826172
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingStarted.java,19.19922637939453,3.6871116161346436,4.890430450439453,12.18533992767334,Apps,19.19922637939453
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\MeetingInfo.java,19.90762710571289,8.18073844909668,4.397458553314209,4.800603866577148,Apps,19.90762710571289
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\service\ServiceUtils.java,30.929332733154297,11.527056694030762,5.235823631286621,10.246232032775879,Apps,30.929332733154297
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\IStorageService.java,14.950112342834473,5.65517520904541,2.8114013671875,6.333783149719238,Apps,14.950112342834473
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\FreeswitchApplication.java,18.205951690673828,4.067388534545898,6.950326919555664,11.97999095916748,Apps,18.205951690673828
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectAllUsersCommand.java,6.77673864364624,1.191865086555481,0.0,1.0713444948196411,Apps,6.77673864364624
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\MuteUserCommand.java,10.941885948181152,1.787320613861084,0.0,1.0691183805465698,Apps,10.941885948181152
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\ConfRecording.java,9.211606979370117,1.0099612474441528,7.945609092712402,4.264123916625977,Apps,9.211606979370117
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\UnknownConferenceEvent.java,9.268803596496582,1.0101404190063477,5.988899230957031,4.288964748382568,Apps,9.268803596496582
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\EndMeeting.java,19.0007381439209,7.863887786865234,4.2696943283081055,4.717197418212891,Apps,19.0007381439209
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundPipelineFactory.java,5.0202250480651855,1.0090796947479248,0.0,5.489985466003418,Redis PubSub,5.489985466003418
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\StopSoundCommand.java,10.860833168029785,1.9714421033859253,0.75275719165802,1.0698448419570923,Apps,10.860833168029785
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\Util.java,19.685657501220703,89.83941650390625,5.352514743804932,7.42069673538208,Presentation Conversion,89.83941650390625
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingDestroyed.java,19.19922637939453,3.6871116161346436,4.890430450439453,12.18533992767334,Apps,19.19922637939453
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\PostChecksumValidator.java,21.449357986450195,9.557109832763672,9.600619316101074,7.90579080581665,Apps,21.449357986450195
bigbluebutton\bbb-recording-imex\src\test\java\org\bigbluebutton\RecordingImportHandlerTest.java,6.458633899688721,11.914778709411621,15.43835163116455,3.9312264919281006,Redis DB,15.43835163116455
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\LearningDashboard.java,18.928974151611328,3.67214035987854,4.823303699493408,12.003003120422363,Apps,18.928974151611328
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\UserCleanupTimerTask.java,18.68793487548828,7.429928302764893,2.6418890953063965,7.477936267852783,Apps,18.68793487548828
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\FreeswitchHeartbeatEvent.java,10.238791465759277,1.2296282052993774,5.924314498901367,4.251904487609863,Apps,10.238791465759277
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\UserLeftVoice.java,21.205533981323242,3.6795425415039062,4.856406211853027,12.092875480651855,Apps,21.205533981323242
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\MessagingService.java,16.76167106628418,3.897430896759033,1.7583526372909546,2.8300821781158447,Apps,16.76167106628418
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\UploadFileTooLargeMessage.java,12.968908309936523,91.14208984375,3.853654146194458,11.5726318359375,Presentation Conversion,91.14208984375
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\PlaySoundCommand.java,10.9617280960083,1.8505245447158813,0.0,1.0691183805465698,Apps,10.9617280960083
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\MimeTypeUtils.java,20.241605758666992,101.59158325195312,3.647455930709839,5.392941951751709,Presentation Conversion,101.59158325195312
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\DocumentConversionServiceImp.java,16.975324630737305,223.45262145996094,12.491937637329102,20.19091033935547,Presentation Conversion,223.45262145996094
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DeafUserCommand.java,10.941885948181152,1.787320613861084,0.0,1.0691183805465698,Apps,10.941885948181152
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\Office2PdfPageConverter.java,18.621694564819336,252.00552368164062,15.503010749816895,20.991527557373047,Presentation Conversion,252.00552368164062
bigbluebutton\akka-bbb-apps\src\main\scala\org\bigbluebutton\core\util\jhotdraw\BezierPath.java,58.89689636230469,12.04342269897461,5.289496898651123,4.276139259338379,Apps,58.89689636230469
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\SupportedDocumentFilter.java,13.978022575378418,139.64100646972656,3.904583692550659,11.171782493591309,Presentation Conversion,139.64100646972656
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\ConnectionManager.java,13.17251968383789,4.985278129577637,6.141708850860596,7.789044380187988,Apps,13.17251968383789
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\ThumbnailCreator.java,7.9513044357299805,102.6486587524414,1.088224172592163,4.49106502532959,Presentation Conversion,102.6486587524414
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageToConvert.java,8.894376754760742,95.9607925415039,3.2044169902801514,6.2823166847229,Presentation Conversion,95.9607925415039
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\HoldUserCommand.java,10.941885948181152,1.787320613861084,0.0,1.0691183805465698,Apps,10.941885948181152
bigbluebutton\akka-bbb-apps\src\main\scala\org\bigbluebutton\core\util\jhotdraw\BezierPathIterator.java,51.830711364746094,5.038093566894531,4.727106094360352,3.9713354110717773,Apps,51.830711364746094
bigbluebutton\bbb-recording-imex\src\main\java\org\bigbluebutton\RecordingApp.java,31.361360549926758,83.57486724853516,18.936216354370117,10.61143970489502,Presentation Conversion,83.57486724853516
bigbluebutton\bbb-fsesl-client\src\test\java\org\freeswitch\esl\client\transport\message\EslFrameDecoderTest.java,28.367904663085938,11.098691940307617,51.3791389465332,13.274086952209473,Redis DB,51.3791389465332
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PdfConversionInvalid.java,12.77686595916748,90.74788665771484,3.7800803184509277,11.317898750305176,Presentation Conversion,90.74788665771484
