file_path,Client,Logic,UI,best_module,best_likelihood
teammates\src\e2e\java\teammates\e2e\cases\StudentHomePageE2ETest.java,1.2136530876159668,3.1600592136383057,1.3912930488586426,Logic,3.1600592136383057
teammates\src\main\java\teammates\logic\external\EmptyAuthService.java,0.0,74.11542510986328,2.0,Logic,74.11542510986328
teammates\src\main\java\teammates\ui\webapi\DatastoreBackupAction.java,113.41276550292969,16.750974655151367,65.04725646972656,Client,113.41276550292969
teammates\src\test\java\teammates\ui\webapi\UpdateNotificationActionTest.java,2.3377866744995117,55.70648193359375,59.02043151855469,UI,59.02043151855469
teammates\src\main\java\teammates\ui\output\InstructorData.java,0.3232300877571106,1.0004535913467407,57.81499481201172,UI,57.81499481201172
teammates\src\main\java\teammates\ui\webapi\CreateNotificationAction.java,1.0,74.80870056152344,60.10102462768555,Logic,74.80870056152344
teammates\src\main\java\teammates\logic\api\package-info.java,0.0,75.33345794677734,0.0,Logic,75.33345794677734
teammates\src\main\java\teammates\storage\entity\BaseEntity.java,4.03989839553833,4.244901180267334,5.307867050170898,UI,5.307867050170898
teammates\src\test\java\teammates\common\datatransfer\SessionResultsBundleTest.java,1.33211088180542,4.317440032958984,1.2856072187423706,Logic,4.317440032958984
teammates\src\main\java\teammates\ui\webapi\CreateCourseAction.java,1.1914430856704712,76.44792938232422,67.19708251953125,Logic,76.44792938232422
teammates\src\e2e\java\teammates\e2e\cases\AdminHomePageE2ETest.java,4.064547061920166,2.6727468967437744,2.8326823711395264,Client,4.064547061920166
teammates\src\test\java\teammates\ui\webapi\GetFeedbackQuestionRecipientsActionTest.java,1.8937768936157227,65.93448638916016,53.46934509277344,Logic,65.93448638916016
teammates\src\main\java\teammates\common\datatransfer\FeedbackQuestionRecipient.java,1.0,1.0004578828811646,1.0,Logic,1.0004578828811646
teammates\src\main\java\teammates\common\util\package-info.java,0.0,1.000515103340149,1.1394245624542236,UI,1.1394245624542236
teammates\src\main\java\teammates\common\datatransfer\QueryLogsResults.java,1.0,1.0005050897598267,1.0,Logic,1.0005050897598267
teammates\src\e2e\java\teammates\e2e\pageobjects\AdminSessionsPage.java,4.029353618621826,1.0004112720489502,2.638514518737793,Client,4.029353618621826
teammates\src\test\java\teammates\logic\api\LogicExtension.java,0.0,75.52342224121094,0.0,Logic,75.52342224121094
