file_path,dns,general,http_general,httpserver,pools,services,ssl,transport,best_module,best_likelihood
proxygen\proxygen\lib\http\coro\test\HttpWtUpstreamTests.cpp,1.0003844499588013,7.626243591308594,50.235382080078125,6.03927755355835,2.346954345703125,5.301642417907715,58.81648254394531,131.58033752441406,transport,131.58033752441406
proxygen\proxygen\lib\http\codec\test\CodecUtilTests.cpp,20.768712997436523,3.153916120529175,48.669647216796875,4.23852014541626,1.348026990890503,2.8257524967193604,18.681514739990234,1.1666377782821655,http_general,48.669647216796875
proxygen\proxygen\lib\http\structuredheaders\StructuredFields.h,14.482264518737793,3.403735876083374,46.201446533203125,3.798440933227539,7.545544624328613,1.9509303569793701,13.808572769165039,0.2877236306667328,http_general,46.201446533203125
proxygen\proxygen\httpserver\samples\hq\HQClient.cpp,33.88454055786133,9.428899765014648,49.552406311035156,82.51082611083984,5.8805694580078125,11.661646842956543,14.854802131652832,85.68840789794922,transport,85.68840789794922
proxygen\proxygen\lib\http\HTTPMethod.h,1.0005024671554565,1.2471556663513184,47.745723724365234,3.8148531913757324,1.3209813833236694,1.3610515594482422,1.2545781135559082,0.37051376700401306,http_general,47.745723724365234
proxygen\proxygen\httpclient\samples\curl\CurlClient.h,1.0005792379379272,1.494584083557129,45.033565521240234,4.503787517547607,4.098294258117676,1.0351861715316772,49.74578094482422,5.06853626575321E-4,ssl,49.74578094482422
proxygen\proxygen\lib\http\coro\HTTPEvents.h,1.0004956722259521,3.734074115753174,48.198158264160156,3.379739284515381,1.0,2.4674317836761475,1.1422395706176758,4.288566589355469,http_general,48.198158264160156
proxygen\proxygen\lib\http\observer\HTTPTransactionObserverContainer.h,1.0005006790161133,1.2457046508789062,47.68846893310547,3.816420793533325,2.3254494667053223,1.3535377979278564,0.18394991755485535,0.3683379590511322,http_general,47.68846893310547
proxygen\proxygen\lib\pools\generators\ServerListGenerator.h,2.403332233428955,0.9558908343315125,0.32315030694007874,6.086714267730713,136.56053161621094,1.718282699584961,0.0,4.0713499765843153E-4,pools,136.56053161621094
proxygen\proxygen\lib\http\coro\filters\VisitorFilter.h,1.0005321502685547,2.175200939178467,49.340824127197266,3.547278881072998,2.045741081237793,1.7584785223007202,1.2050549983978271,0.4105755686759949,http_general,49.340824127197266
proxygen\proxygen\httpclient\samples\curl\CurlClient.cpp,1.000515341758728,3.284658908843994,59.117698669433594,5.494716644287109,6.290980339050293,2.2797110080718994,82.27405548095703,1.5118471384048462,ssl,82.27405548095703
proxygen\proxygen\lib\http\codec\HTTPChecks.h,1.0005371570587158,4.231541156768799,49.62342071533203,3.556649923324585,1.0,3.2915430068969727,17.225303649902344,0.4176050126552582,http_general,49.62342071533203
proxygen\proxygen\lib\http\SynchronizedLruQuicPskCache.cpp,17.620101928710938,2.841512441635132,47.87042999267578,4.852175235748291,2.379448413848877,1.9163109064102173,29.91356658935547,9.7802734375,http_general,47.87042999267578
proxygen\proxygen\httpserver\samples\push\PushStats.h,1.000502109527588,1.0004394054412842,38.00043869018555,106.11552429199219,1.0,1.0,1.0,4.3939732131548226E-4,httpserver,106.11552429199219
proxygen\proxygen\lib\utils\ZlibStreamDecompressor.h,20.170452117919922,0.7876233458518982,0.266323983669281,1.000423789024353,1.868201732635498,0.2981863021850586,0.0,4.2383329127915204E-4,dns,20.170452117919922
proxygen\proxygen\lib\http\codec\compress\experimental\simulator\HPACKScheme.h,2.6251704692840576,4.700465202331543,49.38254928588867,9.232940673828125,3.9496078491210938,3.6958212852478027,0.18190798163414001,40.56635284423828,http_general,49.38254928588867
proxygen\proxygen\lib\http\codec\ResetsRateLimitFilter.h,1.0005321502685547,3.0584282875061035,49.11384963989258,3.547278881072998,1.0,2.8648338317871094,1.2050549983978271,0.4105755686759949,http_general,49.11384963989258
proxygen\proxygen\lib\http\codec\compress\QPACKStaticHeaderTable.h,1.000543236732483,3.099571943283081,49.54594802856445,3.5685489177703857,1.0,2.8677515983581543,0.21302755177021027,0.42653048038482666,http_general,49.54594802856445
proxygen\proxygen\lib\stats\PeriodicStats.h,1.0004619359970093,0.7276453971862793,0.24605166912078857,1.0004042387008667,1.0,0.2805851101875305,0.0,4.0423928294330835E-4,dns,1.0004619359970093
proxygen\proxygen\lib\http\codec\HeaderDecodeInfo.h,1.000523567199707,4.3288655281066895,50.12873077392578,3.9144322872161865,1.383056640625,3.182614803314209,17.74458885192871,0.3986462354660034,http_general,50.12873077392578
proxygen\proxygen\httpclient\samples\websocket\main.cpp,2.517123222351074,3.0247459411621094,51.766021728515625,7.730819225311279,2.8570218086242676,6.667256832122803,32.593589782714844,1.9822089672088623,http_general,51.766021728515625
proxygen\proxygen\lib\http\codec\compress\HPACKHeaderName.h,1.0005407333374023,6.997984886169434,51.557090759277344,4.409771919250488,1.4048242568969727,4.127913951873779,0.23111648857593536,0.462706059217453,http_general,51.557090759277344
proxygen\proxygen\lib\http\session\SimpleController.h,1.0004963874816895,1.2420506477355957,49.68199157714844,4.798013210296631,1.3143463134765625,1.3523341417312622,14.793843269348145,0.36285874247550964,http_general,49.68199157714844
proxygen\proxygen\lib\utils\AsyncTimeoutSet.h,1.000475525856018,4.16076451074332E-4,4.16076451074332E-4,1.0004160404205322,1.0,0.03476497158408165,2.3627426624298096,4.16076451074332E-4,ssl,2.3627426624298096
proxygen\proxygen\lib\utils\test\PerfectIndexMapTest.cpp,1.000420093536377,4.64976692199707,50.50396728515625,4.006557464599609,1.4051246643066406,3.257571220397949,17.15736961364746,0.4511665403842926,http_general,50.50396728515625
proxygen\proxygen\lib\http\connpool\SessionHolder.h,1.0004791021347046,2.4948909282684326,49.74060821533203,3.4553024768829346,2.0,1.6457597017288208,13.984614372253418,0.34158167243003845,http_general,49.74060821533203
proxygen\proxygen\lib\pools\generators\FileServerListGenerator.h,1.0004843473434448,1.2755591869354248,0.662601888179779,2.4086341857910156,226.43431091308594,0.34715554118156433,1.2051047086715698,4.2383329127915204E-4,pools,226.43431091308594
proxygen\proxygen\lib\http\codec\compress\test\HPACKCodecTests.cpp,35.2894172668457,6.4210991859436035,46.27524948120117,9.207676887512207,6.523828029632568,3.669027090072632,1.705091118812561,40.32477951049805,http_general,46.27524948120117
proxygen\proxygen\httpserver\RequestHandler.h,1.0005494356155396,1.3143031597137451,38.00048065185547,103.53535461425781,2.404895067214966,1.346174716949463,1.0,4.807874502148479E-4,httpserver,103.53535461425781
proxygen\proxygen\lib\http\webtransport\WtEgressContainer.cpp,1.0005173683166504,5.943382263183594,48.65406799316406,3.428475856781006,1.0,1.8035874366760254,0.16050869226455688,1.321470022201538,http_general,48.65406799316406
proxygen\proxygen\lib\http\coro\filters\MutateFilter.cpp,1.0005193948745728,3.2244155406951904,49.236915588378906,3.5237655639648438,1.0,3.462702989578247,1.1962417364120483,0.39293786883354187,http_general,49.236915588378906
proxygen\proxygen\lib\http\codec\HTTP2Constants.cpp,1.0005111694335938,3.2334539890289307,59.35833740234375,4.416170597076416,1.4095525741577148,3.0708963871002197,14.776605606079102,0.8916271328926086,http_general,59.35833740234375
