file_path,Common,Logic,Storage,UI,best_module,best_likelihood
teammates\src\e2e\java\teammates\e2e\cases\StudentHomePageE2ETest.java,0.028464693682534355,0.09028740610395158,0.013940878425325666,0.039751229967389785,Logic,0.09028740610395158
teammates\src\main\java\teammates\logic\external\EmptyAuthService.java,0.0,2594.039878845215,0.058027703421456474,0.05714285714285714,Logic,2594.039878845215
teammates\src\main\java\teammates\ui\webapi\DatastoreBackupAction.java,0.22672882080078124,0.4785992758614676,0.09592198644365584,2276.6539764404297,UI,2276.6539764404297
teammates\src\test\java\teammates\ui\webapi\UpdateNotificationActionTest.java,0.12221979413713728,1.59161376953125,0.08313890184674944,2065.715103149414,UI,2065.715103149414
teammates\src\main\java\teammates\ui\output\InstructorData.java,0.0,0.02858438832419259,0.0,2023.5248184204102,UI,2023.5248184204102
teammates\src\main\java\teammates\ui\webapi\CreateNotificationAction.java,0.06361773354666574,2.1373914446149556,0.058577959878104074,2103.535861968994,UI,2103.535861968994
teammates\src\main\java\teammates\logic\api\package-info.java,0.0,2636.671028137207,0.05822362218584333,0.0,Logic,2636.671028137207
teammates\src\main\java\teammates\storage\entity\BaseEntity.java,0.25660149710518976,0.12128289086478097,4074.5995330810547,0.1516533442905971,Storage,4074.5995330810547
teammates\src\test\java\teammates\common\datatransfer\SessionResultsBundleTest.java,2496.8411254882812,0.12335542951311385,0.15010874611990793,0.03673163482121059,Common,2496.8411254882812
teammates\src\main\java\teammates\ui\webapi\CreateCourseAction.java,0.21073315484183175,2.1842265537806917,0.058006361552647184,2351.8978881835938,UI,2351.8978881835938
teammates\src\e2e\java\teammates\e2e\cases\AdminHomePageE2ETest.java,0.12366041455950055,0.07636419704982213,0.0683225359235491,0.0809337820325579,Common,0.12366041455950055
teammates\src\test\java\teammates\ui\webapi\GetFeedbackQuestionRecipientsActionTest.java,0.20808830261230468,1.8838424682617188,0.11776539938790458,1871.4270782470703,UI,1871.4270782470703
teammates\src\main\java\teammates\common\datatransfer\FeedbackQuestionRecipient.java,3057.6358032226562,0.028584510939461846,0.05714285714285714,0.02857142857142857,Common,3057.6358032226562
teammates\src\main\java\teammates\common\util\package-info.java,3016.4562225341797,0.02858614580971854,0.0,0.0325549874986921,Common,3016.4562225341797
teammates\src\main\java\teammates\common\datatransfer\QueryLogsResults.java,3051.41056060791,0.028585859707423618,0.05714285714285714,0.02857142857142857,Common,3051.41056060791
teammates\src\e2e\java\teammates\e2e\pageobjects\AdminSessionsPage.java,0.14611712864467075,0.02858317920139858,0.09366489137922014,0.07538612910679408,Common,0.14611712864467075
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorCourseJoinConfirmationPageAxeTest.java,0.029717779159545897,0.028584960528782438,0.008070053373064314,0.01650987352643694,Common,0.029717779159545897
teammates\src\test\java\teammates\logic\api\LogicExtension.java,0.0,2643.319778442383,0.0584188597542899,0.0,Logic,2643.319778442383
teammates\src\main\java\teammates\common\datatransfer\ErrorLogEntry.java,2952.2996139526367,0.028583921704973494,0.1267596926007952,0.059283454077584403,Common,2952.2996139526367
teammates\src\main\java\teammates\logic\external\MailjetService.java,0.0,2481.8925857543945,0.05420074462890625,0.07768387794494629,Logic,2481.8925857543945
teammates\src\main\java\teammates\common\util\TimeHelper.java,2819.335289001465,0.028583809307643347,0.07143081256321498,0.06309811047145299,Common,2819.335289001465
teammates\src\main\java\teammates\ui\webapi\DeleteStudentAction.java,0.031040709359305245,2.223538861955915,0.05888393265860421,2120.601272583008,UI,2120.601272583008
teammates\src\main\java\teammates\ui\webapi\ActionFactory.java,0.12489348820277622,0.27259546007428853,0.11750285284859793,2300.047836303711,UI,2300.047836303711
teammates\src\lnp\java\teammates\lnp\util\JMeterElements.java,0.1872300556727818,0.5634974343436104,0.18685436248779297,0.23349794660295758,Logic,0.5634974343436104
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorCoursesPageAxeTest.java,0.03061631407056536,0.02858536924634661,0.015315955025809153,0.017009060723440987,Common,0.03061631407056536
teammates\src\lnp\java\teammates\lnp\cases\InstructorStudentCascadingUpdateLNPTest.java,0.860987799508231,0.1367281232561384,0.0634549754006522,0.13751226152692522,Common,0.860987799508231
teammates\src\test\java\teammates\ui\webapi\DeleteFeedbackQuestionActionTest.java,0.052797160829816545,2.1589510236467633,0.06509706633431571,2016.58447265625,UI,2016.58447265625
teammates\src\client\java\teammates\client\util\ClientProperties.java,0.0,0.07873919350760324,0.015018268993922642,0.11677213396344865,UI,0.11677213396344865
teammates\src\main\java\teammates\common\datatransfer\questions\FeedbackRankOptionsResponseDetails.java,2983.159065246582,0.028585297720772878,0.05714285714285714,0.02857142857142857,Common,2983.159065246582
teammates\src\main\java\teammates\common\datatransfer\questions\FeedbackConstantSumResponseDetails.java,3019.916114807129,0.028585600852966308,0.05714285714285714,0.02857142857142857,Common,3019.916114807129
teammates\src\test\java\teammates\ui\webapi\ResetAccountActionTest.java,0.01639406681060791,2.1429678780691965,0.0639578069959368,1946.8820762634277,UI,1946.8820762634277
teammates\src\test\java\teammates\ui\webapi\AccountRequestSearchIndexingWorkerActionTest.java,0.026997223922184534,2.02428959437779,0.06338958740234375,2096.6475868225098,UI,2096.6475868225098
teammates\src\main\java\teammates\storage\api\FeedbackResponseCommentsDb.java,1.019599151611328,0.40554144723074775,2933.8124084472656,0.0367605413709368,Storage,2933.8124084472656
teammates\src\e2e\java\teammates\e2e\util\TestProperties.java,0.21977626255580357,0.08637995038713728,0.23264906747000558,0.292697388785226,UI,0.292697388785226
teammates\src\main\java\teammates\common\exception\SearchServiceException.java,3004.5814514160156,0.02858567237854004,0.0,0.0,Common,3004.5814514160156
teammates\src\client\java\teammates\client\scripts\DataMigrationForSanitizedDataInInstructorAttributes.java,0.09573041370936802,0.044508382252284456,0.05714285714285714,0.0853900705065046,Common,0.09573041370936802
teammates\src\main\java\teammates\ui\request\FeedbackSessionRespondentRemindRequest.java,0.03106726237705776,0.028585474831717354,0.0,2327.2919845581055,UI,2327.2919845581055
teammates\src\main\java\teammates\common\util\HttpRequest.java,3087.522735595703,0.028585335186549595,0.0,0.44659178597586496,Common,3087.522735595703
teammates\src\e2e\java\teammates\e2e\cases\InstructorSessionIndividualExtensionPageE2ETest.java,0.1695974486214774,0.0869441100529262,0.13964012690952846,0.0895183971949986,Common,0.1695974486214774
teammates\src\main\java\teammates\logic\api\RecaptchaVerifier.java,0.0,2634.527587890625,0.05756790978567941,0.0,Logic,2634.527587890625
