file_path,cli,logic,model,preferences,best_module,best_likelihood
src/main/java/org/jabref/logic/bibtex/comparator/CrossRefEntryComparator.java,1.6993794997688383E-4,55.036075592041016,2.5726633071899414,0.0,logic,55.036075592041016
src/test/java/org/jabref/cli/AuxCommandLineTest.java,127.95513916015625,1.7868670225143433,1.5632710456848145,3.4861507415771484,cli,127.95513916015625
src/main/java/org/jabref/logic/formatter/bibtexfields/EscapeDollarSignFormatter.java,0.602652907371521,54.764801025390625,2.5649096965789795,0.0,logic,54.764801025390625
src/test/java/org/jabref/model/entry/AuthorTest.java,1.362715265713632E-4,5.686140537261963,80.92598724365234,0.0,model,80.92598724365234
src/test/java/org/jabref/model/entry/field/StandardFieldTest.java,1.756641431711614E-4,6.229581832885742,93.91294860839844,0.0,model,93.91294860839844
src/test/java/org/jabref/logic/journals/AbbreviationsTest.java,1.7081713303923607E-4,58.92485427856445,2.5756258964538574,0.0,logic,58.92485427856445
src/test/java/org/jabref/logic/crawler/CrawlerTest.java,28.66509246826172,55.721412658691406,5.352195739746094,37.886783599853516,logic,55.721412658691406
src/main/java/org/jabref/model/openoffice/rangesort/RangeOverlap.java,0.6815395951271057,6.163133144378662,93.00311279296875,0.0,model,93.00311279296875
src/main/java/org/jabref/model/entry/types/EntryTypeFactory.java,27.884477615356445,6.717698097229004,85.47283172607422,0.0,model,85.47283172607422
src/main/java/org/jabref/gui/mergeentries/newmergedialog/FieldRowView.java,0.273596853017807,3.0504579544067383,1.5277655124664307,0.0,logic,3.0504579544067383
src/test/java/org/jabref/model/groups/WordKeywordGroupTest.java,23.65351104736328,5.395378112792969,77.2904052734375,0.0,model,77.2904052734375
src/main/java/org/jabref/gui/fieldeditors/DateEditorViewModel.java,1.6321736620739102E-4,2.879426956176758,2.211869478225708,0.0,logic,2.879426956176758
src/test/java/org/jabref/logic/layout/format/RemoveWhitespaceTest.java,1.6539770876988769E-4,54.500770568847656,2.557363271713257,0.0,logic,54.500770568847656
src/main/java/org/jabref/logic/formatter/bibtexfields/RemoveDigitsFormatter.java,0.6067605018615723,54.899513244628906,2.5687599182128906,0.0,logic,54.899513244628906
src/main/java/org/jabref/gui/desktop/os/Linux.java,0.8506797552108765,9.216755867004395,2.8763246536254883,63.472496032714844,preferences,63.472496032714844
src/main/java/org/jabref/logic/remote/server/RemoteListenerServer.java,1.5125398931559175E-4,53.02601623535156,3.886920213699341,0.0,logic,53.02601623535156
src/main/java/org/jabref/gui/shared/ConnectToSharedDatabaseCommand.java,1.7320674669463187E-4,1.8473455905914307,1.0002079010009766,0.0,logic,1.8473455905914307
src/main/java/org/jabref/gui/util/OnlyIntegerFormatter.java,1.7081713303923607E-4,2.835655450820923,2.0002050399780273,0.0,logic,2.835655450820923
src/main/java/org/jabref/gui/cleanup/CleanupSingleAction.java,1.02029550075531,2.474188804626465,2.00016713142395,107.93699645996094,preferences,107.93699645996094
src/test/java/org/jabref/logic/importer/fetcher/CompositeSearchBasedFetcherTest.java,26.03767204284668,50.556888580322266,2.9697225093841553,0.5556492805480957,logic,50.556888580322266
src/main/java/org/jabref/model/database/BibDatabaseMode.java,1.7081713303923607E-4,6.112876892089844,94.75537872314453,0.0,model,94.75537872314453
src/main/java/org/jabref/gui/externalfiles/FindUnlinkedFilesAction.java,0.5270358324050903,1.8443925380706787,1.0002070665359497,1.0,logic,1.8443925380706787
src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/FieldNameCell.java,31.727500915527344,5.507174015045166,2.3259389400482178,0.0,cli,31.727500915527344
src/main/java/org/jabref/model/entry/field/BiblatexApaField.java,1.494285388616845E-4,5.597889423370361,85.99739837646484,0.38609635829925537,model,85.99739837646484
src/main/java/org/jabref/gui/importer/actions/GUIPostOpenAction.java,1.7535316874273121E-4,1.8578461408615112,1.0002104043960571,0.0,logic,1.8578461408615112
src/main/java/org/jabref/logic/integrity/FileChecker.java,1.8474842309951782,54.206504821777344,3.222062110900879,0.0,logic,54.206504821777344
src/main/java/org/jabref/gui/texparser/CitationsDisplay.java,2.7303123474121094,5.215850830078125,25.489917755126953,0.3357536196708679,model,25.489917755126953
src/main/java/org/jabref/gui/collab/stringchange/BibTexStringChange.java,0.48537689447402954,1.803774356842041,2.000197172164917,0.0,model,2.000197172164917
src/test/java/org/jabref/logic/pdf/search/indexing/PdfIndexerTest.java,0.24910400807857513,49.120643615722656,4.2061262130737305,0.0,logic,49.120643615722656
src/test/java/org/jabref/logic/shared/DBMSTypeTest.java,1.362715265713632E-4,51.3183479309082,3.4592127799987793,0.0,logic,51.3183479309082
src/main/java/org/jabref/gui/collab/metedatachange/MetadataChange.java,0.4989772439002991,1.8173317909240723,2.0002005100250244,0.0,model,2.0002005100250244
src/main/java/org/jabref/preferences/SidePanePreferences.java,1.6430030518677086E-4,0.22015586495399475,1.000197172164917,97.0560531616211,preferences,97.0560531616211
src/main/java/org/jabref/gui/collab/ExternalChangesResolverViewModel.java,1.494285388616845E-4,2.3202362060546875,2.0001792907714844,0.0,logic,2.3202362060546875
src/main/java/org/jabref/gui/maintable/columns/LinkedIdentifierColumn.java,1.198156714439392,10.941548347473145,104.27401733398438,98.892333984375,model,104.27401733398438
src/main/java/org/jabref/logic/util/UnknownFileType.java,0.46028560400009155,55.414886474609375,2.5358872413635254,0.0,logic,55.414886474609375
src/main/java/org/jabref/gui/collab/entrychange/EntryChangeResolver.java,0.5754003524780273,1.7829937934875488,2.000208616256714,0.0,model,2.000208616256714
src/main/java/org/jabref/gui/undo/UndoableFieldChange.java,0.6319388151168823,1.73995041847229,1.0001815557479858,0.0,logic,1.73995041847229
src/test/java/org/jabref/gui/exporter/SaveDatabaseActionTest.java,0.6029155254364014,2.4833168983459473,3.164093255996704,102.23196411132812,preferences,102.23196411132812
src/main/java/org/jabref/logic/bibtex/FileFieldWriter.java,1.570081221871078E-4,55.941585540771484,2.5290918350219727,0.0,logic,55.941585540771484
src/main/java/org/jabref/logic/cleanup/ISSNCleanup.java,1.6539770876988769E-4,54.770484924316406,2.557363271713257,0.0,logic,54.770484924316406
src/main/java/org/jabref/gui/fieldeditors/EditorTextField.java,35.00016403198242,2.023930311203003,4.031476020812988,0.0,cli,35.00016403198242
src/main/java/org/jabref/model/openoffice/style/NonUniqueCitationMarker.java,1.7755346198100597E-4,6.275071620941162,94.53581237792969,0.0,model,94.53581237792969
src/main/java/org/jabref/logic/layout/format/DOIStrip.java,1.7351015412714332E-4,56.93735885620117,2.5847010612487793,0.0,logic,56.93735885620117
src/main/java/org/jabref/gui/undo/UndoableChangeType.java,0.6218675374984741,1.7779655456542969,1.0001908540725708,0.0,logic,1.7779655456542969
src/test/java/org/jabref/model/entry/BibtexStringTest.java,0.664474606513977,8.346571922302246,77.87401580810547,0.9317331314086914,model,77.87401580810547
src/main/java/org/jabref/gui/openoffice/DetectOpenOfficeInstallation.java,1.2473211288452148,6.228959083557129,20.742984771728516,0.6941341161727905,model,20.742984771728516
src/test/java/org/jabref/logic/layout/format/EntryTypeFormatterTest.java,1.6820644668769091E-4,54.83192825317383,2.566828489303589,0.0,logic,54.83192825317383
src/main/java/org/jabref/model/database/event/AutosaveEvent.java,1.778723089955747E-4,6.282748699188232,97.50300598144531,0.0,model,97.50300598144531
src/test/java/org/jabref/gui/search/GrammarBasedSearchRuleDescriberTest.java,0.7464330196380615,2.5147008895874023,1.7464486360549927,0.0,logic,2.5147008895874023
src/main/java/org/jabref/gui/exporter/CreateModifyExporterDialogViewModel.java,1.036702275276184,2.540464401245117,2.1271448135375977,104.88129425048828,preferences,104.88129425048828
src/main/java/org/jabref/logic/shared/exception/OfflineLockException.java,1.7052306793630123E-4,55.105064392089844,5.693988800048828,0.0,logic,55.105064392089844
src/main/java/org/jabref/logic/layout/format/CurrentDate.java,1.720036379992962E-4,55.279624938964844,2.5796241760253906,0.0,logic,55.279624938964844
src/main/java/org/jabref/preferences/PushToApplicationPreferences.java,1.0001600980758667,0.2609979510307312,1.0001920461654663,95.49740600585938,preferences,95.49740600585938
src/main/java/org/jabref/gui/mergeentries/newmergedialog/PersonsNameFieldRowView.java,0.46028560400009155,3.704516649246216,1.0001908540725708,0.4260196387767792,logic,3.704516649246216
src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java,1.570081221871078E-4,2.0241336822509766,1.0001883506774902,0.0,logic,2.0241336822509766
src/main/java/org/jabref/gui/fieldeditors/YesNoEditorViewModel.java,1.6993794997688383E-4,1.8313543796539307,1.0002039670944214,0.0,logic,1.8313543796539307
src/main/java/org/jabref/logic/util/strings/UnicodeLigaturesMap.java,1.4254706911742687E-4,53.20885467529297,2.480360507965088,0.893740713596344,logic,53.20885467529297
src/main/java/org/jabref/gui/fieldeditors/identifier/IdentifierEditor.java,0.5009205341339111,6.590264320373535,72.26519775390625,100.33322143554688,preferences,100.33322143554688
src/main/java/org/jabref/gui/preferences/entryeditor/EntryEditorTab.java,0.38806697726249695,1.6973552703857422,1.0001710653305054,88.36553955078125,preferences,88.36553955078125
src/main/java/org/jabref/gui/entryeditor/SourceTab.java,14.470954895019531,9.028731346130371,45.86034393310547,2.222346782684326,model,45.86034393310547
src/main/java/org/jabref/model/openoffice/uno/UnoTextDocument.java,1.4764662773814052E-4,7.032676696777344,84.67613220214844,0.0,model,84.67613220214844
src/main/java/org/jabref/logic/importer/PagedSearchBasedFetcher.java,1.6214861534535885E-4,54.11769485473633,2.546414375305176,0.0,logic,54.11769485473633
src/main/java/org/jabref/model/search/matchers/NotMatcher.java,1.7320674669463187E-4,6.170413017272949,93.10279083251953,0.0,model,93.10279083251953
src/main/java/org/jabref/logic/integrity/BibTeXEntryTypeChecker.java,0.5046331882476807,58.050140380859375,5.556150436401367,0.774825930595398,logic,58.050140380859375
src/main/java/org/jabref/logic/layout/format/LatexToUnicodeFormatter.java,0.6046997308731079,56.472957611083984,2.566828489303589,0.0,logic,56.472957611083984
src/main/java/org/jabref/logic/formatter/bibtexfields/EscapeUnderscoresFormatter.java,0.6088353395462036,54.967559814453125,2.570704936981201,0.0,logic,54.967559814453125
src/main/java/org/jabref/logic/exporter/SaveException.java,1.0742624998092651,53.6615104675293,2.503580093383789,0.0,logic,53.6615104675293
src/main/java/org/jabref/gui/collab/DatabaseChangeResolver.java,1.7442679381929338E-4,1.8533141613006592,2.000209331512451,0.0,model,2.000209331512451
src/main/java/org/jabref/logic/layout/format/IfPlural.java,1.6820644668769091E-4,55.106224060058594,2.566828489303589,0.0,logic,55.106224060058594
src/test/java/org/jabref/gui/search/GetLastSearchHistoryTest.java,1.494285388616845E-4,1.7310200929641724,1.0001792907714844,0.0,logic,1.7310200929641724
src/main/java/org/jabref/logic/citationstyle/CitationStylePreviewLayout.java,1.6707158647477627E-4,54.698123931884766,3.5630040168762207,0.0,logic,54.698123931884766
src/main/java/org/jabref/logic/exporter/BibDatabaseWriter.java,11.308723449707031,50.63857650756836,18.702585220336914,94.75453186035156,preferences,94.75453186035156
src/main/java/org/jabref/logic/cleanup/ConvertToBibtexCleanup.java,1.5125398931559175E-4,53.310115814208984,3.6214497089385986,0.0,logic,53.310115814208984
src/main/java/org/jabref/logic/bibtex/comparator/FieldComparatorStack.java,1.6935683379415423E-4,54.967559814453125,4.112756729125977,0.0,logic,54.967559814453125
src/main/java/org/jabref/logic/layout/LayoutEntry.java,6.487227801699191E-5,48.41071701049805,5.860506057739258,95.2118148803711,preferences,95.2118148803711
src/main/java/org/jabref/gui/util/comparator/RankingFieldComparator.java,1.6820644668769091E-4,2.0971782207489014,1.0002018213272095,0.0,logic,2.0971782207489014
src/test/java/org/jabref/logic/importer/fetcher/transformers/InfixTransformerTest.java,1.2276034976821393E-4,49.79597091674805,2.413682460784912,0.0,logic,49.79597091674805
src/main/java/org/jabref/logic/exporter/BibtexDatabaseWriter.java,1.2783003330696374E-4,53.439029693603516,35.68898391723633,1.0,logic,53.439029693603516
