file_path,FreeSWITCH,Presentation Conversion,Redis DB,Redis PubSub,best_module,best_likelihood
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupPipelineFactory.java,3420.2809524536133,0.02885857309613909,0.0,0.0,FreeSWITCH,3420.2809524536133
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\MeetingEndedConstraint.java,0.21649329321725028,0.25887437547956194,0.26505295889718195,0.40338164738246374,Redis PubSub,0.40338164738246374
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\Enter.java,0.1890209470476423,0.235162353515625,0.11495203290666853,0.1269688742501395,Presentation Conversion,0.235162353515625
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DelayedCommand.java,3799.611396789551,0.03998854841504778,0.011163808618273053,0.04165029185158866,FreeSWITCH,3799.611396789551
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\commands\ConferenceCommandResult.java,3631.057472229004,0.02883725847516741,0.12443453924996513,0.16653619493756974,FreeSWITCH,3631.057472229004
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\list\NotEmptyList.java,0.1803335189819336,0.2230015618460519,0.11918901715959822,0.2092385700770787,Presentation Conversion,0.2230015618460519
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\RecordChapterBreak.java,0.061252777917044504,0.10512978690011161,0.1387544631958008,0.3455107280186244,Redis PubSub,0.3455107280186244
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingStarted.java,0.06129775047302246,0.10534604617527553,0.1397265842982701,0.34815256936209543,Redis PubSub,0.34815256936209543
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\MeetingInfo.java,0.16285157884870258,0.23373538425990514,0.12564167295183454,0.1371601104736328,Presentation Conversion,0.23373538425990514
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\service\ServiceUtils.java,0.14817586626325335,0.32934447697230745,0.14959496089390345,0.2927494866507394,Presentation Conversion,0.32934447697230745
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\IStorageService.java,0.06124168804713658,0.16157643454415457,0.08032575334821429,0.18096523284912108,Redis PubSub,0.18096523284912108
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\FreeswitchApplication.java,3236.675148010254,0.11621110098702567,0.19858076913016184,0.34228545597621374,FreeSWITCH,3236.675148010254
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectAllUsersCommand.java,3834.9988555908203,0.034053288187299455,0.0,0.0306098427091326,FreeSWITCH,3834.9988555908203
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\MuteUserCommand.java,3879.790267944336,0.05106630325317383,0.0,0.03054623944418771,FreeSWITCH,3879.790267944336
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\ConfRecording.java,3567.295265197754,0.028856035641261508,0.22701740264892578,0.12183211190359933,FreeSWITCH,3567.295265197754
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\UnknownConferenceEvent.java,3588.6511611938477,0.02886115482875279,0.17111140659877233,0.12254184995378767,FreeSWITCH,3588.6511611938477
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\EndMeeting.java,0.15919239861624582,0.22468250819614954,0.12199126652308873,0.13477706909179688,Presentation Conversion,0.22468250819614954
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundPipelineFactory.java,3155.1523208618164,0.02883084842136928,0.0,0.15685672760009767,FreeSWITCH,3155.1523208618164
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\StopSoundCommand.java,3888.156280517578,0.056326917239597867,0.021507348333086287,0.030566995484488352,FreeSWITCH,3888.156280517578
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\Util.java,0.10136937413896834,2.5668404715401785,0.1529289926801409,0.2120199067252023,Presentation Conversion,2.5668404715401785
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingDestroyed.java,0.06129775047302246,0.10534604617527553,0.1397265842982701,0.34815256936209543,Redis PubSub,0.34815256936209543
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\PostChecksumValidator.java,0.23870476313999722,0.2808812822614397,0.2743034090314593,0.22587973730904715,Presentation Conversion,0.2808812822614397
bigbluebutton\bbb-recording-imex\src\test\java\org\bigbluebutton\RecordingImportHandlerTest.java,0.11419895717075892,0.33091983795166013,0.44109576089041574,0.11232075691223145,Redis DB,0.44109576089041574
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\LearningDashboard.java,0.06120877265930176,0.10491829599652971,0.1378086771283831,0.3429429462977818,Redis PubSub,0.3429429462977818
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\UserCleanupTimerTask.java,0.06111312593732562,0.21228366579328264,0.07548254558018276,0.21365532193865094,Redis PubSub,0.21365532193865094
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\FreeswitchHeartbeatEvent.java,3556.793556213379,0.03513223443712507,0.16926612854003906,0.1214829853602818,FreeSWITCH,3556.793556213379
