file_path,configs,datasets,policies,robot_devices,utilities,best_module,best_likelihood
lerobot\src\lerobot\cameras\opencv\__init__.py,0.0,0.0,0.0,5.616353988647461,0.0,robot_devices,5.616353988647461
lerobot\examples\lekiwi\replay.py,15.485657691955566,35.59468460083008,1.0,44.844398498535156,1.522130012512207,robot_devices,44.844398498535156
lerobot\src\lerobot\robots\openarm_follower\config_openarm_follower.py,14.100764274597168,3.8374783992767334,0.5387967228889465,50.28833770751953,1.3288280963897705,robot_devices,50.28833770751953
lerobot\src\lerobot\robots\hope_jr\hope_jr_hand.py,64.10021209716797,1.6008477210998535,4.239075183868408,60.263492584228516,5.037108421325684,configs,64.10021209716797
lerobot\src\lerobot\envs\robomme.py,1.2859944105148315,38.35301208496094,3.653320550918579,2.764078140258789,4.416513442993164,datasets,38.35301208496094
lerobot\src\lerobot\async_inference\robot_client.py,20.513690948486328,5.498353481292725,6.380987644195557,105.97350311279297,8.3016996383667,robot_devices,105.97350311279297
lerobot\tests\policies\pi0_pi05\test_pi05.py,21.760059356689453,36.55895233154297,79.08592987060547,31.074766159057617,3.2200796604156494,policies,79.08592987060547
lerobot\src\lerobot\utils\robot_utils.py,0.0,0.0,0.46000003814697266,48.32862854003906,0.4969903528690338,robot_devices,48.32862854003906
lerobot\src\lerobot\motors\dynamixel\__init__.py,0.0,0.0,0.0,6.000463485717773,0.0,robot_devices,6.000463485717773
lerobot\tests\policies\test_gaussian_actor_config.py,23.199077606201172,40.11016845703125,70.4208755493164,29.045793533325195,4.471753120422363,policies,70.4208755493164
lerobot\tests\policies\lingbot_va\test_modules.py,6.164295673370361,7.278950214385986,70.4648208618164,29.182292938232422,7.652792930603027,policies,70.4648208618164
lerobot\src\lerobot\policies\molmoact2\configuration_molmoact2.py,12.634734153747559,33.39216995239258,71.40234375,12.119138717651367,6.423534870147705,policies,71.40234375
lerobot\src\lerobot\utils\io_utils.py,1.5958518981933594,11.14503288269043,2.9803595542907715,3.247107744216919,6.237669467926025,datasets,11.14503288269043
lerobot\tests\policies\groot\test_groot_train_random_crop.py,13.75696849822998,6.174788475036621,64.88867950439453,33.11344909667969,5.804208278656006,policies,64.88867950439453
lerobot\tests\policies\vla_jepa\test_vla_jepa.py,23.290096282958984,44.4397087097168,64.46568298339844,62.760284423828125,8.452665328979492,policies,64.46568298339844
lerobot\src\lerobot\motors\robstride\robstride.py,2.9095818996429443,5.801760196685791,6.656547546386719,18.861392974853516,10.526530265808105,robot_devices,18.861392974853516
lerobot\examples\omx\record_grab.py,7.624650478363037,50.11210250854492,3.391496419906616,52.95399856567383,6.859284400939941,robot_devices,52.95399856567383
lerobot\src\lerobot\configs\policies.py,68.68848419189453,8.722712516784668,73.70523834228516,77.5248794555664,6.76273775100708,robot_devices,77.5248794555664
lerobot\tests\processor\test_migration_detection.py,78.59310150146484,13.066352844238281,16.232202529907227,2.637542963027954,2.9805068969726562,configs,78.59310150146484
lerobot\tests\policies\test_gaussian_actor_policy.py,25.104095458984375,79.25786590576172,55.84467315673828,7.231555938720703,7.477428436279297,datasets,79.25786590576172
lerobot\tests\fixtures\files.py,1.484419822692871,106.09136962890625,0.5113744735717773,0.40931496024131775,5.756364822387695,datasets,106.09136962890625
lerobot\tests\policies\pi0_pi05\test_pi0.py,21.613933563232422,37.79609298706055,75.4636001586914,31.704984664916992,2.4601612091064453,policies,75.4636001586914
lerobot\src\lerobot\async_inference\__init__.py,0.0,0.0,0.0,3.316499710083008,2.489370346069336,robot_devices,3.316499710083008
lerobot\tests\conftest.py,4.34962797164917,89.19448852539062,5.270983695983887,28.976964950561523,6.371211051940918,datasets,89.19448852539062
lerobot\tests\policies\vla_jepa\conftest.py,19.65499496459961,10.395598411560059,69.00227355957031,32.732818603515625,1.6656912565231323,policies,69.00227355957031
lerobot\src\lerobot\robots\so_follower\so_follower.py,63.74933624267578,2.1940419673919678,5.178191661834717,61.57212829589844,8.880387306213379,configs,63.74933624267578
lerobot\src\lerobot\robots\openarm_follower\__init__.py,0.0,0.0,0.0,46.60734558105469,0.0,robot_devices,46.60734558105469
lerobot\tests\cameras\test_realsense.py,18.759626388549805,1.9868249893188477,2.2950286865234375,34.863250732421875,3.8435986042022705,robot_devices,34.863250732421875
lerobot\tests\datasets\test_quantiles_dataset_integration.py,0.8868234157562256,106.5083999633789,2.378115177154541,7.955147743225098,5.581809043884277,datasets,106.5083999633789
lerobot\tests\policies\test_relative_actions.py,1.6700193881988525,94.98432159423828,62.692996978759766,3.553981304168701,2.3624203205108643,datasets,94.98432159423828
lerobot\src\lerobot\teleoperators\homunculus\joints_translation.py,0.0,0.0,2.1355957984924316,2.7136268615722656,0.0,robot_devices,2.7136268615722656
lerobot\src\lerobot\teleoperators\keyboard\teleop_keyboard.py,19.502185821533203,1.7870028018951416,2.365463972091675,49.17416763305664,4.859987735748291,robot_devices,49.17416763305664
lerobot\src\lerobot\policies\xvla\action_hub.py,1.0032038688659668,2.066073417663574,62.82432556152344,4.839857578277588,2.882631540298462,policies,62.82432556152344
lerobot\tests\utils\test_hub.py,18.23383331298828,2.1198015213012695,4.874886512756348,3.045363426208496,8.707310676574707,configs,18.23383331298828
lerobot\tests\policies\pi0_pi05\test_pi0_original_vs_lerobot.py,19.604663848876953,39.262596130371094,73.81444549560547,37.0108642578125,2.9832820892333984,policies,73.81444549560547
lerobot\src\lerobot\annotations\steerable_pipeline\config.py,11.662480354309082,7.7306342124938965,5.674043655395508,9.583563804626465,3.8843436241149902,configs,11.662480354309082
lerobot\src\lerobot\robots\koch_follower\config_koch_follower.py,13.857832908630371,2.0,0.0,49.370906829833984,1.0527641773223877,robot_devices,49.370906829833984
lerobot\src\lerobot\teleoperators\rebot_102_leader\rebot_102_leader.py,19.311046600341797,2.1718080043792725,5.682193279266357,55.901588439941406,10.323979377746582,robot_devices,55.901588439941406
lerobot\src\lerobot\processor\hil_processor.py,16.426849365234375,8.648280143737793,5.886042594909668,35.15640640258789,4.135019302368164,robot_devices,35.15640640258789
lerobot\src\lerobot\rl\queue.py,0.0,0.0,0.29626044631004333,5.558500289916992,0.0,robot_devices,5.558500289916992
lerobot\src\lerobot\processor\newline_task_processor.py,1.0,5.350658416748047,2.0,3.121687889099121,0.3772521913051605,datasets,5.350658416748047
lerobot\src\lerobot\policies\molmoact2\__init__.py,0.0,0.41300565004348755,73.17466735839844,3.3192615509033203,0.0,policies,73.17466735839844
lerobot\src\lerobot\annotations\steerable_pipeline\validator.py,2.35870361328125,39.21830368041992,2.977285146713257,4.859898567199707,5.560295104980469,datasets,39.21830368041992
lerobot\src\lerobot\teleoperators\homunculus\config_homunculus.py,13.790496826171875,3.713747501373291,0.8265664577484131,3.2278671264648438,1.2272289991378784,configs,13.790496826171875
lerobot\src\lerobot\cameras\zmq\camera_zmq.py,20.215599060058594,7.3427653312683105,4.58465051651001,5.9268012046813965,7.163383960723877,configs,20.215599060058594
