file_path,dsp,feature,filter_bank,general,best_module,best_likelihood
audioflux\include\hht_algorithm.h,1.4655463695526123,1.0,0.0,1.8793652057647705,general,1.8793652057647705
audioflux\src\vector\flux_vectorOp.h,15.517781257629395,1.8355485200881958,33.10551834106445,2.1821630001068115,filter_bank,33.10551834106445
audioflux\include\temporal_algorithm.h,1.4568651914596558,9.832931518554688,0.0,1.862967610359192,feature,9.832931518554688
audioflux\src\dsp\conv_algorithm.h,82.44979858398438,4.952935218811035,2.764726161956787,7.198378562927246,dsp,82.44979858398438
audioflux\src\mir\timeStretch_algorithm.h,1.4622524976730347,5.01844596862793,0.0,1.8731435537338257,feature,5.01844596862793
audioflux\src\reassign_algorithm.c,1.174378514289856,1.0,48.369380950927734,3.8150086402893066,filter_bank,48.369380950927734
audioflux\src\mir\_pitch_yin.c,10.540515899658203,3.1263394355773926,0.3009883165359497,0.742802083492279,dsp,10.540515899658203
audioflux\src\filterbank\coef\__coef_d.h,38.46221160888672,0.0,45.16702651977539,0.27974933385849,filter_bank,45.16702651977539
audioflux\src\temporal_algorithm.h,1.4568651914596558,9.832931518554688,0.0,1.862967610359192,feature,9.832931518554688
audioflux\src\dsp\czt_algorithm.c,63.308372497558594,0.0,0.0,2.7783024311065674,dsp,63.308372497558594
audioflux\include\dsp\conv_algorithm.h,82.44979858398438,4.952935218811035,2.764726161956787,7.198378562927246,dsp,82.44979858398438
audioflux\src\mir\_pitch_hps.c,15.48851490020752,2.6815850734710693,0.0,0.5084754824638367,dsp,15.48851490020752
audioflux\src\bft_algorithm.h,2.4434287548065186,10.460034370422363,38.69418716430664,2.837587356567383,filter_bank,38.69418716430664
audioflux\include\util\flux_wave.h,0.0,3.0079479217529297,0.0,0.0,feature,3.0079479217529297
audioflux\src\filterbank\cqt_filterBank.c,1.0,6.117467880249023,113.45165252685547,3.6904406547546387,filter_bank,113.45165252685547
audioflux\src\fst_algorithm.h,18.86499786376953,1.0,0.0,1.8825092315673828,dsp,18.86499786376953
audioflux\include\wsst_algorithm.h,2.453692674636841,6.859241008758545,2.827690601348877,2.8569750785827637,feature,6.859241008758545
audioflux\include\mir\_pitch_lhs.h,0.0,2.5791592597961426,0.0,0.0,feature,2.5791592597961426
audioflux\include\spectrogram_algorithm.h,6.208015441894531,28.809898376464844,38.66281509399414,7.699341773986816,filter_bank,38.66281509399414
audioflux\src\mir\_pitch_stft.c,7.249115467071533,38.323997497558594,22.426692962646484,2.407552480697632,feature,38.323997497558594
audioflux\include\dsp\xcorr_algorithm.h,81.65269470214844,0.0,0.0,4.765096664428711,dsp,81.65269470214844
audioflux\include\wpt_algorithm.h,1.4655463695526123,1.0,0.0,1.8793652057647705,general,1.8793652057647705
audioflux\src\mir\onset_algorithm.c,4.696905612945557,20.728260040283203,45.65732192993164,8.246133804321289,filter_bank,45.65732192993164
audioflux\src\dsp\flux_window.c,80.72779083251953,2.5505211353302,17.441707611083984,3.0406343936920166,dsp,80.72779083251953
audioflux\src\dsp\flux_correct.c,106.9825668334961,1.4118837118148804,21.427722930908203,0.73643559217453,dsp,106.9825668334961
audioflux\src\mir\harmonic_algorithm.c,49.128910064697266,1.9128587245941162,150.94061279296875,3.4508538246154785,filter_bank,150.94061279296875
audioflux\src\cwt_algorithm.c,32.678367614746094,7.807582378387451,64.5163803100586,3.318706512451172,filter_bank,64.5163803100586
audioflux\src\filterbank\dwt_filterCoef.h,17.505197525024414,0.6790480613708496,87.68648529052734,0.0,filter_bank,87.68648529052734
audioflux\src\nsgt_algorithm.c,18.175113677978516,6.578810691833496,83.42337036132812,2.89858341217041,filter_bank,83.42337036132812
audioflux\src\vector\flux_complex.c,8.873645782470703,2.1514534950256348,1.9278210401535034,4.303530693054199,dsp,8.873645782470703
audioflux\src\cepstrogram_algorithm.h,1.4536926746368408,8.053876876831055,0.0,1.8569750785827637,feature,8.053876876831055
audioflux\src\track\tune_track.c,24.4874324798584,8.351044654846191,39.444435119628906,4.081430912017822,filter_bank,39.444435119628906
audioflux\include\mir\hpss_algorithm.h,1.4595431089401245,1.0,0.0,1.868025779724121,general,1.868025779724121
audioflux\include\stft_algorithm.h,1.4374902248382568,1.0,0.6848896145820618,1.826370358467102,general,1.826370358467102
audioflux\src\dsp\flux_correct.h,98.33385467529297,0.705893337726593,29.311092376708984,0.705893337726593,dsp,98.33385467529297
audioflux\include\track\tune_track.h,0.0,1.0,0.0,0.0,feature,1.0
audioflux\include\flux_base.h,27.870725631713867,9.10057544708252,185.61456298828125,6.027942657470703,filter_bank,185.61456298828125
audioflux\include\dsp\hilbert_algorithm.h,82.14297485351562,1.0,0.0,1.8835623264312744,dsp,82.14297485351562
audioflux\src\filterbank\auditory_weight.h,0.0,0.0,102.61363983154297,0.0,filter_bank,102.61363983154297
audioflux\src\filterbank\chroma_filterBank.h,0.0,0.0,94.29994201660156,0.0,filter_bank,94.29994201660156
audioflux\src\mir\pitchShift_algorithm.h,1.4649940729141235,1.0,0.0,1.8783221244812012,general,1.8783221244812012
audioflux\src\mir\_pitch_lhs.h,0.0,2.5791592597961426,0.0,0.0,feature,2.5791592597961426
audioflux\src\mir\_trist3.h,45.45823287963867,0.0,0.0,0.0,dsp,45.45823287963867
audioflux\src\mir\_pitch_ffp.c,66.96253204345703,7.83199405670166,116.36788177490234,2.687506675720215,filter_bank,116.36788177490234
audioflux\src\cqt_algorithm.h,2.4298152923583984,17.335468292236328,38.0,2.811873435974121,filter_bank,38.0
audioflux\src\flux_spectral.h,3.728458881378174,27.31287384033203,9.09190559387207,5.060888767242432,feature,27.31287384033203
