file_path,configs,datasets,environments,robot_devices,utilities,best_module,best_likelihood
lerobot\src\lerobot\cameras\opencv\__init__.py,0.0,0.0,0.0,5.708941459655762,0.0,robot_devices,5.708941459655762
lerobot\examples\lekiwi\replay.py,18.07660675048828,40.94791793823242,3.4181315898895264,46.765113830566406,6.177669048309326,robot_devices,46.765113830566406
lerobot\src\lerobot\robots\openarm_follower\config_openarm_follower.py,16.057466506958008,9.057605743408203,4.171266078948975,54.53422164916992,3.688408613204956,robot_devices,54.53422164916992
lerobot\src\lerobot\robots\hope_jr\hope_jr_hand.py,67.26058959960938,7.5411057472229,4.5293121337890625,67.39332580566406,11.808197021484375,robot_devices,67.39332580566406
lerobot\src\lerobot\envs\robomme.py,3.615082025527954,43.6566047668457,5.375777721405029,2.823834180831909,8.748648643493652,datasets,43.6566047668457
lerobot\src\lerobot\async_inference\robot_client.py,28.38780975341797,11.502607345581055,73.84645080566406,113.7798080444336,16.727365493774414,robot_devices,113.7798080444336
lerobot\tests\policies\pi0_pi05\test_pi05.py,27.897504806518555,45.59560012817383,7.976003170013428,34.352169036865234,10.995842933654785,datasets,45.59560012817383
lerobot\src\lerobot\utils\robot_utils.py,1.5856691598892212,0.7428345084190369,2.2251269817352295,50.309024810791016,2.8254940509796143,robot_devices,50.309024810791016
lerobot\src\lerobot\motors\dynamixel\__init__.py,0.0,0.0,0.0,6.0928955078125,0.0,robot_devices,6.0928955078125
lerobot\tests\policies\test_gaussian_actor_config.py,28.968677520751953,45.60487747192383,6.473425388336182,30.990798950195312,13.296948432922363,datasets,45.60487747192383
lerobot\tests\policies\lingbot_va\test_modules.py,12.971574783325195,14.684995651245117,9.0478515625,32.7371940612793,17.054658889770508,robot_devices,32.7371940612793
lerobot\src\lerobot\policies\molmoact2\configuration_molmoact2.py,25.937610626220703,43.62351989746094,8.956754684448242,15.83303165435791,15.477421760559082,datasets,43.62351989746094
lerobot\src\lerobot\utils\io_utils.py,2.4592957496643066,14.994980812072754,0.0,3.3193390369415283,7.338423728942871,datasets,14.994980812072754
