file_path,model,preferences,best_module,best_likelihood
jabref\src\test\java\org\jabref\logic\importer\fileformat\SilverPlatterImporterTest.java,0.07207046917506627,0.0,model,0.07207046917506627
jabref\buildSrc\src\copied\java\org\jabref\logic\journals\JournalAbbreviationRepository.java,0.07889887264796666,0.008023662226540702,model,0.07889887264796666
jabref\src\main\java\org\jabref\gui\util\UiThreadList.java,0.028576953070504323,0.0,model,0.028576953070504323
jabref\src\main\java\org\jabref\logic\msbib\BibTeXConverter.java,0.06829870087759836,0.0,model,0.06829870087759836
jabref\src\test\java\org\jabref\logic\importer\fileformat\CffImporterTest.java,0.3494622094290597,0.06511586053030831,model,0.3494622094290597
jabref\src\main\java\org\jabref\gui\theme\StyleSheetResource.java,0.028577334540230887,0.0,model,0.028577334540230887
jabref\src\main\java\org\jabref\gui\libraryproperties\constants\ConstantsPropertiesView.java,0.05714733260018485,1.0,preferences,1.0
jabref\src\test\java\org\jabref\logic\cleanup\FieldFormatterCleanupTest.java,0.13616165433611188,0.0,model,0.13616165433611188
jabref\src\test\java\org\jabref\logic\net\ProxyTest.java,0.07312088693891253,0.02857142857142857,model,0.07312088693891253
jabref\src\main\java\org\jabref\logic\exporter\ModsExporter.java,1.0425469534737724,0.058465167454310824,model,1.0425469534737724
jabref\src\main\java\org\jabref\logic\shared\OracleProcessor.java,0.23347467694963728,0.6669600350516183,preferences,0.6669600350516183
jabref\src\main\java\org\jabref\model\util\ListUtil.java,3220.879592895508,0.0,model,3220.879592895508
jabref\src\main\java\org\jabref\model\groups\TexGroup.java,2762.4130249023438,0.1916663442339216,model,2762.4130249023438
jabref\src\test\java\org\jabref\logic\importer\fetcher\isbntobibtex\EbookDeIsbnFetcherTest.java,0.10704137938363212,0.0,model,0.10704137938363212
jabref\src\main\java\org\jabref\gui\libraryproperties\PropertiesTabViewModel.java,35.007455945014954,0.0,model,35.007455945014954
jabref\src\test\java\org\jabref\logic\util\strings\StringLengthComparatorTest.java,0.08504576001848493,0.0,model,0.08504576001848493
jabref\src\main\java\org\jabref\logic\citationstyle\JabRefItemDataProvider.java,0.1597757339477539,0.008023662226540702,model,0.1597757339477539
jabref\src\main\java\org\jabref\gui\externalfiles\UnlinkedFilesDialogView.java,0.03565303598131452,1.0,preferences,1.0
jabref\src\main\java\org\jabref\logic\bibtex\comparator\BibtexStringComparator.java,0.07255288532802037,0.0,model,0.07255288532802037
