file_path,Client,E2E,UI,best_module,best_likelihood
teammates\src\e2e\java\teammates\e2e\cases\StudentHomePageE2ETest.java,0.034675802503313334,4038.8457107543945,0.039751229967389785,E2E,4038.8457107543945
teammates\src\main\java\teammates\logic\external\EmptyAuthService.java,0.0,0.0,0.05714285714285714,UI,0.05714285714285714
teammates\src\main\java\teammates\ui\webapi\DatastoreBackupAction.java,3.240364728655134,0.08925762857709613,2276.6539764404297,UI,2276.6539764404297
teammates\src\test\java\teammates\ui\webapi\UpdateNotificationActionTest.java,0.06679390498570033,0.9256859915597099,2065.715103149414,UI,2065.715103149414
teammates\src\main\java\teammates\ui\output\InstructorData.java,0.009235145364488875,0.0,2023.5248184204102,UI,2023.5248184204102
teammates\src\main\java\teammates\ui\webapi\CreateNotificationAction.java,0.02857142857142857,0.0681861128125872,2103.535861968994,UI,2103.535861968994
teammates\src\main\java\teammates\storage\entity\BaseEntity.java,0.11542566844395229,0.03461203575134277,0.1516533442905971,UI,0.1516533442905971
teammates\src\test\java\teammates\common\datatransfer\SessionResultsBundleTest.java,0.03806031090872628,0.204733453478132,0.03673163482121059,E2E,0.204733453478132
teammates\src\main\java\teammates\ui\webapi\CreateCourseAction.java,0.03404123101915632,0.7802916935511998,2351.8978881835938,UI,2351.8978881835938
teammates\src\e2e\java\teammates\e2e\cases\AdminHomePageE2ETest.java,0.11612991605486189,3739.7499465942383,0.0809337820325579,E2E,3739.7499465942383
teammates\src\test\java\teammates\ui\webapi\GetFeedbackQuestionRecipientsActionTest.java,0.05410791124616351,0.20931555884225028,1871.4270782470703,UI,1871.4270782470703
teammates\src\main\java\teammates\common\datatransfer\FeedbackQuestionRecipient.java,0.02857142857142857,0.012701378549848284,0.02857142857142857,UI,0.02857142857142857
teammates\src\main\java\teammates\common\util\package-info.java,0.0,0.0,0.0325549874986921,UI,0.0325549874986921
teammates\src\main\java\teammates\common\datatransfer\QueryLogsResults.java,0.02857142857142857,0.011515929017748151,0.02857142857142857,UI,0.02857142857142857
teammates\src\e2e\java\teammates\e2e\pageobjects\AdminSessionsPage.java,0.11512438910348075,3578.784713745117,0.07538612910679408,E2E,3578.784713745117
teammates\src\test\java\teammates\logic\api\LogicExtension.java,0.0,0.08608833721705846,0.0,E2E,0.08608833721705846
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorCourseJoinConfirmationPageAxeTest.java,0.06635926110403878,4166.565055847168,0.01650987352643694,E2E,4166.565055847168
teammates\src\main\java\teammates\common\datatransfer\ErrorLogEntry.java,0.0674762385232108,0.10029874529157366,0.059283454077584403,E2E,0.10029874529157366
teammates\src\main\java\teammates\logic\external\MailjetService.java,1.0,0.15182056427001953,0.07768387794494629,Client,1.0
teammates\src\main\java\teammates\common\util\TimeHelper.java,0.051993206569126676,0.021270721299307686,0.06309811047145299,UI,0.06309811047145299
teammates\src\main\java\teammates\ui\webapi\DeleteStudentAction.java,0.0,0.0,2120.601272583008,UI,2120.601272583008
teammates\src\main\java\teammates\ui\webapi\ActionFactory.java,0.12513794217790877,0.23109768458775112,2300.047836303711,UI,2300.047836303711
teammates\src\lnp\java\teammates\lnp\util\JMeterElements.java,0.09210879462105888,0.12732440403529577,0.23349794660295758,UI,0.23349794660295758
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorCoursesPageAxeTest.java,0.03761821133749826,4154.480667114258,0.017009060723440987,E2E,4154.480667114258
teammates\src\lnp\java\teammates\lnp\cases\InstructorStudentCascadingUpdateLNPTest.java,0.08653676850455148,0.5494624546595982,0.13751226152692522,E2E,0.5494624546595982
teammates\src\test\java\teammates\ui\webapi\DeleteFeedbackQuestionActionTest.java,0.0205528770174299,0.48391756330217633,2016.58447265625,UI,2016.58447265625
teammates\src\client\java\teammates\client\util\ClientProperties.java,4652.972183227539,0.13441064017159599,0.11677213396344865,Client,4652.972183227539
teammates\src\main\java\teammates\common\datatransfer\questions\FeedbackRankOptionsResponseDetails.java,0.02857142857142857,0.06769317218235561,0.02857142857142857,E2E,0.06769317218235561
teammates\src\main\java\teammates\common\datatransfer\questions\FeedbackConstantSumResponseDetails.java,0.02857142857142857,0.06881944792611258,0.02857142857142857,E2E,0.06881944792611258
teammates\src\test\java\teammates\ui\webapi\ResetAccountActionTest.java,0.022386772292000905,0.6269935607910156,1946.8820762634277,UI,1946.8820762634277
teammates\src\test\java\teammates\ui\webapi\AccountRequestSearchIndexingWorkerActionTest.java,0.015906689848218646,0.11208348274230957,2096.6475868225098,UI,2096.6475868225098
teammates\src\main\java\teammates\storage\api\FeedbackResponseCommentsDb.java,0.04439747333526611,0.33514960152762274,0.0367605413709368,E2E,0.33514960152762274
teammates\src\e2e\java\teammates\e2e\util\TestProperties.java,0.23632510049002511,4100.05485534668,0.292697388785226,E2E,4100.05485534668
teammates\src\main\java\teammates\common\exception\SearchServiceException.java,0.0,0.03418558665684291,0.0,E2E,0.03418558665684291
teammates\src\client\java\teammates\client\scripts\DataMigrationForSanitizedDataInInstructorAttributes.java,4433.2109451293945,0.08162595203944616,0.0853900705065046,Client,4433.2109451293945
teammates\src\main\java\teammates\ui\request\FeedbackSessionRespondentRemindRequest.java,0.0,0.01120894125529698,2327.2919845581055,UI,2327.2919845581055
teammates\src\main\java\teammates\common\util\HttpRequest.java,0.0,0.05568722316196987,0.44659178597586496,UI,0.44659178597586496
teammates\src\e2e\java\teammates\e2e\cases\InstructorSessionIndividualExtensionPageE2ETest.java,0.1173762457711356,2979.9560546875,0.0895183971949986,E2E,2979.9560546875
teammates\src\main\java\teammates\logic\api\RecaptchaVerifier.java,0.0,0.009893381595611572,0.0,E2E,0.009893381595611572
teammates\src\test\java\teammates\ui\webapi\QueryLogsActionTest.java,0.02212080614907401,0.6469808850969587,1875.3426551818848,UI,1875.3426551818848
teammates\src\main\java\teammates\ui\request\CourseArchiveRequest.java,0.0,0.0,2175.704402923584,UI,2175.704402923584
teammates\src\test\java\teammates\test\MockFilterChain.java,0.0,0.08993234634399414,0.03901569502694266,E2E,0.08993234634399414
teammates\src\main\java\teammates\ui\webapi\SendLoginEmailAction.java,0.00841566835130964,0.5506569453648158,2389.5382690429688,UI,2389.5382690429688
teammates\src\client\java\teammates\client\scripts\DataMigrationForSanitizedDataInStudentAttributes.java,4227.907981872559,0.0747732434953962,0.08694948468889509,Client,4227.907981872559
teammates\src\main\java\teammates\ui\webapi\GetFeedbackSessionSubmittedGiverSetAction.java,0.0,0.0,2145.314655303955,UI,2145.314655303955
teammates\src\test\java\teammates\logic\api\MockRecaptchaVerifier.java,0.0,0.07952260289873396,0.0,E2E,0.07952260289873396
teammates\src\test\java\teammates\common\datatransfer\attributes\FeedbackResponseCommentAttributesTest.java,0.07033489772251673,0.159903131212507,0.06514883722577776,E2E,0.159903131212507
teammates\src\main\java\teammates\main\Application.java,0.13184056963239396,0.04266250814710345,0.3247091565813337,UI,0.3247091565813337
teammates\src\test\java\teammates\logic\api\EmailGeneratorTest.java,0.10917516435895647,0.5804373604910714,0.3516921179635184,E2E,0.5804373604910714
teammates\src\main\java\teammates\common\datatransfer\questions\FeedbackRankQuestionDetails.java,0.02857142857142857,0.0,0.02857142857142857,UI,0.02857142857142857
teammates\src\main\java\teammates\ui\request\NotificationUpdateRequest.java,0.0,0.0,2185.8079719543457,UI,2185.8079719543457
teammates\src\main\java\teammates\ui\output\FeedbackSessionLogEntryData.java,0.0,0.0,2094.8431396484375,UI,2094.8431396484375
teammates\src\e2e\java\teammates\e2e\pageobjects\Browser.java,0.25381622314453123,3856.0626220703125,0.3853463854108538,E2E,3856.0626220703125
teammates\src\test\java\teammates\ui\servlets\WebApiServletTest.java,0.02857142857142857,0.12701798847743442,1900.4878234863281,UI,1900.4878234863281
teammates\src\test\java\teammates\common\util\TimeHelperExtension.java,0.052369110924857,0.07425097737993513,0.06413450241088867,E2E,0.07425097737993513
teammates\src\main\java\teammates\ui\output\EmailData.java,0.0,0.0,2109.514102935791,UI,2109.514102935791
teammates\src\main\java\teammates\ui\webapi\UpdateInstructorAction.java,0.02857142857142857,0.0,2006.8161582946777,UI,2006.8161582946777
teammates\src\test\java\teammates\logic\core\DeadlineExtensionsLogicTest.java,0.9104078565325056,0.5124649047851563,0.17475012370518275,Client,0.9104078565325056
teammates\src\main\java\teammates\ui\output\FeedbackSessionPublishStatus.java,0.0,0.0,2129.4630241394043,UI,2129.4630241394043
teammates\src\main\java\teammates\common\datatransfer\UserInfo.java,0.02857142857142857,0.0,0.08571428571428572,UI,0.08571428571428572
teammates\src\main\java\teammates\ui\webapi\FeedbackSessionRemindEmailWorkerAction.java,0.0,0.026345443725585938,2110.374069213867,UI,2110.374069213867
teammates\src\lnp\java\teammates\lnp\util\TestProperties.java,0.14780281611851284,0.3429527010236468,0.21713709150041852,E2E,0.3429527010236468
teammates\src\main\java\teammates\ui\webapi\CreateAccountRequestAction.java,0.0,0.8870882306780133,2103.839740753174,UI,2103.839740753174
teammates\src\test\java\teammates\test\FileHelper.java,0.04426136016845703,0.1601749965122768,0.16275617054530553,UI,0.16275617054530553
teammates\src\main\java\teammates\logic\core\DataBundleLogic.java,0.1224733625139509,0.02210604463304792,0.05368421418326241,Client,0.1224733625139509
teammates\src\main\java\teammates\logic\core\UsageStatisticsLogic.java,0.0,0.021018072537013464,0.0,E2E,0.021018072537013464
teammates\src\e2e\java\teammates\e2e\pageobjects\InstructorStudentListPage.java,0.0741915089743478,3537.3989868164062,0.0423454795564924,E2E,3537.3989868164062
teammates\src\main\java\teammates\ui\webapi\GetInstructorsAction.java,0.11032641274588449,0.06670257023402623,2213.131561279297,UI,2213.131561279297
teammates\src\test\java\teammates\test\EmailCheckerTest.java,0.0,0.09020003591264997,0.09070595332554408,UI,0.09070595332554408
teammates\src\main\java\teammates\ui\webapi\JsonResult.java,0.10545911788940429,0.02300295829772949,2050.601272583008,UI,2050.601272583008
teammates\src\test\java\teammates\ui\webapi\UpdateFeedbackResponseCommentActionTest.java,0.08065920557294573,0.34982986450195314,1581.2360572814941,UI,1581.2360572814941
teammates\src\main\java\teammates\ui\webapi\RestoreFeedbackSessionAction.java,0.006403977530343192,0.0,2108.7753677368164,UI,2108.7753677368164
teammates\src\client\java\teammates\client\scripts\statistics\package-info.java,4716.045989990234,0.0,0.0,Client,4716.045989990234
teammates\src\test\java\teammates\common\datatransfer\questions\FeedbackTextQuestionDetailsTest.java,0.04205844402313232,0.21788861410958427,0.0382253680910383,E2E,0.21788861410958427
teammates\src\main\java\teammates\logic\core\FeedbackResponseCommentsLogic.java,0.07138596943446568,0.06241148539951869,0.18450732912336076,UI,0.18450732912336076
teammates\src\main\java\teammates\storage\api\StudentsDb.java,0.08538927350725446,0.3163780757359096,0.1929340362548828,E2E,0.3163780757359096
teammates\src\main\java\teammates\storage\entity\FeedbackResponseComment.java,0.0,0.011869405848639353,0.0,E2E,0.011869405848639353
teammates\src\main\java\teammates\storage\entity\Account.java,0.013325178623199463,0.0,0.0,Client,0.013325178623199463
teammates\src\test\java\teammates\common\datatransfer\attributes\FeedbackResponseAttributesTest.java,0.02857142857142857,0.16907904488699776,0.04749713965824672,E2E,0.16907904488699776
teammates\src\e2e\java\teammates\e2e\pageobjects\FeedbackSubmitPage.java,0.11945503779820034,3215.4340744018555,0.1822420120239258,E2E,3215.4340744018555
teammates\src\main\java\teammates\common\datatransfer\attributes\InstructorAttributes.java,0.03618143626621791,0.06791577339172364,0.02857142857142857,E2E,0.06791577339172364
teammates\src\lnp\java\teammates\lnp\cases\StudentEmailUpdateLNPTest.java,0.1437504632132394,0.28004967825753346,0.04031399999346052,E2E,0.28004967825753346
teammates\src\main\java\teammates\ui\webapi\RegenerateInstructorKeyAction.java,0.00787739668573652,0.5320309775216239,2173.8223838806152,UI,2173.8223838806152
teammates\src\test\java\teammates\ui\webapi\EnrollStudentsActionTest.java,0.04994679178510394,0.8666107722691128,1758.6104774475098,UI,1758.6104774475098
teammates\src\client\java\teammates\client\scripts\GoogleIdMigrationBaseScript.java,4312.275466918945,0.4599574497767857,0.09864569391523088,Client,4312.275466918945
teammates\src\main\java\teammates\common\datatransfer\questions\FeedbackMcqResponseDetails.java,0.02857142857142857,0.0,0.02857142857142857,UI,0.02857142857142857
teammates\src\main\java\teammates\common\util\EmailType.java,0.03895996979304722,0.03840160710471017,0.12534097943987166,UI,0.12534097943987166
teammates\src\main\java\teammates\ui\output\JoinState.java,0.0,0.0,2129.4630241394043,UI,2129.4630241394043
teammates\src\test\java\teammates\ui\webapi\RemindFeedbackSessionResultActionTest.java,0.017646689074380058,0.88780882699149,2157.234420776367,UI,2157.234420776367
teammates\src\test\java\teammates\storage\api\FeedbackQuestionsDbTest.java,0.048105498722621376,0.7858467647007533,0.0,E2E,0.7858467647007533
teammates\src\test\java\teammates\ui\webapi\UpdateFeedbackQuestionActionTest.java,0.08183347157069615,0.7482624053955078,1722.3448944091797,UI,1722.3448944091797
teammates\src\e2e\java\teammates\e2e\cases\InstructorCourseDetailsPageE2ETest.java,0.042473346846444264,3586.5322875976562,0.06673804691859654,E2E,3586.5322875976562
teammates\src\main\java\teammates\common\datatransfer\logs\RequestLogDetails.java,0.02857142857142857,0.025814342498779296,0.08571428571428572,UI,0.08571428571428572
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorHomePageAxeTest.java,0.03751167229243687,4148.807907104492,0.016966312272208076,E2E,4148.807907104492
teammates\src\main\java\teammates\common\datatransfer\attributes\FeedbackResponseAttributes.java,0.05714285714285714,0.07423929486955916,0.06450866290501185,E2E,0.07423929486955916
teammates\src\main\java\teammates\common\datatransfer\attributes\StudentAttributes.java,0.0653592382158552,0.07620476995195662,0.02857142857142857,E2E,0.07620476995195662
teammates\src\main\java\teammates\common\datatransfer\logs\EmailSentLogDetails.java,0.02857142857142857,0.027746154580797468,0.02857142857142857,UI,0.02857142857142857
teammates\src\main\java\teammates\storage\api\FeedbackQuestionsDb.java,0.047756927353995185,0.11624582835606166,0.03632874829428537,E2E,0.11624582835606166
teammates\src\main\java\teammates\ui\output\AuthInfo.java,0.0,0.0,2319.410629272461,UI,2319.410629272461
teammates\src\main\java\teammates\ui\webapi\JoinCourseAction.java,0.0,1.099104963030134,2107.5012397766113,UI,2107.5012397766113
teammates\src\main\java\teammates\ui\webapi\CalculateUsageStatisticsAction.java,0.01300995009286063,0.014618383135114398,2090.418071746826,UI,2090.418071746826
teammates\src\main\java\teammates\ui\webapi\SendEmailWorkerAction.java,0.0,0.0,2101.55330657959,UI,2101.55330657959
teammates\src\main\java\teammates\ui\output\NotificationData.java,0.0,0.0,2071.0935974121094,UI,2071.0935974121094
teammates\src\main\java\teammates\common\datatransfer\logs\DefaultLogDetails.java,0.02857142857142857,0.029241480146135604,0.02857142857142857,E2E,0.029241480146135604
teammates\src\e2e\java\teammates\e2e\cases\FeedbackConstSumOptionQuestionE2ETest.java,0.03298459734235491,3289.3265533447266,0.013423809834889004,E2E,3289.3265533447266
teammates\src\main\java\teammates\ui\webapi\DeleteFeedbackSessionAction.java,0.0,0.4189328874860491,2141.0935974121094,UI,2141.0935974121094
