file_path,CameraDataPostProcess,CameraDataPreProcess,CameraDataProcessCommon,CameraServiceCommon,ChannelCommon,ChannelSink,ChannelSource,DistributedCameraSinkMgr,VirtualCameraHdf,utils,best_module,best_likelihood
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcameradata\dcamera_stream_data_process_pipeline_listener.cpp,13.615363121032715,6.689152717590332,8.266094207763672,6.495124340057373,4.745594501495361,1.7458206415176392,1.0490244626998901,6.55778169631958,6.6765241622924805,9.533563613891602,CameraDataPostProcess,13.615363121032715
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_init_state.h,5.2355055809021,1.4415006637573242,2.485383987426758,8.435202598571777,1.9317349195480347,1.018646001815796,1.0513089895248413,4.640524864196777,4.230279445648193,3.005779981613159,CameraServiceCommon,8.435202598571777
distributed_camera\camera_hdf\hdi_impl\src\dstream_operator\doffline_stream_operator.cpp,3.0290656089782715,1.0263416767120361,0.0,3.0041937828063965,0.024872008711099625,1.0139057636260986,1.0387777090072632,1.5296212434768677,10.83399486541748,9.18826675415039,VirtualCameraHdf,10.83399486541748
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\provider\dcamera_provider_proxy.h,3.0395469665527344,1.035463571548462,3.9314470291137695,11.133230209350586,5.755126953125,1.0189704895019531,1.0519566535949707,7.835652828216553,12.807787895202637,9.703633308410645,VirtualCameraHdf,12.807787895202637
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\dcamera_sink_data_process_test.cpp,18.10332679748535,9.284859657287598,14.23412799835205,11.854911804199219,10.961129188537598,6.051677227020264,3.945794105529785,9.016164779663086,8.276037216186523,8.09368896484375,CameraDataPostProcess,18.10332679748535
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\provider\dcamera_provider_stub.cpp,11.239850997924805,9.219847679138184,11.417645454406738,10.682015419006348,7.888189792633057,1.831579566001892,2.605576515197754,12.63184642791748,11.645060539245605,14.89748764038086,utils,14.89748764038086
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\include\distributed_camera_source_proxy.h,5.123311519622803,1.0348423719406128,3.9685916900634766,8.90263843536377,5.884946823120117,1.0181701183319092,1.0515145063400269,3.290621757507324,5.4445905685424805,4.643196105957031,CameraServiceCommon,8.90263843536377
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\device\dcamera_device_stub.cpp,10.987493515014648,8.1598482131958,9.024956703186035,10.551290512084961,5.938560485839844,2.7666497230529785,2.149106025695801,8.329232215881348,12.474613189697266,14.351866722106934,utils,14.351866722106934
distributed_camera\services\data_process\include\pipeline\dcamera_pipeline_sink.h,18.615943908691406,9.83791446685791,12.360310554504395,9.581628799438477,7.236975193023682,1.0576350688934326,1.168992042541504,8.388938903808594,4.214508056640625,6.543156147003174,CameraDataPostProcess,18.615943908691406
distributed_camera\camera_hdf\hdi_impl\include\dstream_operator\dbuffer_manager.h,5.862146377563477,2.034911870956421,1.5684739351272583,4.254321098327637,1.0335416793823242,2.5916788578033447,2.051682710647583,2.872506618499756,8.690143585205078,7.296103477478027,VirtualCameraHdf,8.690143585205078
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\dstream_operator_callback.cpp,3.036302089691162,3.4289705753326416,1.8969738483428955,6.113560676574707,3.826284170150757,1.0175710916519165,1.0499073266983032,2.7308690547943115,11.529797554016113,7.6080002784729,VirtualCameraHdf,11.529797554016113
distributed_camera\camera_hdf\hdi_impl\include\dstream_operator\doffline_stream_operator.h,3.029006242752075,1.0262868404388428,0.0,3.0041873455047607,0.024818964302539825,1.0138773918151855,1.0386962890625,1.2835946083068848,10.580516815185547,6.362799167633057,VirtualCameraHdf,10.580516815185547
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\interface\icamera_sink_access_control.h,3.6531975269317627,3.1429998874664307,6.181805610656738,7.201749324798584,7.109189033508301,1.0367846488952637,4.357465744018555,9.896053314208984,5.247636795043945,3.0058281421661377,DistributedCameraSinkMgr,9.896053314208984
distributed_camera\services\data_process\src\pipeline\dcamera_pipeline_sink.cpp,24.5118350982666,17.044715881347656,25.464170455932617,11.99262523651123,9.647567749023438,3.8345248699188232,1.855280876159668,14.990972518920898,6.788869857788086,14.739909172058105,CameraDataProcessCommon,25.464170455932617
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\callback\dcamera_sink_output_result_callback.cpp,10.498651504516602,5.080631256103516,5.01145076751709,7.512056827545166,3.078470468521118,1.763709306716919,1.102690577507019,10.517723083496094,4.4653000831604,7.654061794281006,DistributedCameraSinkMgr,10.517723083496094
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\include\idistributed_camera_source.h,5.246840953826904,1.428931474685669,4.837871074676514,9.751909255981445,7.500951290130615,1.018161416053772,1.0513916015625,2.996504783630371,8.507952690124512,4.629824161529541,CameraServiceCommon,9.751909255981445
distributed_camera\services\channel\include\dcamera_softbus_adapter.h,12.386008262634277,7.038590908050537,9.98733901977539,13.93639087677002,19.90817642211914,8.738282203674316,8.371511459350586,9.51284408569336,6.4109272956848145,9.470884323120117,ChannelCommon,19.90817642211914
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_video_callback.h,4.072177886962891,1.068631887435913,0.6444035172462463,6.139077663421631,0.06633731722831726,1.0354632139205933,1.1018004417419434,2.4125704765319824,4.24676513671875,6.736397743225098,utils,6.736397743225098
distributed_camera\services\channel\include\dcamera_channel_source_impl.h,8.727283477783203,3.8247461318969727,5.653885841369629,10.542922973632812,14.341872215270996,5.930078029632568,5.2599992752075195,5.369543075561523,6.9359564781188965,8.147103309631348,ChannelCommon,14.341872215270996
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcameradata\dcamera_source_data_process.h,11.07971477508545,4.191512107849121,6.605266094207764,7.348789691925049,3.483335494995117,1.0189297199249268,1.0526976585388184,5.822456359863281,6.080079555511475,7.510706424713135,CameraDataPostProcess,11.07971477508545
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\provider\dcamera_provider_callback_proxy.h,3.0394840240478516,1.0360679626464844,3.667715072631836,10.088436126708984,5.564344882965088,1.0191841125488281,1.0529519319534302,5.744151592254639,10.012385368347168,9.43480396270752,CameraServiceCommon,10.088436126708984
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\dstream_operator_callback_stub.h,8.960229873657227,4.705695629119873,8.103269577026367,4.915602207183838,5.692390441894531,1.0190486907958984,1.054108738899231,6.415128231048584,9.598063468933105,9.228286743164062,VirtualCameraHdf,9.598063468933105
distributed_camera\camera_hdf\hdi_impl\include\dcamera_provider\dcamera_provider.h,3.0395731925964355,1.036401391029358,1.609447717666626,8.450531959533691,1.6436090469360352,1.0193207263946533,1.053482174873352,5.570845127105713,8.885488510131836,10.819796562194824,utils,10.819796562194824
distributed_camera\services\data_process\include\pipeline_node\fpscontroller\fps_controller_process.h,22.498455047607422,8.643633842468262,11.223397254943848,10.638687133789062,4.736256122589111,9.601818084716797,7.235625743865967,18.77593421936035,4.37850284576416,6.303560733795166,CameraDataPostProcess,22.498455047607422
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\include\callback\idcamera_source_callback.h,10.694783210754395,4.4952168464660645,9.998976707458496,7.8145623207092285,9.279841423034668,1.018715500831604,1.051768183708191,4.740539073944092,5.125285625457764,6.524119853973389,CameraDataPostProcess,10.694783210754395
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\listener\dcamera_sink_controller_channel_listener.cpp,11.285484313964844,5.025292873382568,6.655621528625488,13.103373527526855,10.546721458435059,16.832744598388672,12.339518547058105,24.558094024658203,4.441624641418457,6.94483757019043,DistributedCameraSinkMgr,24.558094024658203
distributed_camera\services\cameraservice\base\include\dcamera_protocol.h,4.236766815185547,1.0359247922897339,1.4168415069580078,13.927498817443848,5.219592094421387,4.185859203338623,3.6457207202911377,2.666684627532959,8.476906776428223,8.184925079345703,CameraServiceCommon,13.927498817443848
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\listener\dcamera_sink_data_process_listener.h,9.821773529052734,6.43544864654541,7.011862277984619,7.565537452697754,6.159640789031982,1.0362948179244995,1.1043052673339844,7.779562473297119,4.247147083282471,6.48252010345459,CameraDataPostProcess,9.821773529052734
distributed_camera\services\data_process\include\interfaces\idata_process_pipeline.h,14.312459945678711,7.800081729888916,11.856584548950195,8.451640129089355,9.245794296264648,1.0166469812393188,1.047453761100769,6.610153675079346,4.244065284729004,5.130683898925781,CameraDataPostProcess,14.312459945678711
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcameradata\dcamera_source_input_channel_listener.h,8.293996810913086,5.118438720703125,5.558751583099365,9.636226654052734,9.531379699707031,3.2305281162261963,3.262699842453003,5.350368976593018,5.240172386169434,7.0096516609191895,CameraServiceCommon,9.636226654052734
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_preview_callback.h,4.03494930267334,1.0314034223556519,0.0,5.494674205780029,0.029108867049217224,1.0168489217758179,1.0459578037261963,2.3567278385162354,4.24676513671875,6.736397743225098,utils,6.736397743225098
distributed_camera\services\cameraservice\base\src\dcamera_channel_info_cmd.cpp,9.553041458129883,4.481089115142822,8.77739429473877,12.704085350036621,10.61756420135498,8.279312133789062,5.499935150146484,8.336193084716797,5.338131427764893,6.74730110168457,CameraServiceCommon,12.704085350036621
distributed_camera\interfaces\inner_kits\native_cpp\camera_sink\src\dcamera_sink_handler.cpp,3.9881913661956787,3.719637870788574,3.958686590194702,8.344194412231445,5.7885050773620605,1.5170612335205078,1.108885645866394,4.623970031738281,7.073044300079346,3.368546485900879,CameraServiceCommon,8.344194412231445
distributed_camera\common\include\utils\dcamera_index.h,3.0375328063964844,1.0340242385864258,4.7432403564453125,3.0057790279388428,2.403374195098877,1.0181472301483154,1.0499011278152466,1.0499011278152466,5.06431245803833,119.72514343261719,utils,119.72514343261719
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcamerastate\dcamera_source_init_state.cpp,6.05478048324585,1.920643925666809,3.0053582191467285,8.735273361206055,2.2517857551574707,2.227489948272705,1.3948227167129517,5.79365348815918,4.401190280914307,3.550309419631958,CameraServiceCommon,8.735273361206055
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\device\dcamera_device_callback_stub.cpp,9.058527946472168,6.331095218658447,8.982335090637207,7.277170658111572,5.6188788414001465,1.0352596044540405,1.100870132446289,6.452924728393555,8.369051933288574,11.594314575195312,utils,11.594314575195312
distributed_camera\services\cameraservice\sourceservice\src\distributedcamera\distributed_camera_source_service.cpp,6.473469257354736,2.3438057899475098,3.247037410736084,9.826987266540527,5.837525844573975,1.791239619255066,1.8231931924819946,5.718029499053955,11.089143753051758,4.766505718231201,VirtualCameraHdf,11.089143753051758
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\src\distributed_camera_source_proxy.cpp,11.486783027648926,5.022983551025391,9.157316207885742,9.931650161743164,7.643133163452148,1.5695372819900513,1.0483921766281128,7.189411163330078,8.920144081115723,7.316961765289307,CameraDataPostProcess,11.486783027648926
distributed_camera\camera_hdf\hdi_impl\include\dstream_operator\dcamera_steam.h,3.6119704246520996,1.6433911323547363,0.3097749948501587,4.566714286804199,0.33125054836273193,1.5697070360183716,1.0345789194107056,2.2549829483032227,9.70689868927002,8.120564460754395,VirtualCameraHdf,9.70689868927002
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\device\dcamera_device_proxy.h,4.272414684295654,1.9465277194976807,2.699341297149658,10.222822189331055,4.594379901885986,2.7659244537353516,1.981445550918579,4.190994739532471,10.647611618041992,10.813164710998535,utils,10.813164710998535
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcameradata\dcamera_stream_data_process_producer.cpp,13.658382415771484,4.87068510055542,10.66379451751709,7.6528706550598145,4.998440742492676,2.7691454887390137,1.853285312652588,8.9928560256958,10.985169410705566,13.231681823730469,CameraDataPostProcess,13.658382415771484
distributed_camera\camera_hdf\hdi_impl\include\dcamera_host\dcamera_host.h,3.041616678237915,1.037256121635437,0.0,6.044414043426514,0.03390392288565636,1.0203040838241577,1.0542080402374268,1.251549243927002,5.6210408210754395,5.799851894378662,CameraServiceCommon,6.044414043426514
distributed_camera\services\cameraservice\base\include\dcamera_capture_info_cmd.h,7.870263576507568,3.0354926586151123,5.303487300872803,8.472819328308105,3.6735024452209473,3.0954034328460693,2.5372512340545654,6.17057991027832,5.230230331420898,5.855224609375,CameraServiceCommon,8.472819328308105
distributed_camera\services\cameraservice\cameraoperator\client\src\dcamera_client.cpp,14.021031379699707,5.729819297790527,6.214104652404785,11.923470497131348,4.156325340270996,1.9266923666000366,1.5689858198165894,8.600518226623535,8.518635749816895,8.18746566772461,CameraDataPostProcess,14.021031379699707
distributed_camera\interfaces\inner_kits\native_cpp\camera_sink\include\dcamera_sink_handler.h,4.657774925231934,3.3101158142089844,4.167315483093262,8.757603645324707,6.175460338592529,1.6603213548660278,1.1138193607330322,3.94828462600708,4.262411594390869,3.0060954093933105,CameraServiceCommon,8.757603645324707
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\host\dcamera_host_proxy.h,3.44624924659729,1.035396695137024,1.8373852968215942,7.933058738708496,3.7065765857696533,1.0194936990737915,1.0512996912002563,3.356401205062866,7.365781784057617,7.074441909790039,CameraServiceCommon,7.933058738708496
distributed_camera\services\cameraservice\sourceservice\src\distributedcamera\dcamera_service_state_listener.cpp,11.066912651062012,4.5185651779174805,6.689197063446045,5.424314498901367,4.625279426574707,1.4300788640975952,1.0504039525985718,6.131402492523193,6.019138336181641,6.419748783111572,CameraDataPostProcess,11.066912651062012
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\device\dcamera_device_callback.h,3.031334638595581,1.027476191520691,2.6277973651885986,6.409657955169678,3.9645135402679443,1.0150401592254639,1.039912223815918,2.776177406311035,7.429166316986084,6.541601181030273,VirtualCameraHdf,7.429166316986084
