file_path,MediaManagement,UserManagement,UserDBAdapter,TagWatermarking,Packaging,ReEncoder,Database,MediaAccess,FileStorage,best_module,best_likelihood
Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,10.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,TagWatermarking,100.00
Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,5.00,0.00,0.00,0.00,99.00,0.00,0.00,0.00,1.00,Packaging,99.00
Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,100.00,0.00,0.00,5.00,15.00,0.00,0.00,20.00,10.00,MediaManagement,100.00
Implementation/mediastore.ejb.reencoder/src/edu/kit/ipd/sdq/mediastore/ejb/reencoder/ReEncoderImpl.java,15.00,0.00,0.00,0.00,10.00,95.00,0.00,5.00,20.00,ReEncoder,95.00
Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,10.00,5.00,5.00,0.00,0.00,5.00,60.00,90.00,20.00,MediaAccess,90.00
Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,20.00,0.00,0.00,0.00,10.00,0.00,5.00,100.00,30.00,MediaAccess,100.00
Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/DbManager.java,20.00,0.00,0.00,0.00,0.00,0.00,30.00,95.00,10.00,MediaAccess,95.00
Implementation/mediastore.ejb.cache/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/cache/CacheSingleton.java,20.00,0.00,0.00,0.00,0.00,0.00,10.00,60.00,10.00,MediaAccess,60.00
Implementation/mediastore.ejb.cache/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/cache/IdAndBitrate.java,10.00,0.00,0.00,20.00,0.00,70.00,0.00,30.00,0.00,ReEncoder,70.00
Implementation/mediastore.ejb.cache/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/cache/CacheImpl.java,20.00,0.00,0.00,0.00,10.00,0.00,5.00,40.00,25.00,MediaAccess,40.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/filters/MainFilter.java,5.00,30.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,UserManagement,30.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/SessionBean.java,0.00,30.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,UserManagement,30.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/UploadBean.java,20.00,10.00,15.00,5.00,0.00,5.00,10.00,70.00,40.00,MediaAccess,70.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/DownloadBean.java,70.00,5.00,0.00,10.00,30.00,5.00,0.00,40.00,15.00,MediaManagement,70.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/WebBeanManager.java,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MediaManagement,10.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/RegisterBean.java,0.00,95.00,10.00,0.00,0.00,0.00,5.00,0.00,0.00,UserManagement,95.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/LoginBean.java,0.00,95.00,10.00,0.00,0.00,0.00,5.00,0.00,0.00,UserManagement,95.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/utils/SessionUtil.java,10.00,85.00,15.00,0.00,0.00,0.00,5.00,5.00,0.00,UserManagement,85.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/utils/MessageUtil.java,0.00,10.00,0.00,0.00,0.00,0.00,0.00,30.00,10.00,MediaAccess,30.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/Main.java,10.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,MediaManagement,10.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/InterfaceDetails.java,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,20.00,MediaAccess,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/Config.java,5.00,5.00,10.00,5.00,5.00,5.00,20.00,30.00,50.00,FileStorage,50.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/EJB.java,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MediaManagement,10.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/RequiredInterface.java,5.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,MediaAccess,10.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/GlobalConstantsContainer.java,5.00,5.00,5.00,0.00,0.00,0.00,5.00,30.00,50.00,FileStorage,50.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/ProvidedInterface.java,5.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,FileStorage,15.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/FailedDownloadException.java,30.00,0.00,0.00,10.00,5.00,0.00,0.00,40.00,15.00,MediaAccess,40.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/AppException.java,20.00,15.00,10.00,5.00,5.00,5.00,10.00,20.00,20.00,MediaManagement,20.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/DbException.java,0.00,10.00,70.00,0.00,0.00,0.00,90.00,30.00,0.00,Database,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/UnknownServerException.java,40.00,10.00,15.00,5.00,5.00,5.00,5.00,30.00,25.00,MediaManagement,40.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/FailedUploadException.java,20.00,0.00,0.00,0.00,0.00,0.00,10.00,60.00,30.00,MediaAccess,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/UserAlreadyExistsException.java,0.00,80.00,90.00,0.00,0.00,0.00,5.00,0.00,0.00,UserDBAdapter,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/BadLoginDataException.java,0.00,95.00,20.00,0.00,0.00,0.00,5.00,0.00,0.00,UserManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/ConversionException.java,10.00,0.00,0.00,20.00,10.00,80.00,0.00,30.00,50.00,ReEncoder,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/PropertiesException.java,20.00,15.00,15.00,5.00,5.00,5.00,10.00,30.00,35.00,FileStorage,35.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/utils/LameUtil.java,10.00,0.00,0.00,15.00,5.00,70.00,0.00,10.00,10.00,ReEncoder,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/utils/FSUtil.java,10.00,0.00,0.00,5.00,15.00,0.00,0.00,30.00,90.00,FileStorage,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/utils/PropertiesUtil.java,10.00,10.00,10.00,5.00,5.00,5.00,5.00,40.00,10.00,MediaAccess,40.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/utils/JNDIUtil.java,10.00,5.00,20.00,0.00,0.00,0.00,25.00,65.00,40.00,MediaAccess,65.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,30.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,20.00,MediaAccess,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/ICacheMaintenanceRemote.java,20.00,0.00,0.00,0.00,0.00,0.00,40.00,60.00,50.00,MediaAccess,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,20.00,0.00,0.00,0.00,0.00,0.00,10.00,95.00,50.00,MediaAccess,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,20.00,0.00,0.00,10.00,10.00,0.00,0.00,95.00,30.00,MediaAccess,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Packaging,100.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadCacheRemote.java,40.00,0.00,0.00,0.00,5.00,0.00,0.00,30.00,70.00,FileStorage,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadCacheLocal.java,30.00,0.00,0.00,0.00,5.00,0.00,0.00,40.00,70.00,FileStorage,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadMediaAccessRemote.java,40.00,0.00,0.00,5.00,5.00,5.00,0.00,85.00,10.00,MediaAccess,85.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IBusinessInterface.java,80.00,10.00,5.00,5.00,5.00,5.00,0.00,20.00,5.00,MediaManagement,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadMediaAccess.java,60.00,0.00,0.00,5.00,5.00,0.00,0.00,90.00,30.00,MediaAccess,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadMediaAccessLocal.java,30.00,0.00,0.00,10.00,5.00,0.00,0.00,95.00,10.00,MediaAccess,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Packaging,100.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,0.00,100.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,UserManagement,100.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownload.java,60.00,0.00,0.00,0.00,40.00,0.00,0.00,70.00,50.00,MediaAccess,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,95.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,MediaManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadReEncoder.java,20.00,0.00,0.00,5.00,0.00,95.00,0.00,0.00,30.00,ReEncoder,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,20.00,0.00,0.00,0.00,5.00,0.00,10.00,90.00,50.00,MediaAccess,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadReEncoderRemote.java,30.00,0.00,0.00,0.00,10.00,90.00,0.00,20.00,40.00,ReEncoder,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserDBAdapter.java,0.00,20.00,95.00,0.00,0.00,0.00,5.00,0.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,95.00,0.00,0.00,5.00,15.00,5.00,0.00,75.00,60.00,MediaManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarking.java,30.00,0.00,0.00,90.00,5.00,10.00,0.00,20.00,15.00,TagWatermarking,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,10.00,0.00,0.00,0.00,0.00,0.00,5.00,90.00,20.00,MediaAccess,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,90.00,10.00,5.00,5.00,5.00,5.00,0.00,10.00,10.00,MediaManagement,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadCache.java,20.00,0.00,0.00,10.00,15.00,0.00,5.00,15.00,35.00,FileStorage,35.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadReEncoderLocal.java,10.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,30.00,ReEncoder,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/ICacheMaintenanceLocal.java,20.00,0.00,0.00,0.00,0.00,5.00,15.00,40.00,20.00,MediaAccess,40.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,20.00,0.00,0.00,10.00,0.00,0.00,15.00,90.00,30.00,MediaAccess,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarkingRemote.java,30.00,0.00,0.00,90.00,10.00,0.00,0.00,20.00,10.00,TagWatermarking,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarkingLocal.java,20.00,0.00,0.00,90.00,0.00,0.00,0.00,10.00,0.00,TagWatermarking,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarkingLocal.java,20.00,0.00,0.00,95.00,0.00,0.00,0.00,5.00,0.00,TagWatermarking,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,50.00,60.00,20.00,0.00,0.00,0.00,0.00,70.00,30.00,MediaAccess,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/ICacheMaintenance.java,40.00,5.00,5.00,5.00,5.00,5.00,10.00,60.00,10.00,MediaAccess,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Packaging,100.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarking.java,5.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,5.00,TagWatermarking,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarkingRemote.java,30.00,0.00,0.00,95.00,0.00,0.00,0.00,15.00,0.00,TagWatermarking,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,0.00,95.00,10.00,0.00,0.00,0.00,5.00,0.00,0.00,UserManagement,95.00
