file_path,cli,gui,preferences,best_module,best_likelihood
jabref\src\test\java\org\jabref\logic\importer\fileformat\SilverPlatterImporterTest.java,0.012628749438694546,0.05839152336120605,0.0,gui,0.05839152336120605
jabref\buildSrc\src\copied\java\org\jabref\logic\journals\JournalAbbreviationRepository.java,0.012364015408924648,0.3418504170009068,0.008023662226540702,gui,0.3418504170009068
jabref\src\main\java\org\jabref\gui\util\UiThreadList.java,4.60267890178199E-6,2512.209701538086,0.0,gui,2512.209701538086
jabref\src\main\java\org\jabref\logic\msbib\BibTeXConverter.java,3.3104995964095E-6,0.35917385646275113,0.0,gui,0.35917385646275113
jabref\src\test\java\org\jabref\logic\importer\fileformat\CffImporterTest.java,1.0409602573939731,0.477668707711356,0.06511586053030831,cli,1.0409602573939731
jabref\src\main\java\org\jabref\gui\theme\StyleSheetResource.java,4.92293869943491E-6,2257.581443786621,0.0,gui,2257.581443786621
jabref\src\main\java\org\jabref\gui\libraryproperties\constants\ConstantsPropertiesView.java,0.8223573412214007,2357.9076385498047,1.0,gui,2357.9076385498047
jabref\src\test\java\org\jabref\logic\cleanup\FieldFormatterCleanupTest.java,3.89134636082287E-6,0.6377312796456474,0.0,gui,0.6377312796456474
jabref\src\test\java\org\jabref\logic\net\ProxyTest.java,4.74148380037929E-6,0.08767345973423549,0.02857142857142857,gui,0.08767345973423549
jabref\src\main\java\org\jabref\logic\exporter\ModsExporter.java,0.010178435700280326,0.14632560185023716,0.058465167454310824,gui,0.14632560185023716
jabref\src\main\java\org\jabref\logic\shared\OracleProcessor.java,0.9359419686453683,0.37526659284319197,0.6669600350516183,cli,0.9359419686453683
jabref\src\main\java\org\jabref\model\util\ListUtil.java,4.85536999933954E-6,0.06886453628540039,0.0,gui,0.06886453628540039
jabref\src\main\java\org\jabref\model\groups\TexGroup.java,0.009169420174189976,0.292404774257115,0.1916663442339216,gui,0.292404774257115
jabref\src\test\java\org\jabref\logic\importer\fetcher\isbntobibtex\EbookDeIsbnFetcherTest.java,3.89347218775323E-6,0.05728754316057478,0.0,gui,0.05728754316057478
jabref\src\main\java\org\jabref\gui\libraryproperties\PropertiesTabViewModel.java,5.07295605660017E-6,2289.047317504883,0.0,gui,2289.047317504883
jabref\src\test\java\org\jabref\logic\util\strings\StringLengthComparatorTest.java,4.51457038122628E-6,0.05489569050925119,0.0,gui,0.05489569050925119
jabref\src\main\java\org\jabref\logic\citationstyle\JabRefItemDataProvider.java,0.008669472592217582,0.048180641446794785,0.008023662226540702,gui,0.048180641446794785
jabref\src\main\java\org\jabref\gui\externalfiles\UnlinkedFilesDialogView.java,0.12345928464617048,1982.649917602539,1.0,gui,1982.649917602539
jabref\src\main\java\org\jabref\logic\bibtex\comparator\BibtexStringComparator.java,4.57292979782713E-6,0.04397596972329276,0.0,gui,0.04397596972329276
jabref\src\main\java\org\jabref\gui\entryeditor\DeprecatedFieldsTab.java,0.01653540475027902,2590.5754470825195,2.7481092180524556,gui,2590.5754470825195
jabref\src\test\java\org\jabref\logic\importer\fetcher\SemanticScholarTest.java,1.2277542114257813,0.4153065817696708,0.0,cli,1.2277542114257813
jabref\src\main\java\org\jabref\logic\importer\fetcher\CiteSeer.java,0.05677612509046282,0.04245091847011021,0.0,cli,0.05677612509046282
jabref\src\main\java\org\jabref\architecture\AllowedToUseAwt.java,5.10959237414811E-6,0.15198743002755302,0.0,gui,0.15198743002755302
jabref\src\main\java\org\jabref\logic\layout\format\HTMLChars.java,0.1922851698739188,0.31439219883510044,0.019965709958757672,gui,0.31439219883510044
jabref\src\test\java\org\jabref\model\openoffice\CitationEntryTest.java,4.07277340335505E-6,0.2841927937098912,0.0,gui,0.2841927937098912
jabref\src\main\java\org\jabref\model\database\KeyChangeListener.java,4.16876324119845E-6,0.09385156631469727,0.010632756778172084,gui,0.09385156631469727
jabref\src\test\java\org\jabref\model\groups\AutomaticPersonsGroupTest.java,4.12020932084748E-6,0.06135974611554827,0.0,gui,0.06135974611554827
jabref\src\main\java\org\jabref\gui\fieldeditors\AbstractEditorViewModel.java,4.32154255187405E-6,2131.4391708374023,0.0,gui,2131.4391708374023
jabref\src\main\java\org\jabref\preferences\GeneralPreferences.java,4.26938682461956E-6,0.3988645826067243,3204.8693466186523,preferences,3204.8693466186523
jabref\src\test\java\org\jabref\logic\layout\LayoutHelperTest.java,4.54356278558927E-6,0.37329676491873603,0.0,gui,0.37329676491873603
jabref\src\main\java\org\jabref\logic\importer\SearchBasedFetcher.java,4.77347389927932E-6,0.04465152876717704,0.0,gui,0.04465152876717704
jabref\src\test\java\org\jabref\logic\importer\fetcher\IEEETest.java,0.009718468359538487,0.2828446252005441,0.02887929507664272,gui,0.2828446252005441
jabref\src\main\java\org\jabref\gui\maintable\SmartConstrainedResizePolicy.java,0.5272697993687221,2219.2589378356934,0.0,gui,2219.2589378356934
jabref\src\test\java\org\jabref\logic\citationkeypattern\AbstractCitationKeyPatternTest.java,4.54356278558927E-6,0.05905236516680036,0.0,gui,0.05905236516680036
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\sidebuttons\InfoButton.java,0.8924840109688895,2488.86417388916,0.0,gui,2488.86417388916
jabref\src\main\java\org\jabref\logic\layout\format\NoSpaceBetweenAbbreviations.java,4.99241411619421E-6,0.04538905961172921,0.0,gui,0.04538905961172921
jabref\src\main\java\org\jabref\gui\fieldeditors\ContextMenuAddable.java,5.05483393291278E-6,2285.2464294433594,0.0,gui,2285.2464294433594
jabref\src\main\java\org\jabref\logic\formatter\bibtexfields\CleanupUrlFormatter.java,0.054706662041800365,0.04349372727530343,0.0,cli,0.054706662041800365
jabref\src\main\java\org\jabref\logic\util\MetadataSerializationConfiguration.java,4.93151684557753E-6,0.04518392086029053,0.0,gui,0.04518392086029053
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\FieldMergerFactory.java,0.07671026502336775,2203.1337356567383,0.0,gui,2203.1337356567383
jabref\src\main\java\org\jabref\gui\mergeentries\MergeResult.java,5.03684111338641E-6,2281.4722442626953,0.0,gui,2281.4722442626953
jabref\src\main\java\org\jabref\gui\entryeditor\OptionalFields2Tab.java,0.014177043948854719,2355.2015686035156,2.7810435703822542,gui,2355.2015686035156
jabref\src\test\java\org\jabref\logic\formatter\IdentityFormatterTest.java,5.28717480067696E-6,0.0607177870614188,0.0,gui,0.0607177870614188
jabref\src\test\java\org\jabref\logic\formatter\casechanger\TitleCaseFormatterTest.java,0.027918764523097446,0.08797371046883719,0.02707620348249163,gui,0.08797371046883719
jabref\src\main\java\org\jabref\gui\fieldeditors\identifier\EprintIdentifierEditorViewModel.java,4.60267890178199E-6,2330.0821685791016,2.7231109619140623,gui,2330.0821685791016
jabref\src\test\java\org\jabref\model\entry\identifier\MathSciNetIdTest.java,4.94012534285762E-6,0.07006663594927107,0.0,gui,0.07006663594927107
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\ReplaceTabsBySpaceFormaterTest.java,4.8222768652652E-6,0.07361127308436803,0.0,gui,0.07361127308436803
jabref\src\main\java\org\jabref\gui\autocompleter\AppendPersonNamesStrategy.java,5.00123673451266E-6,2274.0045166015625,0.0,gui,2274.0045166015625
jabref\src\main\java\org\jabref\gui\importer\ImportCommand.java,0.04633429731641497,2236.0120582580566,3.0163667951311384,gui,2236.0120582580566
jabref\src\test\java\org\jabref\logic\exporter\MetaDataSerializerTest.java,4.07277340335505E-6,0.2906478609357561,0.0,gui,0.2906478609357561
jabref\src\test\java\org\jabref\logic\importer\fileformat\RepecNepImporterTest.java,4.26938682461956E-6,0.05879888534545898,0.0,gui,0.05879888534545898
jabref\src\main\java\org\jabref\gui\slr\StartNewStudyAction.java,0.012628749438694546,2581.4358520507812,1.0147404261997768,gui,2581.4358520507812
jabref\src\main\java\org\jabref\model\openoffice\uno\UnoTextSection.java,4.42977262926953E-6,0.26049365997314455,0.0,gui,0.26049365997314455
jabref\src\test\java\org\jabref\logic\importer\fileformat\RISImporterFilesTest.java,4.77347389927932E-6,0.0568270172391619,0.0,gui,0.0568270172391619
jabref\src\main\java\org\jabref\logic\importer\util\ShortDOIServiceException.java,4.85536999933954E-6,0.04492740971701486,0.0,gui,0.04492740971701486
jabref\src\test\java\org\jabref\logic\importer\fetcher\MedlineFetcherTest.java,0.58380982535226,1.5411490304129465,0.01679128238133022,gui,1.5411490304129465
jabref\src\test\java\org\jabref\gui\util\comparator\SpecialFieldComparatorTest.java,4.57292979782713E-6,2205.089855194092,0.0,gui,2205.089855194092
jabref\src\main\java\org\jabref\gui\theme\StyleSheet.java,0.014641562529972622,2418.383255004883,0.03775918824332101,gui,2418.383255004883
jabref\src\main\java\org\jabref\gui\collab\entryadd\EntryAdd.java,0.01698863846915109,2216.200122833252,0.0,gui,2216.200122833252
jabref\src\test\java\org\jabref\logic\importer\fetcher\JstorFetcherTest.java,2.0225008283342634,0.29993321555001395,0.009267611163003104,cli,2.0225008283342634
jabref\src\main\java\org\jabref\gui\maintable\MainTableFieldValueFormatter.java,4.37498841035579E-6,2483.6061096191406,0.0,gui,2483.6061096191406
jabref\src\test\java\org\jabref\logic\importer\fetcher\DOABFetcherTest.java,1.2627445765904017,0.4413848604474749,0.13411613191877092,cli,1.2627445765904017
jabref\src\main\java\org\jabref\gui\openoffice\OpenOfficePanel.java,0.5296699523925781,2065.2898597717285,1.4075455801827568,gui,2065.2898597717285
jabref\src\test\java\org\jabref\logic\git\GitHandlerTest.java,0.6768348693847657,0.3881141117640904,0.062372323444911414,cli,0.6768348693847657
jabref\src\test\java\org\jabref\model\search\rules\ContainsBasedSearchRuleTest.java,4.32154255187405E-6,0.06344563620431083,0.0,gui,0.06344563620431083
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\copyormovecontent\CopyOrMoveFieldContentTabView.java,0.028837003026689803,2089.2097663879395,0.0,gui,2089.2097663879395
jabref\src\main\java\org\jabref\logic\importer\fileformat\MarcXmlParser.java,0.006954799379621233,0.4185767582484654,0.0063668506486075265,gui,0.4185767582484654
jabref\src\test\java\org\jabref\logic\layout\format\NoSpaceBetweenAbbreviationsTest.java,4.60267890178199E-6,0.05554461479187012,0.0,gui,0.05554461479187012
jabref\src\main\java\org\jabref\gui\util\ZipFileChooser.java,0.03382560866219657,2102.4589347839355,0.0,gui,2102.4589347839355
jabref\src\main\java\org\jabref\logic\importer\fetcher\GoogleScholar.java,0.05126129899706159,0.18456179755074636,0.11440768923078265,gui,0.18456179755074636
jabref\src\main\java\org\jabref\model\openoffice\ootext\OOText.java,4.72564882199679E-6,0.09801356451851981,0.0,gui,0.09801356451851981
jabref\src\test\java\org\jabref\logic\exporter\HtmlExportFormatTest.java,0.05426335334777832,0.375014659336635,0.0,gui,0.375014659336635
jabref\src\main\java\org\jabref\model\search\matchers\OrMatcher.java,4.97486201181476E-6,0.0552844796861921,0.0,gui,0.0552844796861921
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\MergedFieldCell.java,0.8749518803187779,2196.7287826538086,0.0,gui,2196.7287826538086
jabref\src\main\java\org\jabref\model\database\event\BibDatabaseContextChangedEvent.java,4.98362268055124E-6,0.05538183280399867,0.0,gui,0.05538183280399867
jabref\src\test\java\org\jabref\logic\pdf\search\indexing\PdfIndexerTest.java,0.007117257373673576,0.1668792860848563,0.0,gui,0.1668792860848563
jabref\src\main\java\org\jabref\logic\layout\format\JournalAbbreviator.java,4.94012534285762E-6,0.04521291937146868,0.0,gui,0.04521291937146868
jabref\src\main\java\org\jabref\gui\bibtexextractor\BibtexExtractor.java,0.04126614843096052,2171.5625190734863,0.0,gui,2171.5625190734863
jabref\src\main\java\org\jabref\gui\preferences\entryeditortabs\CustomEditorFieldsTabViewModel.java,0.1007424899509975,2418.8671112060547,3667.442283630371,preferences,3667.442283630371
jabref\src\main\java\org\jabref\gui\AbstractViewModel.java,5.11883450339415E-6,2298.6705017089844,0.0,gui,2298.6705017089844
jabref\src\main\java\org\jabref\gui\fieldeditors\JournalEditorViewModel.java,4.8222768652652E-6,2590.064353942871,0.013420972653797695,gui,2590.064353942871
jabref\src\main\java\org\jabref\model\entry\field\StandardField.java,0.04587099892752511,0.308346312386649,0.006045662505286081,gui,0.308346312386649
jabref\src\main\java\org\jabref\gui\importer\ImportEntriesDialog.java,1.371566445486886,2208.095932006836,2.270470755440848,gui,2208.095932006836
jabref\src\main\java\org\jabref\model\search\rules\SentenceAnalyzer.java,4.57292979782713E-6,0.05081790174756731,0.0,gui,0.05081790174756731
jabref\src\main\java\org\jabref\logic\integrity\BibTeXEntryTypeChecker.java,0.014418091092790877,0.27365202222551616,0.022137883731297086,gui,0.27365202222551616
jabref\src\main\java\org\jabref\gui\externalfiles\ExternalFileSorter.java,0.018866021292550224,2325.072708129883,0.0,gui,2325.072708129883
jabref\src\test\java\org\jabref\logic\importer\fetcher\transformers\YearRangeByFilteringQueryTransformerTest.java,4.74148380037929E-6,0.056584286689758304,0.0,gui,0.056584286689758304
jabref\src\main\java\org\jabref\logic\layout\format\LastPage.java,4.92293869943491E-6,0.04515502112252372,0.0,gui,0.04515502112252372
jabref\src\test\java\org\jabref\logic\layout\format\AuthorFirstLastOxfordCommasTest.java,4.48594634820308E-6,0.10935728890555245,0.0,gui,0.10935728890555245
jabref\src\test\java\org\jabref\logic\journals\AbbreviationTest.java,3.3104995964095E-6,0.05621960503714425,0.0,gui,0.05621960503714425
jabref\src\main\java\org\jabref\logic\crawler\StudyRepository.java,0.018206875664847237,0.07707577432904925,1.0136692592075893,preferences,1.0136692592075893
jabref\src\main\java\org\jabref\logic\importer\fetcher\CrossRef.java,0.3738478251865932,0.42313635689871654,0.0,gui,0.42313635689871654
jabref\src\test\java\org\jabref\logic\cleanup\DoiCleanupTest.java,4.07277340335505E-6,0.36441337040492466,0.0,gui,0.36441337040492466
jabref\src\main\java\org\jabref\gui\copyfiles\CopySingleFileAction.java,0.04782928739275251,2364.0135192871094,0.0,gui,2364.0135192871094
jabref\src\main\java\org\jabref\model\entry\types\IEEETranEntryTypeDefinitions.java,0.5444573538643973,0.07655179159981863,0.0,cli,0.5444573538643973
jabref\src\test\java\org\jabref\logic\layout\format\FileLinkTest.java,4.42977262926953E-6,0.11026714869907923,0.0,gui,0.11026714869907923
jabref\src\main\java\org\jabref\logic\formatter\casechanger\UpperCaseFormatter.java,0.7660671779087611,0.06847771235874721,0.023826180185590472,cli,0.7660671779087611
jabref\src\main\java\org\jabref\gui\maintable\ColumnPreferences.java,4.72564882199679E-6,2216.200122833252,0.0,gui,2216.200122833252
jabref\src\main\java\org\jabref\gui\edit\ReplaceStringViewModel.java,0.025022103105272565,2333.135643005371,0.0,gui,2333.135643005371
jabref\src\test\java\org\jabref\logic\layout\format\ReplaceTest.java,4.37498841035579E-6,0.059955324445452006,0.041657018661499026,gui,0.059955324445452006
