file_path,Auth,ImageProvider,Persistence,Recommender,WebUI,best_module,best_likelihood
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDBKey.java,0.0,5.997835636138916,5.471761105582118E-4,2.389338493347168,40.05955123901367,WebUI,40.05955123901367
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthCartRest.java,111.76885223388672,4.800891399383545,59.92939758300781,6.756852149963379,7.444000244140625,Auth,111.76885223388672
services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/storage/rules/TestStoreLargeImages.java,18.80397605895996,3.4955759048461914,0.7191089987754822,0.0,7.187873840332031,Auth,18.80397605895996
services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestLastInFirstOut.java,20.05934715270996,2.3114418983459473,3.5878425114788115E-4,0.5066303014755249,4.679195404052734,Auth,20.05934715270996
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/UserRepository.java,3.391223430633545,4.588706016540527,74.93160247802734,6.78244686126709,2.3291752338409424,Persistence,74.93160247802734
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageMode.java,0.0,2.5813610553741455,5.262426566332579E-4,0.0,6.147469520568848,WebUI,6.147469520568848
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/rest/ImageProviderEndpoint.java,27.48519515991211,133.454833984375,5.156493186950684,1.7060909271240234,11.154995918273926,ImageProvider,133.454833984375
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/TrackingFilter.java,28.643932342529297,4.442601680755615,0.0012049314100295305,1.2538422346115112,92.5787353515625,WebUI,92.5787353515625
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/Service.java,84.25051879882812,5.182672023773193,72.33799743652344,86.86837768554688,100.28460693359375,WebUI,100.28460693359375
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartActionServlet.java,1.0,4.577050685882568,0.7383067607879639,5.6596832275390625,86.11112976074219,WebUI,86.11112976074219
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICachable.java,0.0,2.636580467224121,0.905758261680603,0.6833596229553223,5.095509052276611,WebUI,5.095509052276611
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreLargeImages.java,0.0,3.6140363216400146,5.515642696991563E-4,0.0,7.480622291564941,WebUI,7.480622291564941
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/UseFallBackException.java,0.0,1.7025526762008667,5.746047827415168E-4,95.26403045654297,2.004338026046753,Recommender,95.26403045654297
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/ImageSizePreset.java,0.0,2.0,3.746931791305542,2.2304835319519043,4.004054069519043,WebUI,4.004054069519043
services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestLeastFrequentlyUsed.java,20.03771209716797,2.3414711952209473,3.744094865396619E-4,0.5218366384506226,4.717645645141602,Auth,20.03771209716797
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/MemoryLogStorage.java,0.0,0.0,5.515642696991563E-4,0.0,2.004263401031494,WebUI,2.004263401031494
services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/PopularityBasedRecommenderTest.java,0.0,0.0,3.444108588155359E-4,81.95516967773438,2.0033881664276123,Recommender,81.95516967773438
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/RegistryClient.java,35.943660736083984,1.9171570539474487,7.199016094207764,7.293132781982422,9.182747840881348,Auth,35.943660736083984
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseServlet.java,0.0,5.68190336227417,5.305276870727539,0.0,125.03575134277344,WebUI,125.03575134277344
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/TrainEndpoint.java,23.488529205322266,3.8416898250579834,6.942570686340332,89.78286743164062,11.836559295654297,Recommender,89.78286743164062
