file_path,IMBS,KDE,LBSP,MultiLayer,PBAS,SigmaDelta,T2F,TwoPoints,ViBe,VuMeter,dp,general,lb,main,best_module,best_likelihood
bgslibrary\bgslibrary\algorithms\IndependentMultimodal.cpp,93.22333526611328,11.374067306518555,6.545037746429443,7.224570274353027,14.99172592163086,7.224570274353027,4.133495807647705,5.3147292137146,3.118269443511963,7.224570274353027,5.270153999328613,7.694090843200684,7.439120769500732,13.31342887878418,IMBS,93.22333526611328
bgslibrary\bgslibrary\algorithms\T2F\T2FMRF.cpp,11.015894889831543,15.764328956604004,6.757259368896484,9.920136451721191,28.90139389038086,6.821939945220947,236.3082733154297,5.183384895324707,14.447420120239258,6.821939945220947,135.5424346923828,7.376265525817871,74.31183624267578,14.247970581054688,T2F,236.3082733154297
bgslibrary\bgslibrary\algorithms\lb\BGModelSom.h,1.140151023864746,7.090152740478516,2.297820806503296,1.140151023864746,7.672906875610352,1.140151023864746,18.455488204956055,3.34163236618042,1.140151023864746,1.140151023864746,1.3491921424865723,3.5773324966430664,99.21189880371094,3.715817451477051,lb,99.21189880371094
bgslibrary\bgslibrary\algorithms\LBAdaptiveSOM.cpp,19.61135482788086,11.036271095275879,6.408965587615967,7.076441287994385,13.79742431640625,7.076441287994385,4.03703498840332,5.249588966369629,15.963576316833496,7.076441287994385,5.165176868438721,7.5576300621032715,88.42220306396484,15.0280179977417,lb,88.42220306396484
bgslibrary\bgslibrary\algorithms\LBP_MRF.h,20.292451858520508,0.39878153800964355,48.018035888671875,6.7641682624816895,29.166852951049805,3.958179235458374,26.765846252441406,3.3709800243377686,1.1521904468536377,3.958179235458374,1.3390834331512451,3.6624882221221924,73.87750244140625,11.65923023223877,lb,73.87750244140625
bgslibrary\bgslibrary\algorithms\TwoPoints.cpp,19.2371768951416,8.818792343139648,6.72773551940918,5.542993068695068,18.967487335205078,2.453538417816162,3.2685091495513916,149.83351135253906,2.453538417816162,2.453538417816162,6.163398265838623,5.0299458503723145,5.917288303375244,14.897512435913086,TwoPoints,149.83351135253906
bgslibrary\gui\mfc\src\targetver.h,0.0,0.0,0.0,0.0,0.0,0.0,0.30214157700538635,0.0,0.0,0.0,0.0,0.0,1.1151589155197144,0.0,lb,1.1151589155197144
bgslibrary\bgslibrary\algorithms\MultiLayer\BlobLibraryConfiguration.h,1.129584789276123,0.0,2.2753677368164062,102.14160919189453,0.0,1.129584789276123,0.0,3.3158764839172363,1.129584789276123,1.129584789276123,1.129584789276123,3.4049525260925293,1.1457829475402832,3.4049525260925293,MultiLayer,102.14160919189453
bgslibrary\bgslibrary\algorithms\LBSP\LBSP_.cpp,7.279572010040283,14.911733627319336,105.91963195800781,1.0746461153030396,1.6705102920532227,1.4301843643188477,24.52730941772461,3.5374958515167236,18.062442779541016,1.4301843643188477,2.2732315063476562,3.5222625732421875,40.76634216308594,13.330635070800781,LBSP,105.91963195800781
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorLOBSTER.h,2.493116855621338,4.0,110.73902893066406,3.141702651977539,4.22996711730957,5.5347442626953125,2.1798808574676514,4.696828842163086,18.83077621459961,3.493116855621338,3.3215835094451904,5.622701644897461,77.65721130371094,12.231130599975586,LBSP,110.73902893066406
bgslibrary\bgslibrary\tools\PerformanceUtils.h,0.34658190608024597,0.0,1.0,0.0,1.3465819358825684,0.34658190608024597,0.0,1.4077388048171997,1.3465819358825684,1.3465819358825684,0.0,1.0,1.0397456884384155,0.0,TwoPoints,1.4077388048171997
bgslibrary\bgslibrary\algorithms\MultiLayer\OpenCvDataConversion.h,9.802934646606445,13.094043731689453,2.7341480255126953,93.62447357177734,0.0,1.1128979921340942,0.37511396408081055,6.0737714767456055,1.1128979921340942,1.1128979921340942,1.3046858310699463,3.7091169357299805,5.0194597244262695,10.55961799621582,MultiLayer,93.62447357177734
bgslibrary\bgslibrary\algorithms\DPPratiMediod.h,18.436376571655273,0.35091638565063477,2.6101794242858887,1.141558051109314,22.455656051635742,1.141558051109314,0.17457915842533112,3.345062255859375,1.141558051109314,1.141558051109314,91.71479034423828,3.616947889328003,1.5084110498428345,12.963155746459961,dp,91.71479034423828
bgslibrary\bgslibrary\algorithms\dp\BgsParams.h,1.1433050632476807,0.0,2.304523229598999,1.1433050632476807,0.0,1.1433050632476807,0.0,3.349320888519287,16.769357681274414,1.1433050632476807,86.00536346435547,3.4478282928466797,1.1612181663513184,3.4478282928466797,dp,86.00536346435547
bgslibrary\bgslibrary\algorithms\PAWCS.h,19.627737045288086,4.356182098388672,97.81977081298828,3.142786741256714,21.805952072143555,3.142786741256714,2.175645112991333,4.348057270050049,2.142786741256714,3.142786741256714,4.309986591339111,5.621853828430176,41.511924743652344,12.167547225952148,LBSP,97.81977081298828
bgslibrary\bgslibrary\algorithms\dp\AdaptiveMedianBGS.h,2.9308602809906006,7.167572975158691,5.879091262817383,4.722753524780273,15.020428657531738,4.722753524780273,3.5837864875793457,5.130639553070068,2.9308602809906006,4.722753524780273,94.94969940185547,7.1960320472717285,10.233100891113281,17.011310577392578,dp,94.94969940185547
bgslibrary\bgslibrary\algorithms\dp\PratiMediodBGS.h,3.4379162788391113,7.8805060386657715,6.225905418395996,5.074677467346191,20.445026397705078,5.408042907714844,3.9402530193328857,5.631165504455566,16.968523025512695,5.408042907714844,93.56343078613281,7.539172649383545,11.216012001037598,17.509496688842773,dp,93.56343078613281
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorLBSP_.h,2.4363393783569336,4.0,98.6769790649414,3.1400935649871826,2.296245813369751,3.4363393783569336,2.3279364109039307,4.637738227844238,18.72637367248535,3.4363393783569336,3.4680299758911133,5.626465320587158,42.70221710205078,16.915569305419922,LBSP,98.6769790649414
bgslibrary\bgslibrary\algorithms\MultiLayer\BlobResult.cpp,1.3427025079727173,0.0,23.64004135131836,90.32198333740234,1.7800346612930298,1.3427025079727173,31.39168930053711,5.390275478363037,8.330802917480469,1.3427025079727173,6.512193202972412,10.138869285583496,5.6200947761535645,12.784316062927246,MultiLayer,90.32198333740234
bgslibrary\bgslibrary\algorithms\DPZivkovicAGMM.cpp,19.592041015625,11.036271095275879,6.408965587615967,7.076441287994385,25.260761260986328,7.076441287994385,7.388556480407715,5.249588966369629,15.963576316833496,7.076441287994385,47.843910217285156,7.5576300621032715,51.479644775390625,15.042928695678711,lb,51.479644775390625
bgslibrary\bgslibrary\algorithms\KNN.h,19.627737045288086,22.850692749023438,4.617433071136475,3.142786741256714,21.805952072143555,3.142786741256714,2.175645112991333,5.1948466300964355,2.142786741256714,3.142786741256714,3.318431854248047,5.621853828430176,4.511925220489502,12.167547225952148,KDE,22.850692749023438
bgslibrary\bgslibrary\algorithms\SuBSENSE.h,19.627737045288086,4.356182098388672,98.32337951660156,3.142786741256714,21.805952072143555,3.142786741256714,2.175645112991333,4.348057270050049,2.142786741256714,3.142786741256714,3.318431854248047,5.621853828430176,41.511924743652344,12.167547225952148,LBSP,98.32337951660156
bgslibrary\bgslibrary\algorithms\VuMeter\TBackground.h,3.3514974117279053,7.354275226593018,5.977948188781738,4.818695545196533,4.048508167266846,5.190066337585449,3.677137613296509,5.555001735687256,3.3514974117279053,131.83702087402344,7.369311809539795,8.66146183013916,7.789070129394531,5.563575744628906,VuMeter,131.83702087402344
bgslibrary\bgslibrary\algorithms\KDE\KernelTable.h,1.1449891328811646,87.44802856445312,2.3081018924713135,1.1449891328811646,0.0,1.1449891328811646,0.0,4.123363494873047,1.1449891328811646,1.1449891328811646,1.1449891328811646,3.4530911445617676,1.163112759590149,3.4530911445617676,KDE,87.44802856445312
bgslibrary\bgslibrary\algorithms\SuBSENSE.cpp,19.76982879638672,11.089725494384766,118.00213623046875,7.1001715660095215,15.744760513305664,8.959388732910156,4.181978702545166,5.259983062744141,13.624017715454102,7.1001715660095215,5.311465263366699,7.586624622344971,74.0313491821289,21.835330963134766,LBSP,118.00213623046875
bgslibrary\bgslibrary\algorithms\lb\Types.h,21.916423797607422,17.31560516357422,2.2995219230651855,1.1409515142440796,0.3702470362186432,1.51119863986969,1.5828955173492432,3.7138309478759766,1.51119863986969,1.51119863986969,1.1409515142440796,3.4404735565185547,98.71197509765625,3.4404735565185547,lb,98.71197509765625
bgslibrary\bgslibrary\algorithms\AdaptiveBackgroundLearning.h,18.660106658935547,0.35707539319992065,2.6186599731445312,1.1429935693740845,23.52884292602539,1.1429935693740845,0.17582406103610992,3.3485617637634277,1.1429935693740845,1.1429935693740845,2.318817615509033,3.6226789951324463,1.512515902519226,11.175894737243652,PBAS,23.52884292602539
bgslibrary\bgslibrary\algorithms\T2F\MRF.h,3.6588592529296875,10.076420783996582,8.94050121307373,6.177964687347412,5.038210391998291,6.177964687347412,121.0251235961914,7.233643531799316,15.633259773254395,6.177964687347412,84.90653991699219,10.242162704467773,12.886103630065918,7.723057270050049,T2F,121.0251235961914
bgslibrary\bgslibrary\algorithms\dp\Eigenbackground.h,3.1276087760925293,7.957679748535156,6.272490978240967,5.117028713226318,13.327272415161133,5.117028713226318,3.978839874267578,5.326269149780273,17.03709602355957,5.117028713226318,89.66732788085938,7.582307815551758,10.44682788848877,16.392261505126953,dp,89.66732788085938
