file_path,Client,Common,E2E,best_module,best_likelihood
teammates\src\main\java\teammates\ui\webapi\GetOngoingSessionsAction.java,0.027667505400521413,0.05617012637002128,0.6584389822823661,E2E,0.6584389822823661
teammates\src\test\java\teammates\common\datatransfer\attributes\CourseAttributesTest.java,0.040727663040161136,2557.3527908325195,0.23592924390520367,Common,2557.3527908325195
teammates\src\e2e\java\teammates\e2e\cases\StudentHomePageE2ETest.java,0.034675802503313334,0.028464693682534355,4038.8457107543945,E2E,4038.8457107543945
teammates\src\main\java\teammates\ui\webapi\DatastoreBackupAction.java,3.240364728655134,0.22672882080078124,0.08925762857709613,Client,3.240364728655134
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorStudentActivityLogsPageAxeTest.java,0.03740577016557966,0.030462803159441266,4213.474006652832,E2E,4213.474006652832
teammates\src\test\java\teammates\ui\webapi\GetInstructorActionTest.java,0.02907627991267613,0.05682385989597866,0.9117457798549107,E2E,0.9117457798549107
teammates\src\test\java\teammates\ui\webapi\UpdateNotificationActionTest.java,0.06679390498570033,0.12221979413713728,0.9256859915597099,E2E,0.9256859915597099
teammates\src\main\java\teammates\ui\output\InstructorData.java,0.009235145364488875,0.0,0.0,Client,0.009235145364488875
teammates\src\main\java\teammates\common\util\TzdbResourceZoneRulesProvider.java,0.14231016976492747,2646.9113159179688,0.5128586905343192,Common,2646.9113159179688
teammates\src\main\java\teammates\ui\webapi\CreateNotificationAction.java,0.02857142857142857,0.06361773354666574,0.0681861128125872,E2E,0.0681861128125872
teammates\src\main\java\teammates\ui\webapi\ActionResult.java,0.0,0.02785797119140625,0.010051042693001883,Common,0.02785797119140625
teammates\src\main\java\teammates\storage\entity\BaseEntity.java,0.11542566844395229,0.25660149710518976,0.03461203575134277,Common,0.25660149710518976
teammates\src\test\java\teammates\common\datatransfer\questions\FeedbackNumericalScaleQuestionDetailsTest.java,0.04252991335732596,2385.4815673828125,1.0434124537876674,Common,2385.4815673828125
teammates\src\test\java\teammates\common\datatransfer\SessionResultsBundleTest.java,0.03806031090872628,2496.8411254882812,0.204733453478132,Common,2496.8411254882812
teammates\src\main\java\teammates\ui\webapi\CreateCourseAction.java,0.03404123101915632,0.21073315484183175,0.7802916935511998,E2E,0.7802916935511998
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorSessionIndividualExtensionPageAxeTest.java,0.03893405028751918,0.030160355567932128,4122.929611206055,E2E,4122.929611206055
teammates\src\e2e\java\teammates\e2e\cases\AdminHomePageE2ETest.java,0.11612991605486189,0.12366041455950055,3739.7499465942383,E2E,3739.7499465942383
teammates\src\test\java\teammates\ui\webapi\GetFeedbackQuestionRecipientsActionTest.java,0.05410791124616351,0.20808830261230468,0.20931555884225028,E2E,0.20931555884225028
teammates\src\test\java\teammates\ui\webapi\DeleteInstructorActionTest.java,0.014416790008544922,0.0392500741141183,1.4186378479003907,E2E,1.4186378479003907
teammates\src\main\java\teammates\common\datatransfer\FeedbackQuestionRecipient.java,0.02857142857142857,3057.6358032226562,0.012701378549848284,Common,3057.6358032226562
teammates\src\main\java\teammates\logic\core\InstructorsLogic.java,0.04235529218401227,0.06295576095581054,0.8929323468889508,E2E,0.8929323468889508
teammates\src\e2e\java\teammates\e2e\pageobjects\AdminTimezonePage.java,0.11332176072256905,0.14987689426967077,3388.6145401000977,E2E,3388.6145401000977
teammates\src\test\java\teammates\ui\webapi\CreateNotificationActionTest.java,0.02350649322782244,0.08419657434735979,0.38163860866001675,E2E,0.38163860866001675
teammates\src\test\java\teammates\storage\api\FeedbackSessionsDbTest.java,0.08335522242954799,0.12467974254063198,1.0099853515625,E2E,1.0099853515625
teammates\src\main\java\teammates\common\util\package-info.java,0.0,3016.4562225341797,0.0,Common,3016.4562225341797
teammates\src\main\java\teammates\common\datatransfer\QueryLogsResults.java,0.02857142857142857,3051.41056060791,0.011515929017748151,Common,3051.41056060791
teammates\src\main\java\teammates\ui\webapi\DeleteFeedbackResponseCommentAction.java,0.005618827257837568,0.6777165004185268,0.01804318768637521,Common,0.6777165004185268
teammates\src\e2e\java\teammates\e2e\pageobjects\AdminSessionsPage.java,0.11512438910348075,0.14611712864467075,3578.784713745117,E2E,3578.784713745117
teammates\src\test\java\teammates\logic\api\LogicExtension.java,0.0,0.0,0.08608833721705846,E2E,0.08608833721705846
teammates\src\main\java\teammates\logic\api\EmailGenerator.java,0.11044256346566336,0.18229033606392997,0.42067721230643135,E2E,0.42067721230643135
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorCourseJoinConfirmationPageAxeTest.java,0.06635926110403878,0.029717779159545897,4166.565055847168,E2E,4166.565055847168
teammates\src\main\java\teammates\ui\output\FeedbackSessionSubmittedGiverSet.java,0.008674698216574532,0.021446570328303747,0.007737834112984793,Common,0.021446570328303747
teammates\src\main\java\teammates\common\datatransfer\ErrorLogEntry.java,0.0674762385232108,2952.2996139526367,0.10029874529157366,Common,2952.2996139526367
teammates\src\main\java\teammates\logic\external\MailjetService.java,1.0,0.0,0.15182056427001953,Client,1.0
teammates\src\main\java\teammates\common\util\TimeHelper.java,0.051993206569126676,2819.335289001465,0.021270721299307686,Common,2819.335289001465
teammates\src\main\java\teammates\ui\webapi\FeedbackSessionOpeningSoonRemindersAction.java,0.0,0.029059573582240514,0.026859310695103236,Common,0.029059573582240514
