file_path,cli,client,prompts,resources,server,tools,best_module,best_likelihood
fastmcp\fastmcp_slim\fastmcp\utilities\mcp_server_config\v1\sources\filesystem.py,28.135957717895508,19.07046890258789,14.71303939819336,47.68729019165039,66.15227508544922,19.35151481628418,server,66.15227508544922
fastmcp\tests\deprecated\test_elicitation.py,63.8601188659668,68.5516128540039,5.414987087249756,10.932632446289062,3.8980791568756104,33.62248992919922,client,68.5516128540039
fastmcp\tests\server\tasks\test_resource_task_meta_parameter.py,68.66698455810547,68.21269226074219,10.021077156066895,64.8904800415039,58.73991394042969,35.21656036376953,cli,68.66698455810547
fastmcp\fastmcp_slim\fastmcp\utilities\mcp_server_config\v1\mcp_server_config.py,109.04180908203125,33.17024612426758,11.860220909118652,30.49770736694336,69.40687561035156,18.081024169921875,cli,109.04180908203125
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\supabase.py,65.57530975341797,68.8921890258789,4.583680152893066,51.79158020019531,67.68124389648438,7.71756649017334,client,68.8921890258789
fastmcp\fastmcp_slim\fastmcp\_install_hints.py,96.52095031738281,65.52330780029297,0.6704472899436951,2.331069231033325,57.08082962036133,2.752232789993286,cli,96.52095031738281
fastmcp\examples\testing_demo\server.py,14.355023384094238,19.784900665283203,60.509613037109375,42.20673370361328,58.06159210205078,31.552133560180664,prompts,60.509613037109375
fastmcp\fastmcp_slim\fastmcp\server\transforms\visibility.py,65.04068756103516,13.684621810913086,153.67697143554688,129.72410583496094,62.508609771728516,110.31366729736328,prompts,153.67697143554688
fastmcp\examples\desktop.py,8.777558326721191,9.326044082641602,4.681787490844727,42.63172149658203,6.397215366363525,26.763473510742188,resources,42.63172149658203
fastmcp\tests\cli\test_mcp_server_config_integration.py,113.21118927001953,72.90836334228516,9.073311805725098,63.842498779296875,64.8951187133789,31.907583236694336,cli,113.21118927001953
fastmcp\tests\server\middleware\test_rate_limiting.py,76.32508850097656,76.70091247558594,4.650964736938477,13.315916061401367,66.41602325439453,40.92888259887695,client,76.70091247558594
fastmcp\tests\tools\tool_transform\test_args.py,74.18302154541016,75.55362701416016,15.395525932312012,23.79216766357422,11.724717140197754,144.4110565185547,tools,144.4110565185547
fastmcp\tests\server\test_dependencies_advanced.py,76.91255187988281,74.48785400390625,60.013153076171875,63.00753402709961,59.53459548950195,111.3449935913086,tools,111.3449935913086
fastmcp\examples\diagnostics\client_with_tracing.py,71.52696990966797,70.70697021484375,148.41030883789062,139.41921997070312,63.94643020629883,107.14739227294922,prompts,148.41030883789062
fastmcp\fastmcp_slim\fastmcp\server\providers\filesystem_discovery.py,40.25968933105469,16.493633270263672,65.87786865234375,75.54991912841797,61.053226470947266,58.40119552612305,resources,75.54991912841797
fastmcp\examples\atproto_mcp\demo.py,99.39332580566406,86.01618194580078,18.90514373779297,112.05105590820312,63.781795501708984,99.34490966796875,resources,112.05105590820312
fastmcp\fastmcp_slim\fastmcp\cli\cli.py,129.75697326660156,89.87235260009766,88.92943572998047,101.09656524658203,85.8734359741211,99.07794952392578,cli,129.75697326660156
fastmcp\tests\server\test_logging.py,20.60004234313965,10.31212329864502,7.626075267791748,9.159369468688965,70.7035140991211,7.372541904449463,server,70.7035140991211
fastmcp\tests\client\client\test_mode_negotiation.py,61.724151611328125,85.39787292480469,8.174833297729492,14.927641868591309,61.941036224365234,36.99740982055664,client,85.39787292480469
fastmcp\fastmcp_slim\fastmcp\cli\install\claude_code.py,114.2166976928711,18.74422264099121,11.584665298461914,20.727142333984375,69.74655151367188,32.85383224487305,cli,114.2166976928711
fastmcp\tests\tools\tool\test_output_schema.py,17.540063858032227,27.14666748046875,12.573991775512695,24.947303771972656,7.61462926864624,92.66226196289062,tools,92.66226196289062
fastmcp\examples\skills\server.py,7.890893459320068,10.15592098236084,5.892297267913818,8.76192855834961,56.30317687988281,18.313398361206055,server,56.30317687988281
fastmcp\tests\server\test_context.py,74.85883331298828,126.9769287109375,10.116994857788086,34.24441909790039,64.80879211425781,42.52444076538086,client,126.9769287109375
fastmcp\tests\client\telemetry\__init__.py,41.16920852661133,56.38054656982422,0.4384628236293793,0.5333805680274963,1.7023414373397827,0.4384628236293793,client,56.38054656982422
fastmcp\docs\apps\demos\hitchhikers.py,96.53675842285156,23.36518669128418,9.021224975585938,35.081031799316406,20.82181167602539,42.170963287353516,cli,96.53675842285156
fastmcp\fastmcp_slim\fastmcp\server\auth\handlers\authorize.py,61.760353088378906,93.51395416259766,11.377280235290527,23.1434383392334,67.15922546386719,37.14961624145508,client,93.51395416259766
fastmcp\tests\utilities\json_schema_type\test_real_world_schemas.py,45.87923812866211,15.532883644104004,17.106008529663086,37.01930236816406,9.964271545410156,23.168445587158203,cli,45.87923812866211
fastmcp\fastmcp_slim\fastmcp\client\__init__.py,53.95136260986328,59.651424407958984,0.5124626159667969,1.485754132270813,1.7669521570205688,0.5124626159667969,client,59.651424407958984
fastmcp\fastmcp_slim\fastmcp\server\auth\providers\huggingface.py,70.70344543457031,76.19645690917969,4.284719944000244,59.257694244384766,53.932254791259766,20.740243911743164,client,76.19645690917969
fastmcp\fastmcp_slim\fastmcp\client\transports\stdio.py,84.21185302734375,64.12491607666016,8.226872444152832,21.0545711517334,60.53595733642578,51.618900299072266,cli,84.21185302734375
fastmcp\examples\auth\propelauth_oauth\client.py,59.267051696777344,68.25094604492188,6.0587053298950195,3.7427544593811035,58.66066360473633,103.17385864257812,tools,103.17385864257812
fastmcp\fastmcp_slim\fastmcp\utilities\versions.py,16.81216812133789,6.551354885101318,3.549112558364868,9.42646312713623,5.0132155418396,19.62317657470703,tools,19.62317657470703
fastmcp\fastmcp_slim\fastmcp\server\providers\openapi\__init__.py,14.378210067749023,6.56441593170166,1.0,2.645209312438965,53.188316345214844,2.2732441425323486,server,53.188316345214844
fastmcp\fastmcp_slim\fastmcp\cli\install\stdio.py,92.6879653930664,14.747346878051758,11.827900886535645,14.986504554748535,66.12385559082031,33.38283920288086,cli,92.6879653930664
fastmcp\fastmcp_slim\fastmcp\utilities\openapi\json_schema_converter.py,13.812618255615234,10.026622772216797,18.694730758666992,8.76919174194336,7.39738130569458,30.604352951049805,tools,30.604352951049805
