file_path,Auth,Image,Persistence,Recommender,Registry,best_module,best_likelihood
teastore\services\tools.descartes.teastore.auth\src\main\java\tools\descartes\teastore\auth\security\ISecurityProvider.java,3312.06298828125,0.0,1.608139469421336E-5,0.0,0.06566542216709682,Auth,3312.06298828125
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\rules\StoreLargeImages.java,0.0,2449.9327087402344,1.575897913426161E-5,0.0,0.06549455097743444,Image,2449.9327087402344
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\util\RESTClient.java,0.6420264107840402,0.0,0.10969292095729283,0.05141432625906808,1307.2203063964844,Registry,1307.2203063964844
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\AbstractRecommenderTest.java,0.13323069981166294,0.004650286265781948,0.01258676733289446,3654.2053985595703,0.07736891337803432,Recommender,3654.2053985595703
teastore\services\tools.descartes.teastore.auth\src\test\java\tools\descartes\teastore\auth\security\ConstantKeyProviderTest.java,3183.572998046875,0.0,1.601586118340492E-5,0.0,0.06563069479806083,Auth,3183.572998046875
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\entry\SimpleEntry.java,0.0,2418.9237213134766,0.025502753257751466,0.019240961756025042,0.06556207111903599,Image,2418.9237213134766
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\CartActionServlet.java,0.02857142857142857,0.13077287673950194,0.02109447887965611,0.16170523507254464,0.06148759296962193,Recommender,0.16170523507254464
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\StartupCallback.java,0.0,0.0,1.683933826695595E-5,0.0,1225.0,Registry,1225.0
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\TestLeastFrequentlyUsed.java,0.5725060599190849,2219.8971366882324,1.06974139011332E-5,0.014909618241446359,0.06281210354396276,Image,2219.8971366882324
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\TrackingFilter.java,0.8183980669294085,0.12693147659301757,3.442661171512944E-5,0.035824063846043176,1383.510570526123,Registry,1383.510570526123
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\ProfileServlet.java,0.1116016115461077,1.172290257045201,2.089864022391183,0.3178137642996652,0.0745708738054548,Persistence,2.089864022391183
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\impl\cf\SlopeOneRecommender.java,0.5564454214913505,0.04479287011282784,0.0403918981552124,3207.621078491211,0.14219375337873186,Recommender,3207.621078491211
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestAbstractEntry.java,1.168428911481585,2265.966148376465,0.021022488389696392,0.01586179392678397,0.06335302080426897,Image,2265.966148376465
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\impl\UseFallBackException.java,0.0,0.04864436217716762,1.641727950690048E-5,3334.241065979004,0.06584343229021344,Recommender,3334.241065979004
teastore\utilities\tools.descartes.teastore.kieker.rabbitmq\src\main\java\tools\descartes\teastore\kieker\rabbitmq\LogConsumer.java,0.3550907952444894,0.07137566975184849,0.08270087923322406,0.0,0.10185352052961077,Auth,0.3550907952444894
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\rest\UserEndpoint.java,0.7334971836635045,0.15945890971592494,2554.2846298217773,0.34072944096156527,0.23299966539655412,Persistence,2554.2846298217773
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\LeastRecentlyUsed.java,0.0,2393.3810806274414,1.312711558836911E-5,0.017089615549360004,0.06409976141793387,Image,2393.3810806274414
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\ImageDBKey.java,0.0,2529.595947265625,1.563360315880605E-5,0.06826681409563337,0.06542810712541852,Image,2529.595947265625
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\storage\TestDriveStorage.java,0.0,2445.5537033081055,1.67674950457045E-5,0.0,0.0660290309361049,Image,2445.5537033081055
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\RetrainDaemon.java,0.0,0.0,1.8913835797991072,3273.644218444824,1.076377214704241,Recommender,3273.644218444824
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\startup\WebuiStartup.java,2.112375749860491,1.7847357613699777,1.8433212280273437,2.171502685546875,2.8854444231305805,Registry,2.8854444231305805
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\DataBaseActionServlet.java,1.153915732247489,1.965681893484933,1.6739401681082589,2.1911976405552456,0.28861754281180246,Recommender,2.1911976405552456
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestSimpleEntry.java,0.47346643720354353,2395.38272857666,0.024782509463174004,0.018697777816227504,0.06517257690429687,Image,2395.38272857666
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\loadbalancers\ServiceLoadBalancer.java,0.23031060355050223,0.013386339800698416,0.14145528248378209,0.014773644719805036,2395.7872772216797,Registry,2395.7872772216797
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\storage\TestNoStorage.java,0.5632601601736886,2501.4428329467773,1.330487596403275E-5,0.0,0.0641939640045166,Image,2501.4428329467773
teastore\services\tools.descartes.teastore.persistence\src\test\java\tools\descartes\teastore\persistence\RegistrationDaemon.java,0.0,0.0,2745.1971435546875,0.0,2.6452710832868305,Persistence,2745.1971435546875
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\StorageMode.java,0.0,2391.5516662597656,1.503550447523594E-5,0.0,0.0651111398424421,Image,2391.5516662597656
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\OrderServlet.java,0.0,1.1559847150530134,1.7845941816057478,0.0665088517325265,0.07163526671273368,Persistence,1.7845941816057478
