file_path,Database,Facade,FileStorage,MediaAccess,MediaManagement,ReEncoder,UserManagement,best_module,best_likelihood
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaAccessMaintenance.java,0.0,0.02865150315420968,0.0,0.04904530302155763,0.0,8.007396411682878E-5,0.0,MediaAccess,0.04904530302155763
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IUserManagementRemote.java,0.0,0.02865279402051653,0.0,4.068295737462384E-5,0.0,8.13659147492477E-5,2110.7155990600586,UserManagement,2110.7155990600586
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownload.java,0.02857142857142857,0.16194628306797573,0.23976159776960101,0.11445174898420062,0.13329695292881558,0.05726312909807477,0.0,FileStorage,0.23976159776960101
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadAudioWatermarkingLocal.java,0.0,0.02865279402051653,0.058846146719796315,4.068295737462384E-5,0.0,8.13659147492477E-5,0.0,FileStorage,0.058846146719796315
mediastore\Implementation\mediastore.ejb.tagwatermarking\src\edu\kit\ipd\sdq\mediastore\ejb\tagwatermarking\TagWatermarkingImpl.java,0.04715268611907959,0.20956329618181502,0.3714618682861328,0.20493312563214983,0.2810510635375977,0.1904662949698312,0.017506602832249234,FileStorage,0.3714618682861328
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaManagementRemote.java,0.0,0.02865279402051653,0.0,4.068295737462384E-5,2121.539878845215,8.13659147492477E-5,0.0,MediaManagement,2121.539878845215
mediastore\Implementation\mediastore.ejb.audiowatermarking\src\edu\kit\ipd\sdq\mediastore\ejb\audiowatermarking\AudioWatermarkingImpl.java,0.15375826699393136,0.26981214795793806,0.5980461665562221,0.4913074493408203,0.30402777535574776,0.3603805269513811,0.024699640274047852,FileStorage,0.5980461665562221
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadMediaAccessRemote.java,0.0,0.02865279402051653,0.0,0.04983662278391421,0.0,8.13659147492477E-5,0.0,MediaAccess,0.04983662278391421
mediastore\Implementation\mediastore.web\src\edu\kit\ipd\sdq\mediastore\web\beans\UploadBean.java,0.1594018118722098,3.7540252685546873,0.5581260136195592,0.48006319318498886,0.2519212177821568,0.2851985386439732,0.10275565556117466,Facade,3.7540252685546873
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\DbException.java,0.0,0.02864994321550642,0.0,3.925780100481851E-5,0.0,7.851560200963702E-5,0.0,Facade,0.02864994321550642
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\PropertiesException.java,0.0,0.02865024975367955,0.0,3.941119981131383E-5,0.0,7.882239962262767E-5,0.0,Facade,0.02865024975367955
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\data\UserRegData.java,0.07768684114728655,0.028640059062412807,0.0,3.431579098105431E-5,0.02857142857142857,6.86315819621086E-5,0.07768684114728655,UserManagement,0.07768684114728655
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\UnknownServerException.java,0.0,0.028651823316301617,0.08423444884163993,4.019654755081449E-5,0.0,8.039309510162898E-5,0.0,FileStorage,0.08423444884163993
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadCacheRemote.java,0.0,0.02865279402051653,0.0,4.068295737462384E-5,0.0,8.13659147492477E-5,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.ejb.mediaaccess\src\edu\kit\ipd\sdq\mediastore\ejb\mediaaccess\DbManager.java,0.20567913055419923,0.23888958522251674,0.48477979387555803,3965.024528503418,0.2329824720110212,0.2522221156529018,0.04903643131256104,MediaAccess,3965.024528503418
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadMediaAccess.java,0.0,0.06317317826407297,0.03452005726950509,0.050038459012284875,0.03452005726950509,8.169544328536306E-5,0.0,Facade,0.06317317826407297
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\UserAlreadyExistsException.java,0.07142267227172852,0.0929274354662214,0.0,3.956580268485206E-5,0.07142267227172852,1.1131570541432926E-4,0.07142267227172852,Facade,0.0929274354662214
mediastore\Implementation\mediastore.ejb.packaging\src\edu\kit\ipd\sdq\mediastore\ejb\packaging\PackagingImpl.java,0.08084627560206822,0.11444153104509626,0.30222399575369696,0.26526734488351006,0.13312112263270787,0.1766770771571568,0.012356729166848318,FileStorage,0.30222399575369696
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadTagWatermarking.java,0.0,0.06317317826407297,0.03452005726950509,4.084772164268153E-5,0.03452005726950509,8.169544328536306E-5,0.0,Facade,0.06317317826407297
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IPackaging.java,0.02857142857142857,0.05722261156354632,0.159110164642334,0.1429948261805943,0.02857142857142857,0.05728781563895089,0.0,FileStorage,0.159110164642334
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IBusinessInterface.java,0.0,0.028653124400547573,0.0,4.084772164268153E-5,0.0,8.169544328536306E-5,0.0,Facade,0.028653124400547573
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\config\GlobalConstantsContainer.java,0.02666362694331578,0.07109110014779227,0.19170286996023997,0.11748151779174805,0.05332725388663156,0.11457530430385045,0.0,FileStorage,0.19170286996023997
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\exceptions\FailedDownloadException.java,0.02857142857142857,0.057222298213413784,0.11428571428571428,0.11432544163295201,0.02857142857142857,0.057222298213413784,0.0,MediaAccess,0.11432544163295201
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaAccessMaintenanceLocal.java,0.0,0.02865279402051653,0.058846146719796315,0.04983662278391421,0.0,8.13659147492477E-5,0.0,FileStorage,0.058846146719796315
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\ICacheMaintenanceRemote.java,0.0,0.02865279402051653,0.0,4.068295737462384E-5,0.0,8.13659147492477E-5,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.ejb.mediaaccess\src\edu\kit\ipd\sdq\mediastore\ejb\mediaaccess\MediaAccessImpl.java,0.1543294906616211,0.2947902134486607,0.597075925554548,3829.114875793457,0.2756136757986886,0.29481400081089565,0.013705287660871233,MediaAccess,3829.114875793457
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadMediaAccessLocal.java,0.0,0.02865279402051653,0.058846146719796315,0.04983662278391421,0.0,8.13659147492477E-5,0.0,FileStorage,0.058846146719796315
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaManagementLocal.java,0.0,0.02865279402051653,0.058846146719796315,4.068295737462384E-5,2121.539878845215,8.13659147492477E-5,0.0,MediaManagement,2121.539878845215
mediastore\Implementation\mediastore.ejb.audiowatermarking\src\edu\kit\ipd\sdq\mediastore\ejb\audiowatermarking\WavFileException.java,0.02857142857142857,0.05730389186314174,0.05714285714285714,0.08575279372079032,0.02857142857142857,0.028648444584437778,0.0,MediaAccess,0.08575279372079032
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\data\AudioFileInfo.java,0.02857142857142857,0.12616515840802875,0.2055032730102539,0.1864316667829241,0.02857142857142857,0.10486948830740793,0.0,FileStorage,0.2055032730102539
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IDownloadAudioWatermarkingRemote.java,0.0,0.02865279402051653,0.0,4.068295737462384E-5,0.0,8.13659147492477E-5,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\config\Main.java,0.06701829092843192,4.24077627999442,0.22291534968784876,5.1664960588727675,5.250650896344866,3.5607391357421876,4.990291922433036,MediaManagement,5.250650896344866
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\config\EJB.java,0.0,0.037707703454153876,0.02857142857142857,0.028658577374049594,0.0,0.028682409014020648,0.05588635376521519,UserManagement,0.05588635376521519
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\BaseEJB.java,0.0,0.050632504054478236,0.08357963562011719,0.02475343942642212,0.0,0.026922597203935895,0.09251593862261091,UserManagement,0.09251593862261091
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IFacadeRemote.java,0.0,1637.734546661377,0.0,4.068295737462384E-5,0.0,8.13659147492477E-5,0.0,Facade,1637.734546661377
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IPackagingRemote.java,0.0,0.02865279402051653,0.0,4.068295737462384E-5,0.0,8.13659147492477E-5,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaAccessRemote.java,0.0,0.02865279402051653,0.0,2066.484546661377,0.0,8.13659147492477E-5,0.0,MediaAccess,2066.484546661377
mediastore\Implementation\mediastore.ejb.reencoder\src\edu\kit\ipd\sdq\mediastore\ejb\reencoder\ReEncoderImpl.java,0.13924645015171597,0.27124154227120534,0.5470711844308036,0.4822929927280971,0.2568415233067104,4869.433746337891,0.0,ReEncoder,4869.433746337891
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\data\AudioFile.java,0.02857142857142857,0.11300732748849052,0.17537927627563477,0.16273444039481028,0.02857142857142857,0.09844659396580287,0.0,FileStorage,0.17537927627563477
mediastore\Implementation\mediastore.ejb.facade\src\edu\kit\ipd\sdq\mediastore\ejb\facade\FacadeImpl.java,0.14350245339529855,3746.4253997802734,0.4017608642578125,0.25790222712925504,5.333476911272322,0.162858704158238,4.6085431780133925,Facade,3746.4253997802734
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IMediaManagement.java,0.04794834341321673,0.20994556971958706,0.3447826930454799,0.23536742074148995,2530.5401611328125,0.13104370662144252,0.0,MediaManagement,2530.5401611328125
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\ICacheMaintenance.java,0.0,0.02865279402051653,0.0,4.068295737462384E-5,0.0,0.02368218387876238,0.0,Facade,0.02865279402051653
mediastore\Implementation\mediastore.ejb.userdbadapter\src\edu\kit\ipd\sdq\mediastore\ejb\userdbadapter\UserDBAdapterImpl.java,0.06711714608328682,0.02872906071799142,0.0,3.629139225397791E-5,0.02857142857142857,7.258278450795582E-5,0.06711714608328682,UserManagement,0.06711714608328682
mediastore\Implementation\mediastore.basic\src\edu\kit\ipd\sdq\mediastore\basic\interfaces\IUserDBAdapterLocal.java,0.0,0.02865279402051653,0.058846146719796315,4.068295737462384E-5,0.0,8.13659147492477E-5,0.0,FileStorage,0.058846146719796315
