file_path,cli,gui,preferences,best_module,best_likelihood
jabref\src\test\java\org\jabref\logic\importer\fileformat\SilverPlatterImporterTest.java,0.4420062303543091,2.043703317642212,0.0,gui,2.043703317642212
jabref\buildSrc\src\copied\java\org\jabref\logic\journals\JournalAbbreviationRepository.java,0.43274053931236267,11.964764595031738,0.28082817792892456,gui,11.964764595031738
jabref\src\main\java\org\jabref\gui\util\UiThreadList.java,1.6109376156236976E-4,71.77742004394531,0.0,gui,71.77742004394531
jabref\src\main\java\org\jabref\logic\msbib\BibTeXConverter.java,1.1586748587433249E-4,12.571084976196289,0.0,gui,12.571084976196289
jabref\src\test\java\org\jabref\logic\importer\fileformat\CffImporterTest.java,36.43360900878906,16.71840476989746,2.279055118560791,cli,36.43360900878906
jabref\src\main\java\org\jabref\gui\theme\StyleSheetResource.java,1.7230285448022187E-4,64.50232696533203,0.0,gui,64.50232696533203
jabref\src\main\java\org\jabref\gui\libraryproperties\constants\ConstantsPropertiesView.java,28.782506942749023,67.36878967285156,35.0,gui,67.36878967285156
jabref\src\test\java\org\jabref\logic\cleanup\FieldFormatterCleanupTest.java,1.3619712262880057E-4,22.320594787597656,0.0,gui,22.320594787597656
jabref\src\test\java\org\jabref\logic\net\ProxyTest.java,1.6595193301327527E-4,3.068571090698242,1.0,gui,3.068571090698242
jabref\src\main\java\org\jabref\logic\exporter\ModsExporter.java,0.3562452495098114,5.121396064758301,2.046280860900879,gui,5.121396064758301
jabref\src\main\java\org\jabref\logic\shared\OracleProcessor.java,32.75796890258789,13.134330749511719,23.34360122680664,cli,32.75796890258789
jabref\src\main\java\org\jabref\model\util\ListUtil.java,1.6993794997688383E-4,2.4102587699890137,0.0,gui,2.4102587699890137
jabref\src\main\java\org\jabref\model\groups\TexGroup.java,0.32092970609664917,11.736810684204102,6.708322048187256,gui,11.736810684204102
jabref\src\test\java\org\jabref\logic\importer\fetcher\isbntobibtex\EbookDeIsbnFetcherTest.java,1.362715265713632E-4,2.005064010620117,0.0,gui,2.005064010620117
jabref\src\main\java\org\jabref\gui\libraryproperties\PropertiesTabViewModel.java,1.7755346198100597E-4,65.40135192871094,0.0,gui,65.40135192871094
jabref\src\test\java\org\jabref\logic\util\strings\StringLengthComparatorTest.java,1.5800996334291995E-4,1.9213491678237915,0.0,gui,1.9213491678237915
jabref\src\main\java\org\jabref\logic\citationstyle\JabRefItemDataProvider.java,0.30343154072761536,1.6863224506378174,0.28082817792892456,gui,1.6863224506378174
jabref\src\main\java\org\jabref\gui\externalfiles\UnlinkedFilesDialogView.java,4.321074962615967,56.64714050292969,35.0,gui,56.64714050292969
jabref\src\main\java\org\jabref\logic\bibtex\comparator\BibtexStringComparator.java,1.6005254292394966E-4,1.5391589403152466,0.0,gui,1.5391589403152466
jabref\src\main\java\org\jabref\gui\entryeditor\DeprecatedFieldsTab.java,0.5787391662597656,74.01644134521484,96.18382263183594,preferences,96.18382263183594
jabref\src\test\java\org\jabref\logic\importer\fetcher\SemanticScholarTest.java,42.971397399902344,14.535730361938477,0.0,cli,42.971397399902344
jabref\src\main\java\org\jabref\logic\importer\fetcher\CiteSeer.java,1.9871643781661987,1.4857821464538574,0.0,cli,1.9871643781661987
jabref\src\main\java\org\jabref\architecture\AllowedToUseAwt.java,1.7883573309518397E-4,5.3195600509643555,0.0,gui,5.3195600509643555
jabref\src\main\java\org\jabref\logic\layout\format\HTMLChars.java,6.729980945587158,11.003726959228516,0.6987998485565186,gui,11.003726959228516
jabref\src\test\java\org\jabref\model\openoffice\CitationEntryTest.java,1.4254706911742687E-4,9.946747779846191,0.0,gui,9.946747779846191
jabref\src\main\java\org\jabref\model\database\KeyChangeListener.java,1.459067134419456E-4,3.2848048210144043,0.37214648723602295,gui,3.2848048210144043
jabref\src\test\java\org\jabref\model\groups\AutomaticPersonsGroupTest.java,1.442073262296617E-4,2.1475911140441895,0.0,gui,2.1475911140441895
jabref\src\main\java\org\jabref\gui\fieldeditors\AbstractEditorViewModel.java,1.5125398931559175E-4,60.89826202392578,0.0,gui,60.89826202392578
jabref\src\main\java\org\jabref\preferences\GeneralPreferences.java,1.494285388616845E-4,13.960260391235352,91.56769561767578,preferences,91.56769561767578
jabref\src\test\java\org\jabref\logic\layout\LayoutHelperTest.java,1.5902469749562442E-4,13.065386772155762,0.0,gui,13.065386772155762
jabref\src\main\java\org\jabref\logic\importer\SearchBasedFetcher.java,1.6707158647477627E-4,1.5628035068511963,0.0,gui,1.5628035068511963
jabref\src\test\java\org\jabref\logic\importer\fetcher\IEEETest.java,0.34014639258384705,9.899561882019043,1.0107753276824951,gui,9.899561882019043
jabref\src\main\java\org\jabref\gui\maintable\SmartConstrainedResizePolicy.java,18.454442977905273,63.40739822387695,0.0,gui,63.40739822387695
jabref\src\test\java\org\jabref\logic\citationkeypattern\AbstractCitationKeyPatternTest.java,1.5902469749562442E-4,2.0668327808380127,0.0,gui,2.0668327808380127
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\sidebuttons\InfoButton.java,31.236940383911133,71.11040496826172,0.0,gui,71.11040496826172
jabref\src\main\java\org\jabref\logic\layout\format\NoSpaceBetweenAbbreviations.java,1.747344940667972E-4,1.5886170864105225,0.0,gui,1.5886170864105225
jabref\src\main\java\org\jabref\gui\fieldeditors\ContextMenuAddable.java,1.7691918765194714E-4,65.29275512695312,0.0,gui,65.29275512695312
jabref\src\main\java\org\jabref\logic\formatter\bibtexfields\CleanupUrlFormatter.java,1.9147331714630127,1.5222804546356201,0.0,cli,1.9147331714630127
jabref\src\main\java\org\jabref\logic\util\MetadataSerializationConfiguration.java,1.7260308959521353E-4,1.5814372301101685,0.0,gui,1.5814372301101685
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\FieldMergerFactory.java,2.684859275817871,62.946678161621094,0.0,gui,62.946678161621094
jabref\src\main\java\org\jabref\gui\mergeentries\MergeResult.java,1.7628943896852434E-4,65.18492126464844,0.0,gui,65.18492126464844
jabref\src\main\java\org\jabref\gui\entryeditor\OptionalFields2Tab.java,0.49619653820991516,67.29147338867188,97.3365249633789,preferences,97.3365249633789
jabref\src\test\java\org\jabref\logic\formatter\IdentityFormatterTest.java,1.8505111802369356E-4,2.125122547149658,0.0,gui,2.125122547149658
jabref\src\test\java\org\jabref\logic\formatter\casechanger\TitleCaseFormatterTest.java,0.9771567583084106,3.0790798664093018,0.947667121887207,gui,3.0790798664093018
jabref\src\main\java\org\jabref\gui\fieldeditors\identifier\EprintIdentifierEditorViewModel.java,1.6109376156236976E-4,66.57377624511719,95.30888366699219,preferences,95.30888366699219
jabref\src\test\java\org\jabref\model\entry\identifier\MathSciNetIdTest.java,1.7290438700001687E-4,2.4523322582244873,0.0,gui,2.4523322582244873
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\ReplaceTabsBySpaceFormaterTest.java,1.6877969028428197E-4,2.576394557952881,0.0,gui,2.576394557952881
